4	www.climaton.com									
(Timestamp)	(Location)	(Conditions)	(Temperature) (°F °C)	Feels Like (°F °C)	(Wind Speed) (mph)	Wind	Dew Point (°F °C)	Humidity (%)	Pressure (inches)	Visibility (miles)
Tue Feb  2 16:49:28 2010	Austin, Texas 73301  	mostly cloudy	46 8	42 6	7	NE	45 7	93	30.15	1
Tue Feb  2 16:49:29 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	34 1	29 -2	5	N	28 -2	80	30.19	7
Tue Feb  2 16:49:29 2010	Nashville, Tennessee 37201  	normal	37 3	37 3	0		36 2	93	30.12	0.5
Tue Feb  2 16:49:29 2010	San Francisco, California 94101  	mostly cloudy	48 9	48 9	0		45 7	87	29.88	10
Tue Feb  2 16:49:30 2010	Fort Worth, Texas 76101  	mostly cloudy	41 5	36 2	8	NE	36 2	81	30.21	10
Tue Feb  2 16:49:30 2010	Phoenix, Arizona 85001  	mostly cloudy	54 12	52 11	6	E	39 4	58	29.87	10
Tue Feb  2 16:49:31 2010	Portland, Oregon 97201  	clear sky	30 -1	22 -6	8	N	11-Dec	47	30.28	10
Tue Feb  2 16:49:32 2010	Chicago, Illinois 60601  	light snow	28 -2	20 -7	8	SE	25 -4	86	30.02	2.5
Tue Feb  2 16:49:32 2010	San Antonio, Texas 78201  	mostly cloudy	48 9	45 7	7	NE	46 8	93	30.14	1.2
Tue Feb  2 16:49:33 2010	Indianapolis, Indiana 46201  	mostly cloudy	34 1	29 -2	6	SE	23 -5	64	30.04	10
Tue Feb  2 16:49:33 2010	Jacksonville, Florida 32099  	moderate rain	59 15	59 15	3	W	57 14	94	29.98	4
Tue Feb  2 16:49:34 2010	Columbus, Ohio 43085  	mostly cloudy	30 -1	24 -4	6	E	27 -3	86	30.08	5
Tue Feb  2 16:49:34 2010	Dallas, Texas 75201  	mostly cloudy	43 6	38 3	9	N	34 1	70	30.22	10
Tue Feb  2 16:49:35 2010	Seattle, Washington 98101  	mostly cloudy	43 6	40 4	5	SE	39 4	87	29.87	10
Tue Feb  2 16:49:35 2010	Houston, Texas 77001  	mostly cloudy	50 10	45 7	12	NE	46 8	87	30.14	6
Tue Feb  2 16:49:36 2010	Philadelphia, Pennsylvania 19019  	clear sky	30 -1	22 -6	8	E	11-Dec	47	30.29	10
Tue Feb  2 16:49:36 2010	Detroit, Michigan 48201  	light snow	25 -4	17 -8	7	SE	21 -6	86	30.14	3
Tue Feb  2 16:49:36 2010	Milwaukee, Wisconsin 53201  	light snow	28 -2	22 -6	5	S	27 -3	93	30.02	0.5
Tue Feb  2 17:38:02 2010	Charlotte, North Carolina 28201  	light rain	36 2	29 -2	9	N	34 1	93	30.08	4
Tue Feb  2 17:38:02 2010	San Diego, California 92101  	mostly cloudy	54 12	54 12	3	NE	48 9	82	29.86	4
Tue Feb  2 17:38:02 2010	San Jose, California 95101  	mostly cloudy	46 8	46 8	0		43 6	87	29.87	10
Tue Feb  2 17:38:03 2010	Denver, Colorado 80214  	clear sky	27 -3	19 -7	8	S	12-Oct	50	29.97	10
Tue Feb  2 17:38:03 2010	Memphis, Tennessee 37501  	mostly cloudy	39 4	35 2	5	W	34 1	81	30.14	8
Tue Feb  2 17:38:03 2010	Los Angeles, California 90001  	mostly cloudy	55 13	55 13	0		50 10	82	29.86	2.5
Tue Feb  2 17:38:04 2010	El Paso, Texas 79901  	clear sky	45 7	40 4	10	N	28 -2	53	30.02	10
Tue Feb  2 17:38:04 2010	Baltimore, Maryland 21201  	normal	34 1	34 1			23 -5	64	30.23	
Tue Feb  2 17:38:04 2010	New York, New York 10001  	clear sky	28 -2	28 -2	0		12-Oct	46	30.29	10
Tue Feb  2 17:38:05 2010	Washington, Washington D. C. 20001  	mostly cloudy	34 1	29 -2	5	NE	25 -4	69	30.22	9
Tue Feb  2 17:38:05 2010	Austin, Texas 73301  	mostly cloudy	46 8	42 6	7	NE	45 7	93	30.15	1
Tue Feb  2 17:38:05 2010	Las Vegas, Nevada 89101  	mostly cloudy	46 8	46 8	0		30 -1	53	29.9	10
Tue Feb  2 17:38:06 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	34 1	29 -2	5	N	28 -2	80	30.19	7
Tue Feb  2 17:38:06 2010	Nashville, Tennessee 37201  	normal	37 3	37 3	0		36 2	93	30.12	0.5
Tue Feb  2 17:38:06 2010	San Francisco, California 94101  	mostly cloudy	48 9	48 9	0		45 7	87	29.88	10
Tue Feb  2 17:38:07 2010	Portland, Oregon 97201  	clear sky	30 -1	22 -6	8	N	11-Dec	47	30.28	10
Tue Feb  2 17:38:07 2010	Fort Worth, Texas 76101  	mostly cloudy	41 5	36 2	8	NE	36 2	81	30.21	10
Tue Feb  2 17:38:07 2010	Phoenix, Arizona 85001  	mostly cloudy	54 12	52 11	6	E	39 4	58	29.87	10
Tue Feb  2 17:38:08 2010	Indianapolis, Indiana 46201  	mostly cloudy	34 1	29 -2	6	SE	23 -5	64	30.04	10
Tue Feb  2 17:38:08 2010	Chicago, Illinois 60601  	light snow	28 -2	20 -7	8	SE	25 -4	86	30.02	2.5
Tue Feb  2 17:38:08 2010	San Antonio, Texas 78201  	mostly cloudy	48 9	45 7	7	NE	46 8	93	30.14	1.2
Tue Feb  2 17:38:09 2010	Columbus, Ohio 43085  	mostly cloudy	30 -1	24 -4	6	E	27 -3	86	30.08	5
Tue Feb  2 17:38:09 2010	Jacksonville, Florida 32099  	moderate rain	59 15	59 15	3	W	57 14	94	29.98	4
Tue Feb  2 17:38:10 2010	Dallas, Texas 75201  	mostly cloudy	43 6	38 3	9	N	34 1	70	30.22	10
Tue Feb  2 17:38:10 2010	Seattle, Washington 98101  	mostly cloudy	43 6	40 4	5	SE	39 4	87	29.87	10
Tue Feb  2 17:38:10 2010	Houston, Texas 77001  	mostly cloudy	50 10	45 7	12	NE	46 8	87	30.14	6
Tue Feb  2 17:38:11 2010	Philadelphia, Pennsylvania 19019  	clear sky	30 -1	22 -6	8	E	11-Dec	47	30.29	10
Tue Feb  2 17:38:11 2010	Detroit, Michigan 48201  	light snow	25 -4	17 -8	7	SE	21 -6	86	30.14	3
Tue Feb  2 17:38:11 2010	Milwaukee, Wisconsin 53201  	light snow	28 -2	22 -6	5	S	27 -3	93	30.02	0.5
Tue Feb  2 18:22:22 2010	Charlotte, North Carolina 28201  	light rain	36 2	30 -1	8	N	34 1	93	30.07	4
Tue Feb  2 18:22:22 2010	San Diego, California 92101  	mostly cloudy	54 12	54 12	0		48 9	82	29.86	5
Tue Feb  2 18:22:22 2010	San Jose, California 95101  	mostly cloudy	48 9	48 9	0		45 7	87	29.87	10
Tue Feb  2 18:22:23 2010	Denver, Colorado 80214  	clear sky	34 1	27 -3	8	S	12-Oct	37	29.97	10
Tue Feb  2 18:22:23 2010	Memphis, Tennessee 37501  	mostly cloudy	41 5	39 4	3	W	34 1	75	30.14	9
Tue Feb  2 18:22:23 2010	Los Angeles, California 90001  	clear sky	55 13	55 13	3	N	50 10	82	29.86	2
Tue Feb  2 18:22:24 2010	New York, New York 10001  	mostly cloudy	30 -1	22 -6	9	SE	12-Oct	43	30.27	10
Tue Feb  2 18:22:24 2010	El Paso, Texas 79901  	clear sky	48 9	44 7	10	N	28 -2	46	30.04	10
Tue Feb  2 18:22:24 2010	Baltimore, Maryland 21201  	normal	36 2	36 2			23 -5	60	30.22	
Tue Feb  2 18:22:25 2010	Austin, Texas 73301  	mostly cloudy	48 9	44 7	8	NE	46 8	93	30.18	1
Tue Feb  2 18:22:25 2010	Las Vegas, Nevada 89101  	mostly cloudy	48 9	48 9	0		30 -1	50	29.9	10
Tue Feb  2 18:22:25 2010	Washington, Washington D. C. 20001  	mostly cloudy	36 2	36 2	0		23 -5	60	30.22	10
Tue Feb  2 18:22:26 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	34 1	32 0	3	NW	30 -1	86	30.22	6
Tue Feb  2 18:22:26 2010	Nashville, Tennessee 37201  	normal	37 3	37 3	0		37 3	100	30.12	0.2
Tue Feb  2 18:22:26 2010	San Francisco, California 94101  	mostly cloudy	48 9	48 9	0		45 7	87	29.88	10
Tue Feb  2 18:22:27 2010	Portland, Oregon 97201  	clear sky	30 -1	25 -4	5	N	11-Dec	47	30.26	10
Tue Feb  2 18:22:27 2010	Fort Worth, Texas 76101  	mostly cloudy	43 6	37 3	12	N	34 1	70	30.22	10
Tue Feb  2 18:22:27 2010	Phoenix, Arizona 85001  	mostly cloudy	55 13	54 12	6	E	39 4	54	29.87	10
Tue Feb  2 18:22:28 2010	Indianapolis, Indiana 46201  	mostly cloudy	36 2	31 -1	6	S	21 -6	55	30.02	10
Tue Feb  2 18:22:28 2010	Chicago, Illinois 60601  	light snow	28 -2	22 -6	5	S	27 -3	93	30.02	1
Tue Feb  2 18:22:28 2010	San Antonio, Texas 78201  	mostly cloudy	48 9	44 7	9	N	46 8	93	30.16	0.7
Tue Feb  2 18:22:29 2010	Jacksonville, Florida 32099  	light rain	59 15	59 15	5	W	57 14	94	29.97	5
Tue Feb  2 18:22:30 2010	Columbus, Ohio 43085  	mostly cloudy	32 0	27 -3	5	E	25 -4	74	30.08	8
Tue Feb  2 18:22:30 2010	Dallas, Texas 75201  	mostly cloudy	43 6	38 3	8	N	34 1	70	30.23	10
Tue Feb  2 18:22:30 2010	Houston, Texas 77001  	mostly cloudy	52 11	48 9	12	NE	46 8	82	30.16	8
Tue Feb  2 18:22:30 2010	Seattle, Washington 98101  	clear sky	39 4	39 4	0		37 3	93	29.88	10
Tue Feb  2 18:22:31 2010	Detroit, Michigan 48201  	light snow	27 -3	19 -7	7	E	21 -6	80	30.12	2
Tue Feb  2 18:22:31 2010	Milwaukee, Wisconsin 53201  	light snow	30 -1	23 -5	7	S	27 -3	86	30.01	1
Tue Feb  2 18:22:32 2010	Philadelphia, Pennsylvania 19019  	clear sky	32 0	25 -4	8	E	12-Oct	40	30.26	10
Tue Feb  2 19:06:47 2010	San Jose, California 95101  	mostly cloudy	48 9	48 9	0		45 7	87	29.88	9
Tue Feb  2 19:06:48 2010	Denver, Colorado 80214  	clear sky	37 3	29 -2	12	S	16-Mar	23	29.96	10
Tue Feb  2 19:06:48 2010	Charlotte, North Carolina 28201  	light rain	36 2	29 -2	9	NE	34 1	93	30.04	4
Tue Feb  2 19:06:48 2010	San Diego, California 92101  	mostly cloudy	55 13	55 13	0		48 9	77	29.86	5
Tue Feb  2 19:06:49 2010	El Paso, Texas 79901  	clear sky	52 11	50 10	6	N	30 -1	43	30.04	10
Tue Feb  2 19:06:49 2010	Memphis, Tennessee 37501  	mostly cloudy	45 7	41 5	7	NW	36 2	70	30.15	10
Tue Feb  2 19:06:49 2010	Los Angeles, California 90001  	clear sky	57 14	57 14	0		50 10	77	29.86	2.5
Tue Feb  2 19:06:50 2010	New York, New York 10001  	mostly cloudy	32 0	27 -3	5	N	11-Dec	43	30.25	10
Tue Feb  2 19:06:50 2010	Baltimore, Maryland 21201  	normal	34 1	34 1			23 -5	64	30.2	
Tue Feb  2 19:06:50 2010	Las Vegas, Nevada 89101  	mostly cloudy	50 10	50 10	0		30 -1	46	29.91	10
Tue Feb  2 19:06:51 2010	San Francisco, California 94101  	mostly cloudy	50 10	50 10	3	SE	45 7	82	29.89	10
Tue Feb  2 19:06:51 2010	Austin, Texas 73301  	mostly cloudy	50 10	50 10	3	N	46 8	87	30.2	1
Tue Feb  2 19:06:51 2010	Washington, Washington D. C. 20001  	mostly cloudy	36 2	36 2	0		21 -6	55	30.2	10
Tue Feb  2 19:06:52 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	34 1	32 0	3	W	30 -1	86	30.24	7
Tue Feb  2 19:06:52 2010	Fort Worth, Texas 76101  	mostly cloudy	43 6	39 4	7	N	34 1	70	30.23	10
Tue Feb  2 19:06:52 2010	Nashville, Tennessee 37201  	normal	37 3	37 3	0		37 3	100	30.1	0.5
Tue Feb  2 19:06:53 2010	Portland, Oregon 97201  	clear sky	30 -1	27 -3	3	N	12-Oct	43	30.24	10
Tue Feb  2 19:06:53 2010	Chicago, Illinois 60601  	light snow	30 -1	27 -3	3	S	27 -3	86	30	3
Tue Feb  2 19:06:53 2010	Phoenix, Arizona 85001  	mostly cloudy	61 16	61 16	5	E	37 3	42	29.87	10
Tue Feb  2 19:06:54 2010	Indianapolis, Indiana 46201  	mostly cloudy	37 3	33 1	5	S	21 -6	52	30.01	10
Tue Feb  2 19:06:54 2010	San Antonio, Texas 78201  	mostly cloudy	50 10	47 8	8	NE	48 9	94	30.16	2
Tue Feb  2 19:06:55 2010	Columbus, Ohio 43085  	mostly cloudy	34 1	29 -2	6	E	21 -6	59	30.05	10
Tue Feb  2 19:06:55 2010	Dallas, Texas 75201  	mostly cloudy	45 7	41 5	8	N	34 1	66	30.23	10
Tue Feb  2 19:06:55 2010	Jacksonville, Florida 32099  	mostly cloudy	61 16	60 16	10	W	57 14	88	29.96	7
Tue Feb  2 19:06:56 2010	Milwaukee, Wisconsin 53201  	light snow	30 -1	23 -5	7	S	28 -2	93	29.99	1.5
Tue Feb  2 19:06:56 2010	Seattle, Washington 98101  	clear sky	45 7	42 6	5	N	41 5	87	29.89	10
Tue Feb  2 19:06:56 2010	Houston, Texas 77001  	light rain	54 12	54 12	3	E	46 8	77	30.17	8
Tue Feb  2 19:06:57 2010	Philadelphia, Pennsylvania 19019  	mostly cloudy	34 1	27 -3	9	E	11-Dec	40	30.24	10
Tue Feb  2 19:06:57 2010	Detroit, Michigan 48201  	light snow	28 -2	21 -6	7	E	23 -5	80	30.08	2.5
Tue Feb  2 19:57:24 2010	San Jose, California 95101  	mostly cloudy	52 11	52 11	0		46 8	82	29.89	8
Tue Feb  2 19:57:25 2010	Charlotte, North Carolina 28201  	mostly cloudy	36 2	27 -3	14	NE	34 1	93	29.99	4
Tue Feb  2 19:57:25 2010	San Diego, California 92101  	mostly cloudy	57 14	56 13	5	W	48 9	72	29.87	7
Tue Feb  2 19:57:26 2010	Denver, Colorado 80214  	clear sky	43 6	38 3	9	SW	16-Mar	19	29.94	10
Tue Feb  2 19:57:26 2010	Memphis, Tennessee 37501  	mostly cloudy	45 7	40 4	9	W	36 2	70	30.15	10
Tue Feb  2 19:57:26 2010	Los Angeles, California 90001  	clear sky	61 16	61 16	0		50 10	68	29.85	3
Tue Feb  2 19:57:27 2010	El Paso, Texas 79901  	mostly cloudy	55 13	53 12	7	N	30 -1	38	30.03	10
Tue Feb  2 19:57:27 2010	New York, New York 10001  	mostly cloudy	34 1	28 -2	7	SE	13-Sep	34	30.23	10
Tue Feb  2 19:57:28 2010	Las Vegas, Nevada 89101  	mostly cloudy	54 12	51 11	9	NE	27 -3	35	29.91	10
Tue Feb  2 19:57:28 2010	Baltimore, Maryland 21201  	normal	37 3	37 3			27 -3	65	30.17	
Tue Feb  2 19:57:29 2010	San Francisco, California 94101  	mostly cloudy	52 11	50 10	7	E	46 8	82	29.89	10
Tue Feb  2 19:57:29 2010	Austin, Texas 73301  	mostly cloudy	50 10	45 7	15	NE	48 9	94	30.15	1
Tue Feb  2 19:57:29 2010	Washington, Washington D. C. 20001  	mostly cloudy	37 3	37 3	0		21 -6	52	30.17	10
Tue Feb  2 19:57:30 2010	Fort Worth, Texas 76101  	mostly cloudy	43 6	40 4	5	NW	34 1	70	30.23	10
Tue Feb  2 19:57:30 2010	Nashville, Tennessee 37201  	mostly cloudy	43 6	40 4	5	NW	37 3	81	30.07	4
Tue Feb  2 19:57:30 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	34 1	34 1	0		30 -1	86	30.23	7
Tue Feb  2 19:57:31 2010	Portland, Oregon 97201  	mostly cloudy	30 -1	27 -3	3	N	11-Dec	47	30.22	10
Tue Feb  2 19:57:31 2010	Phoenix, Arizona 85001  	mostly cloudy	63 17	63 17	8	E	37 3	39	29.87	10
Tue Feb  2 19:57:32 2010	Chicago, Illinois 60601  	mostly cloudy	30 -1	24 -4	6	S	25 -4	80	29.99	5
Tue Feb  2 19:57:32 2010	San Antonio, Texas 78201  	mostly cloudy	52 11	49 9	9	NE	48 9	87	30.12	2.5
Tue Feb  2 19:57:33 2010	Indianapolis, Indiana 46201  	mostly cloudy	37 3	32 0	7	SW	21 -6	52	29.98	10
Tue Feb  2 19:57:33 2010	Jacksonville, Florida 32099  	mostly cloudy	61 16	60 16	9	W	57 14	88	29.94	10
Tue Feb  2 19:57:34 2010	Columbus, Ohio 43085  	mostly cloudy	36 2	32 0	5	SE	21 -6	55	30.01	10
Tue Feb  2 19:57:34 2010	Dallas, Texas 75201  	mostly cloudy	46 8	44 7	5	N	34 1	61	30.24	10
Tue Feb  2 19:57:34 2010	Houston, Texas 77001  	light rain	54 12	52 11	8	NE	46 8	77	30.14	7
Tue Feb  2 19:57:35 2010	Milwaukee, Wisconsin 53201  	light snow	32 0	27 -3	5	S	27 -3	80	29.97	3
Tue Feb  2 19:57:35 2010	Seattle, Washington 98101  	mostly cloudy	46 8	46 8	0		43 6	87	29.89	10
Tue Feb  2 19:57:36 2010	Philadelphia, Pennsylvania 19019  	mostly cloudy	34 1	29 -2	5	SE	11-Dec	40	30.22	10
Tue Feb  2 19:57:36 2010	Detroit, Michigan 48201  	clear sky	28 -2	21 -6	7	SE	23 -5	80	30.05	6
Tue Feb  2 20:48:46 2010	Charlotte, North Carolina 28201  	mostly cloudy	37 3	32 0	7	N	36 2	93	29.97	4
Tue Feb  2 20:48:46 2010	San Jose, California 95101  	mostly cloudy	55 13	55 13	0		46 8	72	29.88	8
Tue Feb  2 20:48:47 2010	Denver, Colorado 80214  	clear sky	45 7	44 7	3	N	17-Jan	16	29.91	10
Tue Feb  2 20:48:47 2010	San Diego, California 92101  	mostly cloudy	61 16	60 16	8	NW	48 9	63	29.86	10
Tue Feb  2 20:48:49 2010	Memphis, Tennessee 37501  	mostly cloudy	45 7	39 4	12	N	34 1	66	30.15	10
Tue Feb  2 20:48:49 2010	Los Angeles, California 90001  	clear sky	63 17	63 17	0		45 7	52	29.84	5
Tue Feb  2 20:48:50 2010	New York, New York 10001  	mostly cloudy	34 1	27 -3	8	SE	12-Oct	37	30.21	10
Tue Feb  2 20:48:50 2010	El Paso, Texas 79901  	mostly cloudy	59 15	57 14	9	NE	30 -1	33	29.98	10
Tue Feb  2 20:48:50 2010	Baltimore, Maryland 21201  	normal	36 2	36 2			25 -4	64	30.15	
Tue Feb  2 20:48:51 2010	Las Vegas, Nevada 89101  	mostly cloudy	55 13	51 11	14	NE	28 -2	35	29.89	10
Tue Feb  2 20:48:51 2010	Austin, Texas 73301  	mostly cloudy	50 10	45 7	13	N	46 8	87	30.14	2
Tue Feb  2 20:48:51 2010	Washington, Washington D. C. 20001  	mostly cloudy	39 4	39 4	0		21 -6	48	30.15	10
Tue Feb  2 20:48:52 2010	San Francisco, California 94101  	mostly cloudy	54 12	52 11	6	NE	46 8	77	29.88	10
Tue Feb  2 20:48:53 2010	Nashville, Tennessee 37201  	mostly cloudy	45 7	42 6	5	N	36 2	70	30.06	7
Tue Feb  2 20:48:53 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	36 2	36 2	0		30 -1	80	30.2	6
Tue Feb  2 20:48:54 2010	Fort Worth, Texas 76101  	clear sky	45 7	42 6	5	NW	36 2	70	30.21	10
Tue Feb  2 20:48:54 2010	Phoenix, Arizona 85001  	mostly cloudy	66 19	66 19	5	E	36 2	32	29.84	10
Tue Feb  2 20:48:55 2010	Portland, Oregon 97201  	clear sky	30 -1	27 -3	3	SW	11-Dec	47	30.2	10
Tue Feb  2 20:48:55 2010	Chicago, Illinois 60601  	mostly cloudy	32 0	26 -3	6	SW	23 -5	69	29.97	5
Tue Feb  2 20:48:56 2010	Indianapolis, Indiana 46201  	mostly cloudy	37 3	30 -1	9	W	23 -5	56	29.97	10
Tue Feb  2 20:48:56 2010	San Antonio, Texas 78201  	mostly cloudy	52 11	49 9	10	NE	48 9	87	30.11	5
Tue Feb  2 20:48:57 2010	Columbus, Ohio 43085  	mostly cloudy	37 3	35 2	3	N	21 -6	52	29.98	10
Tue Feb  2 20:48:57 2010	Dallas, Texas 75201  	mostly cloudy	48 9	45 7	6	N	34 1	57	30.22	10
Tue Feb  2 20:48:57 2010	Jacksonville, Florida 32099  	mostly cloudy	61 16	60 16	10	W	55 13	82	29.93	10
Tue Feb  2 20:48:58 2010	Seattle, Washington 98101  	mostly cloudy	48 9	46 8	5	SE	43 6	81	29.89	10
Tue Feb  2 20:48:58 2010	Houston, Texas 77001  	light rain	54 12	52 11	7	NE	48 9	82	30.12	3
Tue Feb  2 20:48:59 2010	Philadelphia, Pennsylvania 19019  	mostly cloudy	34 1	32 0	3	E	16 -9	47	30.2	10
Tue Feb  2 20:48:59 2010	Detroit, Michigan 48201  	light snow	28 -2	21 -6	6	E	25 -4	86	30.03	1
Tue Feb  2 20:48:59 2010	Milwaukee, Wisconsin 53201  	light snow	32 0	29 -2	3	SW	27 -3	80	29.96	5
Tue Feb  2 21:34:48 2010	San Jose, California 95101  	mostly cloudy	55 13	55 13	0		46 8	72	29.88	8
Tue Feb  2 21:34:49 2010	Charlotte, North Carolina 28201  	mostly cloudy	37 3	32 0	7	N	36 2	93	29.97	4
Tue Feb  2 21:34:49 2010	San Diego, California 92101  	mostly cloudy	61 16	60 16	8	NW	48 9	63	29.86	10
Tue Feb  2 21:34:50 2010	Denver, Colorado 80214  	clear sky	45 7	44 7	3	N	17-Jan	16	29.91	10
Tue Feb  2 21:34:50 2010	Memphis, Tennessee 37501  	mostly cloudy	45 7	39 4	12	N	34 1	66	30.15	10
Tue Feb  2 21:34:50 2010	Los Angeles, California 90001  	clear sky	63 17	63 17	0		45 7	52	29.84	5
Tue Feb  2 21:34:51 2010	New York, New York 10001  	mostly cloudy	34 1	27 -3	8	SE	12-Oct	37	30.21	10
Tue Feb  2 21:34:51 2010	El Paso, Texas 79901  	mostly cloudy	59 15	57 14	9	NE	30 -1	33	29.98	10
Tue Feb  2 21:34:52 2010	Las Vegas, Nevada 89101  	mostly cloudy	55 13	51 11	14	NE	28 -2	35	29.89	10
Tue Feb  2 21:34:52 2010	Baltimore, Maryland 21201  	normal	36 2	36 2			25 -4	64	30.15	
Tue Feb  2 21:34:52 2010	Washington, Washington D. C. 20001  	mostly cloudy	39 4	39 4	0		21 -6	48	30.15	10
Tue Feb  2 21:34:53 2010	Austin, Texas 73301  	mostly cloudy	50 10	45 7	13	N	46 8	87	30.14	2
Tue Feb  2 21:34:53 2010	San Francisco, California 94101  	mostly cloudy	54 12	52 11	6	NE	46 8	77	29.88	10
Tue Feb  2 21:34:54 2010	Fort Worth, Texas 76101  	clear sky	45 7	42 6	5	NW	36 2	70	30.21	10
Tue Feb  2 21:34:54 2010	Nashville, Tennessee 37201  	mostly cloudy	45 7	42 6	5	N	36 2	70	30.06	7
Tue Feb  2 21:34:54 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	36 2	36 2	0		30 -1	80	30.2	6
Tue Feb  2 21:34:55 2010	Portland, Oregon 97201  	clear sky	30 -1	27 -3	3	SW	11-Dec	47	30.2	10
Tue Feb  2 21:34:55 2010	Chicago, Illinois 60601  	mostly cloudy	32 0	26 -3	6	SW	23 -5	69	29.97	5
Tue Feb  2 21:34:55 2010	Phoenix, Arizona 85001  	mostly cloudy	66 19	66 19	5	E	36 2	32	29.84	10
Tue Feb  2 21:34:56 2010	Indianapolis, Indiana 46201  	mostly cloudy	37 3	30 -1	9	W	23 -5	56	29.97	10
Tue Feb  2 21:34:56 2010	San Antonio, Texas 78201  	mostly cloudy	52 11	49 9	10	NE	48 9	87	30.11	5
Tue Feb  2 21:34:57 2010	Columbus, Ohio 43085  	mostly cloudy	37 3	35 2	3	N	21 -6	52	29.98	10
Tue Feb  2 21:34:57 2010	Jacksonville, Florida 32099  	mostly cloudy	61 16	60 16	10	W	55 13	82	29.93	10
Tue Feb  2 21:34:58 2010	Dallas, Texas 75201  	mostly cloudy	48 9	45 7	6	N	34 1	57	30.22	10
Tue Feb  2 21:34:58 2010	Seattle, Washington 98101  	mostly cloudy	48 9	46 8	5	SE	43 6	81	29.89	10
Tue Feb  2 21:34:58 2010	Houston, Texas 77001  	light rain	54 12	52 11	7	NE	48 9	82	30.12	3
Tue Feb  2 21:34:59 2010	Philadelphia, Pennsylvania 19019  	mostly cloudy	34 1	32 0	3	E	16 -9	47	30.2	10
Tue Feb  2 21:34:59 2010	Detroit, Michigan 48201  	light snow	28 -2	21 -6	6	E	25 -4	86	30.03	1
Tue Feb  2 21:34:59 2010	Milwaukee, Wisconsin 53201  	light snow	32 0	29 -2	3	SW	27 -3	80	29.96	5
Tue Feb  2 22:22:18 2010	San Jose, California 95101  	mostly cloudy	55 13	55 13	0		46 8	72	29.85	8
Tue Feb  2 22:22:19 2010	Denver, Colorado 80214  	clear sky	48 9	47 8	3	N	17-Jan	14	29.88	10
Tue Feb  2 22:22:19 2010	Charlotte, North Carolina 28201  	mostly cloudy	37 3	31 -1	8	N	36 2	93	29.94	4
Tue Feb  2 22:22:19 2010	San Diego, California 92101  	mostly cloudy	61 16	60 16	7	NW	48 9	63	29.84	9
Tue Feb  2 22:22:20 2010	El Paso, Texas 79901  	mostly cloudy	61 16	59 15	20-Dec	E	30 -1	31	29.94	10
Tue Feb  2 22:22:20 2010	Memphis, Tennessee 37501  	mostly cloudy	45 7	41 5	8	NW	34 1	66	30.13	10
Tue Feb  2 22:22:20 2010	Los Angeles, California 90001  	clear sky	64 18	64 18	0		46 8	52	29.82	5
Tue Feb  2 22:22:21 2010	New York, New York 10001  	mostly cloudy	34 1	29 -2	6	N	16 -9	47	30.22	10
Tue Feb  2 22:22:21 2010	Las Vegas, Nevada 89101  	mostly cloudy	55 13	54 12	6	N	28 -2	35	29.85	10
Tue Feb  2 22:22:21 2010	Baltimore, Maryland 21201  	normal	37 3	37 3			25 -4	60	30.14	
Tue Feb  2 22:22:22 2010	San Francisco, California 94101  	mostly cloudy	52 11	50 10	6	NE	46 8	82	29.85	10
Tue Feb  2 22:22:22 2010	Austin, Texas 73301  	mostly cloudy	54 12	50 10	15	N	48 9	82	30.1	4
Tue Feb  2 22:22:22 2010	Washington, Washington D. C. 20001  	mostly cloudy	41 5	41 5	0		21 -6	45	30.12	10
Tue Feb  2 22:22:23 2010	Oklahoma City, Oklahoma 73101  	clear sky	36 2	34 1	3	S	30 -1	80	30.19	6
Tue Feb  2 22:22:23 2010	Fort Worth, Texas 76101  	clear sky	46 8	44 7	5	NE	36 2	66	30.18	10
Tue Feb  2 22:22:23 2010	Nashville, Tennessee 37201  	mostly cloudy	45 7	42 6	5	W	36 2	70	30.06	8
Tue Feb  2 22:22:24 2010	Portland, Oregon 97201  	mostly cloudy	28 -2	22 -6	5	SW	11-Dec	50	30.21	10
Tue Feb  2 22:22:24 2010	Chicago, Illinois 60601  	mostly cloudy	32 0	25 -4	8	SW	25 -4	74	29.96	6
Tue Feb  2 22:22:24 2010	Phoenix, Arizona 85001  	mostly cloudy	68 20	68 20	5	N	36 2	30	29.81	10
Tue Feb  2 22:22:25 2010	Indianapolis, Indiana 46201  	mostly cloudy	37 3	32 0	7	SW	25 -4	60	29.96	10
Tue Feb  2 22:22:25 2010	San Antonio, Texas 78201  	mostly cloudy	54 12	51 11	9	NE	48 9	82	30.09	6
Tue Feb  2 22:22:26 2010	Columbus, Ohio 43085  	mostly cloudy	39 4	37 3	3	SE	21 -6	48	29.96	10
Tue Feb  2 22:22:26 2010	Dallas, Texas 75201  	clear sky	48 9	45 7	7	N	34 1	57	30.18	10
Tue Feb  2 22:22:26 2010	Jacksonville, Florida 32099  	mostly cloudy	61 16	59 15	13	NW	55 13	82	29.92	10
