14	search.yahoo.com				
Tue Feb  2 21:23:15 2010	Memphis, TN	45	Cloudy	47	28
Tue Feb  2 21:23:15 2010	Los Angeles, CA	65	Partly Cloudy	62	47
Tue Feb  2 21:23:16 2010	El Paso, TX	61	Mostly Cloudy	64	43
Tue Feb  2 21:23:17 2010	New York, NY	33	Mostly Cloudy	34	29
Tue Feb  2 21:23:17 2010	Baltimore, MD	37	Cloudy	37	30
Tue Feb  2 21:23:18 2010	Las Vegas, NV	57	Fair	61	40
Tue Feb  2 21:23:19 2010	Washington, DC	41	Cloudy	38	32
Tue Feb  2 21:23:20 2010	Austin, TX	51	Haze	52	46
Tue Feb  2 21:23:20 2010	San Francisco, CA	52	Mostly Cloudy	57	50
Tue Feb  2 21:23:21 2010	Oklahoma City, OK	35	Mostly Cloudy	43	28
Tue Feb  2 21:23:22 2010	Nashville, TN	45	Mostly Cloudy	44	27
Tue Feb  2 21:23:22 2010	Fort Worth, TX	47	Fair	50	37
Tue Feb  2 21:23:23 2010	Phoenix, AZ	68	Mostly Cloudy	69	53
Tue Feb  2 21:23:24 2010	Chicago, IL	32	Cloudy	34	28
Tue Feb  2 21:23:24 2010	Portland, OR	46	Mostly Cloudy	55	44
Tue Feb  2 21:23:25 2010	San Antonio, TX	54	Cloudy	54	51
Tue Feb  2 21:23:26 2010	Indianapolis, IN	37	Cloudy	37	25
Tue Feb  2 21:23:27 2010	Boston, MA	30	Mostly Cloudy	31	23
Tue Feb  2 21:23:27 2010	Jacksonville, FL	61	Cloudy	62	46
Tue Feb  2 21:23:28 2010	Columbus, OH	41	Cloudy	39	27
Tue Feb  2 21:23:29 2010	Dallas, TX	49	Partly Cloudy	52	39
Tue Feb  2 21:23:30 2010	Houston, TX	54	Cloudy	58	48
Tue Feb  2 21:23:31 2010	Milwaukee, WI	33	Cloudy	31	23
Tue Feb  2 21:23:31 2010	Seattle, WA	50	Mostly Cloudy	55	42
Tue Feb  2 21:23:32 2010	Detroit, MI	29	Light Snow	30	25
Tue Feb  2 21:23:33 2010	Philadelphia, PA	36	Cloudy	37	29
Tue Feb  2 22:10:01 2010	Charlotte, NC	36	Light Drizzle	39	30
Tue Feb  2 22:10:01 2010	San Jose, CA	54	Mostly Cloudy	60	45
Tue Feb  2 22:10:02 2010	Denver, CO	41	Fair	47	31
Tue Feb  2 22:10:02 2010	San Diego, CA	63	Mostly Cloudy	61	47
Tue Feb  2 22:10:03 2010	Memphis, TN	45	Cloudy	47	28
Tue Feb  2 22:10:04 2010	Los Angeles, CA	64	Haze	62	47
Tue Feb  2 22:10:04 2010	El Paso, TX	61	Mostly Cloudy	64	43
Tue Feb  2 22:10:05 2010	New York, NY	33	Mostly Cloudy	34	29
Tue Feb  2 22:10:05 2010	Baltimore, MD	37	Cloudy	37	30
Tue Feb  2 22:10:06 2010	Washington, DC	41	Cloudy	38	32
Tue Feb  2 22:10:06 2010	Las Vegas, NV	57	Fair	61	40
Tue Feb  2 22:10:07 2010	Austin, TX	52	Cloudy	52	46
Tue Feb  2 22:10:07 2010	San Francisco, CA	52	Mostly Cloudy	57	50
Tue Feb  2 22:10:08 2010	Oklahoma City, OK	36	Partly Cloudy	43	28
Tue Feb  2 22:10:08 2010	Nashville, TN	45	Mostly Cloudy	44	27
Tue Feb  2 22:10:09 2010	Fort Worth, TX	47	Fair	50	37
Tue Feb  2 22:10:09 2010	Phoenix, AZ	68	Mostly Cloudy	69	53
Tue Feb  2 22:10:10 2010	Chicago, IL	32	Cloudy	34	28
Tue Feb  2 22:10:10 2010	Portland, OR	46	Mostly Cloudy	55	44
Tue Feb  2 22:10:11 2010	San Antonio, TX	54	Cloudy	54	51
Tue Feb  2 22:10:12 2010	Boston, MA	30	Mostly Cloudy	31	23
Tue Feb  2 22:10:12 2010	Indianapolis, IN	37	Cloudy	37	25
Tue Feb  2 22:10:13 2010	Columbus, OH	41	Cloudy	39	27
Tue Feb  2 22:10:13 2010	Jacksonville, FL	61	Cloudy	62	46
Tue Feb  2 22:10:14 2010	Dallas, TX	49	Partly Cloudy	52	39
Tue Feb  2 22:10:14 2010	Houston, TX	54	Cloudy	58	48
Tue Feb  2 22:10:15 2010	Milwaukee, WI	33	Cloudy	31	23
Tue Feb  2 22:10:15 2010	Seattle, WA	50	Mostly Cloudy	55	42
Tue Feb  2 22:10:16 2010	Detroit, MI	28	Light Snow	30	25
Tue Feb  2 22:10:16 2010	Philadelphia, PA	36	Cloudy	37	29
Tue Feb  2 22:56:13 2010	San Jose, CA	54	Mostly Cloudy	60	45
Tue Feb  2 22:56:14 2010	Charlotte, NC	37	Light Rain	39	28
Tue Feb  2 22:56:14 2010	San Diego, CA	62	Mostly Cloudy	63	47
Tue Feb  2 22:56:15 2010	Denver, CO	43	Fair	47	31
Tue Feb  2 22:56:16 2010	Memphis, TN	44	Cloudy	47	28
Tue Feb  2 22:56:16 2010	Los Angeles, CA	64	Haze	62	47
Tue Feb  2 22:56:17 2010	El Paso, TX	62	Mostly Cloudy	62	43
Tue Feb  2 22:56:18 2010	New York, NY	33	Mostly Cloudy	34	29
Tue Feb  2 22:56:18 2010	Baltimore, MD	37	Cloudy	37	30
Tue Feb  2 22:56:19 2010	Las Vegas, NV	57	Fair	61	40
Tue Feb  2 22:56:20 2010	Washington, DC	40	Cloudy	38	32
Tue Feb  2 22:56:20 2010	Austin, TX	51	Cloudy	52	46
Tue Feb  2 22:56:21 2010	San Francisco, CA	53	Cloudy	57	50
Tue Feb  2 22:56:22 2010	Oklahoma City, OK	36	Partly Cloudy	43	28
Tue Feb  2 22:56:22 2010	Nashville, TN	46	Mostly Cloudy	44	27
Tue Feb  2 22:56:23 2010	Fort Worth, TX	50	Fair	50	37
Tue Feb  2 22:56:24 2010	Portland, OR	48	Mostly Cloudy	53	44
Tue Feb  2 22:56:24 2010	Phoenix, AZ	71	Mostly Cloudy	69	53
Tue Feb  2 22:56:25 2010	Chicago, IL	32	Cloudy	34	28
Tue Feb  2 22:56:26 2010	Indianapolis, IN	38	Cloudy	37	25
Tue Feb  2 22:56:26 2010	San Antonio, TX	54	Light Rain	54	51
Tue Feb  2 22:56:27 2010	Boston, MA	30	Cloudy	31	24
Tue Feb  2 22:56:28 2010	Columbus, OH	42	Cloudy	39	27
Tue Feb  2 22:56:28 2010	Jacksonville, FL	60	Cloudy	62	46
Tue Feb  2 22:56:29 2010	Dallas, TX	50	Partly Cloudy	52	39
Tue Feb  2 22:56:30 2010	Seattle, WA	52	Mostly Cloudy	55	42
Tue Feb  2 22:56:30 2010	Houston, TX	55	Cloudy	58	48
Tue Feb  2 22:56:31 2010	Detroit, MI	28	Light Snow	30	25
Tue Feb  2 22:56:31 2010	Milwaukee, WI	32	Light Snow	31	23
Tue Feb  2 22:56:32 2010	Philadelphia, PA	36	Cloudy	37	29
Tue Feb  2 23:41:01 2010	Charlotte, NC	37	Light Rain	39	28
Tue Feb  2 23:41:01 2010	San Jose, CA	57	Mostly Cloudy	58	45
Tue Feb  2 23:41:02 2010	Denver, CO	43	Fair	47	31
Tue Feb  2 23:41:02 2010	San Diego, CA	63	Mostly Cloudy	63	47
Tue Feb  2 23:41:03 2010	Memphis, TN	43	Cloudy	47	28
Tue Feb  2 23:41:03 2010	Los Angeles, CA	64	Fair	62	47
Tue Feb  2 23:41:04 2010	New York, NY	33	Mostly Cloudy	34	29
Tue Feb  2 23:41:04 2010	El Paso, TX	63	Mostly Cloudy	62	43
Tue Feb  2 23:41:05 2010	Baltimore, MD	36	Cloudy	37	30
Tue Feb  2 23:41:05 2010	Las Vegas, NV	58	Cloudy	60	40
Tue Feb  2 23:41:06 2010	Washington, DC	38	Cloudy	38	32
Tue Feb  2 23:41:06 2010	Austin, TX	51	Cloudy	52	46
Tue Feb  2 23:41:07 2010	Oklahoma City, OK	36	Partly Cloudy	43	28
Tue Feb  2 23:41:07 2010	San Francisco, CA	54	Cloudy	56	50
Tue Feb  2 23:41:08 2010	Nashville, TN	45	Cloudy	44	27
Tue Feb  2 23:41:09 2010	Fort Worth, TX	50	Fair	50	37
Tue Feb  2 23:41:09 2010	Phoenix, AZ	71	Mostly Cloudy	69	53
Tue Feb  2 23:41:10 2010	Chicago, IL	31	Light Snow	34	28
Tue Feb  2 23:41:10 2010	Portland, OR	50	Mostly Cloudy	53	44
Tue Feb  2 23:41:11 2010	Indianapolis, IN	37	Cloudy	37	25
Tue Feb  2 23:41:11 2010	San Antonio, TX	52	Light Rain	54	51
Tue Feb  2 23:41:12 2010	Boston, MA	29	Cloudy	31	24
Tue Feb  2 23:41:12 2010	Jacksonville, FL	59	Cloudy	62	46
Tue Feb  2 23:41:13 2010	Columbus, OH	39	Cloudy	39	27
Tue Feb  2 23:41:13 2010	Dallas, TX	51	Mostly Cloudy	52	39
Tue Feb  2 23:41:14 2010	Seattle, WA	54	Partly Cloudy	54	42
Tue Feb  2 23:41:14 2010	Houston, TX	55	Mostly Cloudy	58	48
Tue Feb  2 23:41:15 2010	Detroit, MI	28	Light Snow	30	25
Tue Feb  2 23:41:15 2010	Milwaukee, WI	32	Light Snow	31	23
Tue Feb  2 23:41:16 2010	Philadelphia, PA	35	Cloudy	37	29
Wed Feb  3 00:26:04 2010	San Jose, CA	57	Cloudy	58	45
Wed Feb  3 00:26:05 2010	Charlotte, NC	37	Light Rain	39	28
Wed Feb  3 00:26:06 2010	Denver, CO	43	Fair	47	31
Wed Feb  3 00:26:06 2010	San Diego, CA	60	Mostly Cloudy	63	47
Wed Feb  3 00:26:07 2010	Memphis, TN	41	Cloudy	47	28
Wed Feb  3 00:26:08 2010	El Paso, TX	63	Mostly Cloudy	62	43
Wed Feb  3 00:26:08 2010	Los Angeles, CA	64	Partly Cloudy	62	47
Wed Feb  3 00:26:09 2010	New York, NY	33	Cloudy	34	29
Wed Feb  3 00:26:10 2010	Baltimore, MD	36	Cloudy	37	30
Wed Feb  3 00:26:10 2010	Las Vegas, NV	59	Fair	60	40
Wed Feb  3 00:26:11 2010	Washington, DC	38	Cloudy	38	32
Wed Feb  3 00:26:12 2010	Austin, TX	51	Cloudy	52	46
Wed Feb  3 00:26:12 2010	San Francisco, CA	54	Light Rain	56	50
Wed Feb  3 00:26:13 2010	Oklahoma City, OK	35	Partly Cloudy	43	28
Wed Feb  3 00:26:14 2010	Nashville, TN	45	Cloudy	44	27
Wed Feb  3 00:26:15 2010	Fort Worth, TX	49	Fair	50	37
Wed Feb  3 00:26:15 2010	Phoenix, AZ	72	Mostly Cloudy	69	53
Wed Feb  3 00:26:16 2010	Portland, OR	53	Mostly Cloudy	53	44
Wed Feb  3 00:26:17 2010	Chicago, IL	31	Light Snow	34	28
Wed Feb  3 00:26:17 2010	San Antonio, TX	51	Cloudy	54	51
Wed Feb  3 00:26:18 2010	Indianapolis, IN	35	Cloudy	37	25
Wed Feb  3 00:26:19 2010	Boston, MA	29	Cloudy	31	24
Wed Feb  3 00:26:19 2010	Jacksonville, FL	58	Cloudy	62	46
Wed Feb  3 00:26:20 2010	Columbus, OH	37	Cloudy	39	27
Wed Feb  3 00:26:21 2010	Dallas, TX	50	Mostly Cloudy	52	39
Wed Feb  3 00:26:21 2010	Houston, TX	57	Cloudy	58	48
Wed Feb  3 00:26:22 2010	Seattle, WA	55	Mostly Cloudy	54	42
Wed Feb  3 00:26:23 2010	Detroit, MI	27	Mostly Cloudy	30	25
Wed Feb  3 00:26:23 2010	Milwaukee, WI	32	Light Snow	31	23
Wed Feb  3 00:26:24 2010	Philadelphia, PA	34	Cloudy	37	29
Wed Feb  3 01:09:51 2010	Charlotte, NC	37	Light Rain	39	28
Wed Feb  3 01:09:51 2010	San Jose, CA	59	Cloudy	58	45
Wed Feb  3 01:09:52 2010	Denver, CO	43	Fair	47	31
Wed Feb  3 01:09:52 2010	San Diego, CA	60	Mostly Cloudy	63	47
Wed Feb  3 01:09:53 2010	Memphis, TN	41	Cloudy	47	28
Wed Feb  3 01:09:53 2010	Los Angeles, CA	64	Fair	62	47
Wed Feb  3 01:09:54 2010	New York, NY	33	Cloudy	34	29
Wed Feb  3 01:09:54 2010	El Paso, TX	61	Mostly Cloudy	62	43
Wed Feb  3 01:09:55 2010	Baltimore, MD	36	Snow	37	30
Wed Feb  3 01:09:55 2010	Las Vegas, NV	59	Fair	60	40
Wed Feb  3 01:09:56 2010	Washington, DC	34	Light Snow	38	32
Wed Feb  3 01:09:56 2010	Austin, TX	51	Cloudy	52	46
Wed Feb  3 01:09:57 2010	Oklahoma City, OK	35	Partly Cloudy	43	28
Wed Feb  3 01:09:57 2010	San Francisco, CA	54	Mostly Cloudy	56	50
Wed Feb  3 01:09:58 2010	Nashville, TN	44	Cloudy	44	27
Wed Feb  3 01:09:58 2010	Fort Worth, TX	49	Fair	50	37
Wed Feb  3 01:09:59 2010	Portland, OR	53	Mostly Cloudy	53	44
Wed Feb  3 01:09:59 2010	Phoenix, AZ	71	Mostly Cloudy	69	53
Wed Feb  3 01:10:00 2010	Chicago, IL	31	Light Snow	34	28
Wed Feb  3 01:10:00 2010	San Antonio, TX	51	Cloudy	54	50
Wed Feb  3 01:10:01 2010	Boston, MA	29	Cloudy	31	20
Wed Feb  3 01:10:01 2010	Indianapolis, IN	35	Cloudy	37	25
Wed Feb  3 01:10:02 2010	Columbus, OH	38	Cloudy	39	27
Wed Feb  3 01:10:02 2010	Jacksonville, FL	58	Cloudy	62	46
Wed Feb  3 01:10:03 2010	Dallas, TX	50	Mostly Cloudy	52	39
Wed Feb  3 01:10:03 2010	Houston, TX	57	Mostly Cloudy	58	48
Wed Feb  3 01:10:04 2010	Milwaukee, WI	32	Light Snow	31	23
Wed Feb  3 01:10:04 2010	Seattle, WA	55	Mostly Cloudy	54	42
Wed Feb  3 01:10:05 2010	Detroit, MI	27	Light Snow	30	25
Wed Feb  3 01:10:05 2010	Philadelphia, PA	34	Cloudy	37	29
Wed Feb  3 01:57:54 2010	San Jose, CA	59	Cloudy	58	45
Wed Feb  3 01:57:55 2010	Charlotte, NC	37	Light Rain	39	28
Wed Feb  3 01:57:55 2010	San Diego, CA	60	Mostly Cloudy	63	47
Wed Feb  3 01:57:56 2010	Denver, CO	41	Mostly Cloudy	47	30
Wed Feb  3 01:57:56 2010	Memphis, TN	41	Cloudy	47	28
Wed Feb  3 01:57:57 2010	El Paso, TX	61	Mostly Cloudy	62	43
Wed Feb  3 01:57:57 2010	Los Angeles, CA	64	Fair	62	47
Wed Feb  3 01:57:58 2010	New York, NY	32	Cloudy	34	29
Wed Feb  3 01:57:58 2010	Baltimore, MD	36	Snow	37	30
Wed Feb  3 01:57:59 2010	Las Vegas, NV	58	Fair	60	40
Wed Feb  3 01:58:00 2010	Washington, DC	34	Light Snow	38	32
Wed Feb  3 01:58:00 2010	Austin, TX	52	Cloudy	52	46
Wed Feb  3 01:58:01 2010	San Francisco, CA	54	Mostly Cloudy	56	50
Wed Feb  3 01:58:02 2010	Oklahoma City, OK	32	Partly Cloudy	43	28
Wed Feb  3 01:58:02 2010	Nashville, TN	43	Cloudy	44	27
Wed Feb  3 01:58:03 2010	Fort Worth, TX	47	Fair	50	37
Wed Feb  3 01:58:04 2010	Portland, OR	51	Mostly Cloudy	53	44
Wed Feb  3 01:58:04 2010	Phoenix, AZ	71	Mostly Cloudy	69	53
Wed Feb  3 01:58:05 2010	Chicago, IL	31	Light Snow	34	28
Wed Feb  3 01:58:06 2010	Indianapolis, IN	34	Cloudy	37	25
Wed Feb  3 01:58:06 2010	San Antonio, TX	52	Cloudy	54	51
Wed Feb  3 01:58:07 2010	Boston, MA	28	Mostly Cloudy	31	20
Wed Feb  3 01:58:08 2010	Columbus, OH	37	Cloudy	39	27
Wed Feb  3 01:58:08 2010	Jacksonville, FL	57	Cloudy	62	46
Wed Feb  3 01:58:09 2010	Dallas, TX	49	Mostly Cloudy	52	39
Wed Feb  3 01:58:09 2010	Houston, TX	55	Mostly Cloudy	58	48
Wed Feb  3 01:58:10 2010	Seattle, WA	54	Mostly Cloudy	54	42
Wed Feb  3 01:58:11 2010	Detroit, MI	27	Cloudy	30	25
Wed Feb  3 01:58:11 2010	Milwaukee, WI	32	Light Snow	31	23
Wed Feb  3 01:58:12 2010	Philadelphia, PA	34	Cloudy	37	29
Wed Feb  3 02:46:43 2010	Charlotte, NC	37	Fog	39	28
Wed Feb  3 02:46:44 2010	Denver, CO	37	Mostly Cloudy	47	30
Wed Feb  3 02:46:44 2010	San Diego, CA	57	Mostly Cloudy	63	47
Wed Feb  3 02:46:45 2010	Memphis, TN	39	Mostly Cloudy	47	28
Wed Feb  3 02:46:45 2010	Los Angeles, CA	63	Fair	62	47
Wed Feb  3 02:46:46 2010	New York, NY	32	Cloudy	34	29
Wed Feb  3 02:46:46 2010	El Paso, TX	57	Cloudy	62	43
Wed Feb  3 02:46:47 2010	Baltimore, MD	32	Snow	37	30
Wed Feb  3 02:46:47 2010	Las Vegas, NV	56	Mostly Cloudy	60	40
Wed Feb  3 02:46:48 2010	Washington, DC	34	Light Snow	38	32
Wed Feb  3 02:46:48 2010	Austin, TX	52	Cloudy	52	46
Wed Feb  3 02:46:49 2010	Oklahoma City, OK	30	Partly Cloudy	43	28
Wed Feb  3 02:46:49 2010	San Francisco, CA	54	Cloudy	56	50
Wed Feb  3 02:46:50 2010	Nashville, TN	42	Cloudy	44	27
Wed Feb  3 02:46:50 2010	Fort Worth, TX	44	Fair	50	37
Wed Feb  3 02:46:51 2010	Portland, OR	48	Mostly Cloudy	53	44
Wed Feb  3 02:46:51 2010	Phoenix, AZ	70	Mostly Cloudy	69	53
Wed Feb  3 02:46:52 2010	Chicago, IL	32	Light Snow	34	28
Wed Feb  3 02:46:52 2010	San Antonio, TX	52	Cloudy	54	51
Wed Feb  3 02:46:53 2010	Boston, MA	26	Mostly Cloudy	31	20
Wed Feb  3 02:46:53 2010	Indianapolis, IN	34	Cloudy	37	25
Wed Feb  3 02:46:54 2010	Columbus, OH	35	Cloudy	39	27
Wed Feb  3 02:46:54 2010	Jacksonville, FL	57	Cloudy	62	46
Wed Feb  3 02:46:55 2010	Dallas, TX	48	Mostly Cloudy	52	39
Wed Feb  3 02:46:55 2010	Houston, TX	55	Cloudy	58	48
Wed Feb  3 02:46:56 2010	Milwaukee, WI	32	Light Snow	31	23
Wed Feb  3 02:46:56 2010	Seattle, WA	52	Mostly Cloudy	54	42
Wed Feb  3 02:46:57 2010	Detroit, MI	27	Cloudy	30	25
Wed Feb  3 02:46:57 2010	Philadelphia, PA	34	Cloudy	37	29
Wed Feb  3 03:33:38 2010	San Jose, CA	55	Cloudy	58	45
Wed Feb  3 03:33:39 2010	Charlotte, NC	37	Fog	39	28
Wed Feb  3 03:33:39 2010	San Diego, CA	56	Mostly Cloudy	63	47
Wed Feb  3 03:33:40 2010	Denver, CO	37	Mostly Cloudy	47	31
Wed Feb  3 03:33:41 2010	Memphis, TN	37	Fair	47	28
Wed Feb  3 03:33:41 2010	Los Angeles, CA	60	Mostly Cloudy	62	47
Wed Feb  3 03:33:42 2010	New York, NY	31	Cloudy	34	29
Wed Feb  3 03:33:42 2010	El Paso, TX	54	Cloudy	62	43
Wed Feb  3 03:33:43 2010	Baltimore, MD	32	Snow	37	30
Wed Feb  3 03:33:44 2010	Washington, DC	33	Light Snow	38	32
Wed Feb  3 03:33:44 2010	Las Vegas, NV	52	Fair	60	40
Wed Feb  3 03:33:45 2010	Austin, TX	51	Cloudy	52	46
Wed Feb  3 03:33:46 2010	Oklahoma City, OK	32	Fog	43	27
Wed Feb  3 03:33:46 2010	San Francisco, CA	54	Cloudy	56	50
Wed Feb  3 03:33:47 2010	Nashville, TN	41	Cloudy	44	27
Wed Feb  3 03:33:48 2010	Fort Worth, TX	42	Fair	50	37
Wed Feb  3 03:33:48 2010	Phoenix, AZ	67	Mostly Cloudy	69	53
Wed Feb  3 03:33:49 2010	Chicago, IL	30	Light Snow	34	28
Wed Feb  3 03:33:49 2010	Portland, OR	48	Cloudy	53	44
Wed Feb  3 03:33:50 2010	San Antonio, TX	52	Cloudy	54	51
Wed Feb  3 03:33:51 2010	Boston, MA	27	Mostly Cloudy	31	20
Wed Feb  3 03:33:51 2010	Indianapolis, IN	33	Light Snow	37	25
Wed Feb  3 03:33:52 2010	Columbus, OH	35	Cloudy	39	27
Wed Feb  3 03:33:52 2010	Jacksonville, FL	56	Cloudy	62	46
Wed Feb  3 03:33:53 2010	Dallas, TX	44	Mostly Cloudy	52	39
Wed Feb  3 03:33:54 2010	Seattle, WA	51	Fair	54	42
Wed Feb  3 03:33:54 2010	Houston, TX	55	Cloudy	58	48
Wed Feb  3 03:33:55 2010	Milwaukee, WI	31	Light Snow	31	23
Wed Feb  3 03:33:56 2010	Detroit, MI	27	Cloudy	30	25
Wed Feb  3 03:33:56 2010	Philadelphia, PA	34	Cloudy	37	29
Wed Feb  3 04:21:45 2010	Charlotte, NC	37	Fog	39	28
Wed Feb  3 04:21:45 2010	San Jose, CA	54	Cloudy	58	45
Wed Feb  3 04:21:46 2010	Denver, CO	37	Cloudy	47	31
Wed Feb  3 04:21:46 2010	San Diego, CA	55	Mostly Cloudy	63	47
Wed Feb  3 04:21:47 2010	Memphis, TN	36	Fair	47	28
Wed Feb  3 04:21:47 2010	Los Angeles, CA	58	Fair	62	47
Wed Feb  3 04:21:48 2010	New York, NY	30	Light Snow	34	29
Wed Feb  3 04:21:48 2010	El Paso, TX	53	Cloudy	62	43
Wed Feb  3 04:21:49 2010	Baltimore, MD	32	Snow	37	30
Wed Feb  3 04:21:49 2010	Las Vegas, NV	52	Partly Cloudy	60	40
Wed Feb  3 04:21:50 2010	Washington, DC	32	Light Snow	38	32
Wed Feb  3 04:21:50 2010	Austin, TX	52	Cloudy	52	46
Wed Feb  3 04:21:51 2010	Oklahoma City, OK	32	Fog	43	27
Wed Feb  3 04:21:51 2010	San Francisco, CA	55	Mostly Cloudy	56	50
Wed Feb  3 04:21:52 2010	Nashville, TN	40	Cloudy	44	27
Wed Feb  3 04:21:52 2010	Fort Worth, TX	43	Fair	50	37
Wed Feb  3 04:21:53 2010	Portland, OR	47	Light Rain	53	44
Wed Feb  3 04:21:53 2010	Phoenix, AZ	63	Mostly Cloudy	69	53
Wed Feb  3 04:21:54 2010	Chicago, IL	28	Light Snow	34	28
Wed Feb  3 04:21:54 2010	San Antonio, TX	52	Cloudy	54	51
Wed Feb  3 04:21:55 2010	Boston, MA	26	Mostly Cloudy	31	20
Wed Feb  3 04:21:55 2010	Indianapolis, IN	33	Cloudy	37	25
Wed Feb  3 04:21:56 2010	Columbus, OH	34	Cloudy	39	27
Wed Feb  3 04:21:56 2010	Jacksonville, FL	55	Cloudy	62	46
Wed Feb  3 04:21:57 2010	Dallas, TX	44	Partly Cloudy	52	39
Wed Feb  3 04:21:57 2010	Houston, TX	55	Cloudy	58	48
Wed Feb  3 04:21:58 2010	Milwaukee, WI	31	Light Snow	31	23
Wed Feb  3 04:21:58 2010	Seattle, WA	50	Mostly Cloudy	54	42
Wed Feb  3 04:21:59 2010	Detroit, MI	27	Light Snow	30	25
Wed Feb  3 04:21:59 2010	Philadelphia, PA	34	Light Snow	37	30
Wed Feb  3 05:05:17 2010	Charlotte, NC	37	Fog	39	28
Wed Feb  3 05:05:17 2010	San Jose, CA	54	Mostly Cloudy	58	45
Wed Feb  3 05:05:18 2010	San Diego, CA	55	Mostly Cloudy	63	47
Wed Feb  3 05:05:19 2010	Denver, CO	36	Cloudy	47	30
Wed Feb  3 05:05:19 2010	Memphis, TN	36	Fair	47	28
Wed Feb  3 05:05:20 2010	El Paso, TX	50	Cloudy	62	43
Wed Feb  3 05:05:20 2010	Los Angeles, CA	57	Fair	62	47
Wed Feb  3 05:05:21 2010	New York, NY	29	Light Snow	34	29
Wed Feb  3 05:05:22 2010	Baltimore, MD	32	Snow	37	30
Wed Feb  3 05:05:22 2010	Las Vegas, NV	52	Partly Cloudy	60	40
Wed Feb  3 05:05:23 2010	Washington, DC	33	Light Snow	38	32
Wed Feb  3 05:05:24 2010	Austin, TX	51	Partly Cloudy	52	46
Wed Feb  3 05:05:24 2010	San Francisco, CA	55	Mostly Cloudy	56	50
Wed Feb  3 05:05:25 2010	Oklahoma City, OK	32	Fog	43	28
Wed Feb  3 05:05:26 2010	Nashville, TN	39	Cloudy	44	27
Wed Feb  3 05:05:26 2010	Fort Worth, TX	38	Fair	50	37
Wed Feb  3 05:05:27 2010	Phoenix, AZ	62	Cloudy	69	53
Wed Feb  3 05:05:28 2010	Chicago, IL	27	Cloudy	34	28
Wed Feb  3 05:05:28 2010	Portland, OR	46	Cloudy	53	44
Wed Feb  3 05:05:29 2010	Indianapolis, IN	33	Cloudy	37	25
Wed Feb  3 05:05:29 2010	San Antonio, TX	51	Light Rain	54	51
Wed Feb  3 05:05:30 2010	Boston, MA	26	Cloudy	31	20
Wed Feb  3 05:05:31 2010	Columbus, OH	36	Cloudy	39	27
Wed Feb  3 05:05:31 2010	Jacksonville, FL	54	Cloudy	62	46
Wed Feb  3 05:05:32 2010	Dallas, TX	42	Partly Cloudy	52	39
Wed Feb  3 05:05:33 2010	Seattle, WA	49	Partly Cloudy	54	42
Wed Feb  3 05:05:33 2010	Houston, TX	54	Cloudy	58	48
Wed Feb  3 05:05:34 2010	Detroit, MI	27	Light Snow	30	25
Wed Feb  3 05:05:34 2010	Milwaukee, WI	31	Light Snow	31	23
Wed Feb  3 05:05:35 2010	Philadelphia, PA	32	Light Snow	37	30
Wed Feb  3 05:56:25 2010	San Jose, CA	54	Mostly Cloudy	58	45
Wed Feb  3 05:56:26 2010	Charlotte, NC	37	Fog	39	28
Wed Feb  3 05:56:26 2010	San Diego, CA	55	Mostly Cloudy	63	47
Wed Feb  3 05:56:27 2010	Denver, CO	36	Cloudy	47	30
Wed Feb  3 05:56:28 2010	Memphis, TN	36	Fair	47	28
Wed Feb  3 05:56:28 2010	Los Angeles, CA	57	Fair	62	47
Wed Feb  3 05:56:29 2010	New York, NY	28	Light Snow	34	29
Wed Feb  3 05:56:29 2010	El Paso, TX	50	Cloudy	62	43
Wed Feb  3 05:56:30 2010	Baltimore, MD	32	Light Snow	37	30
Wed Feb  3 05:56:30 2010	Las Vegas, NV	51	Mostly Cloudy	60	40
Wed Feb  3 05:56:31 2010	Washington, DC	32	Light Snow	38	31
Wed Feb  3 05:56:31 2010	Austin, TX	51	Partly Cloudy	52	46
Wed Feb  3 05:56:32 2010	Oklahoma City, OK	30	Fog	43	28
Wed Feb  3 05:56:32 2010	San Francisco, CA	55	Mostly Cloudy	56	50
Wed Feb  3 05:56:33 2010	Nashville, TN	39	Cloudy	44	27
Wed Feb  3 05:56:33 2010	Fort Worth, TX	38	Fair	50	37
Wed Feb  3 05:56:34 2010	Portland, OR	46	Cloudy	53	44
Wed Feb  3 05:56:34 2010	Phoenix, AZ	62	Cloudy	69	53
Wed Feb  3 05:56:35 2010	Chicago, IL	25	Haze	34	28
Wed Feb  3 05:56:35 2010	Indianapolis, IN	32	Cloudy	37	25
Wed Feb  3 05:56:35 2010	San Antonio, TX	52	Light Rain	54	50
Wed Feb  3 05:56:36 2010	Boston, MA	26	Cloudy	31	20
Wed Feb  3 05:56:36 2010	Jacksonville, FL	54	Cloudy	62	46
Wed Feb  3 05:56:37 2010	Columbus, OH	35	Cloudy	39	27
Wed Feb  3 05:56:37 2010	Dallas, TX	42	Partly Cloudy	52	39
Wed Feb  3 05:56:38 2010	Seattle, WA	49	Partly Cloudy	54	42
Wed Feb  3 05:56:38 2010	Houston, TX	54	Fair	58	48
Wed Feb  3 05:56:39 2010	Detroit, MI	27	Cloudy	30	25
Wed Feb  3 05:56:39 2010	Milwaukee, WI	30	Light Snow	31	23
Wed Feb  3 05:56:40 2010	Philadelphia, PA	32	Light Snow	37	30
