8	weather.msn.com											
(Timestamp)	(Location)	(Conditions)	(Temperature) (°F)	Feels like (°F)	Barometer (in)	Dewpoint (°)	Humidity (%)	Visibility (miles)	Precip last hr (in)	Precip last 24 hrs (in)	(Wind Speed)	Wind (mph)
Tue Feb  2 12:14:14 2010	Houston, TX (77003) 	Cloudy	48	48	30	46	93	4	NA	NA	8	NE
Tue Feb  2 12:14:15 2010	Seattle, WA (98104) 	Cloudy	45	45	29.9	43	93	10	0.01	0.02	7	SSE
Tue Feb  2 12:14:16 2010	Milwaukee, WI (53202) 	Short term forecastSnow	27	27	30.1	25	93	1	0.01	NA	0	
Tue Feb  2 12:14:17 2010	Detroit, MI (48226) 	Cloudy	23	19	30.2	18	80	8	NA	NA	3	SE
Tue Feb  2 12:14:18 2010	Philadelphia, PA (19107) 	Partly Cloudy	25	25	30.3	18	74	10	NA	NA	0	
Tue Feb  2 12:57:49 2010	San Jose, CA (95112) 	Partly Cloudy	48	48	29.9	43	81	10	NA	NA	3	E
Tue Feb  2 12:57:50 2010	Charlotte, NC (28202) 	Weather WarningsCloudy	37	30	30.1	25	60	10	0	NA	9	ENE
Tue Feb  2 12:57:51 2010	San Diego, CA (92102) 	Cloudy	57	57	29.9	48	72	7	NA	NA	0	
Tue Feb  2 12:57:52 2010	Denver, CO (80203) 	Mostly Sunny	23	12	30	9	54	Unlimited	NA	NA	10	S
Tue Feb  2 12:57:52 2010	Memphis, TN (38103) 	Partly Cloudy	36	32	30.1	32	87	10	NA	NA	5	W
Tue Feb  2 12:57:53 2010	Los Angeles, CA (90012) 	Fog	54	54	29.9	50	87	3	NA	NA	0	
Tue Feb  2 12:57:54 2010	New York, NY (10038) 	Clear	28	19	30.3	9	43	10	NA	NA	9	NNW
Tue Feb  2 12:57:54 2010	El Paso, TX (79901) 	Special weather statementMostly Cloudy	43	43	30	34	70	10	NA	NA	9	N
Tue Feb  2 12:57:55 2010	Baltimore, MD (21201) 	Cloudy	21	21	30.2	16	79	9	NA	NA	0	
Tue Feb  2 12:57:56 2010	Washington, DC (20001) 	Winter Weather AdvisoryCloudy	28	21	30.2	19	69	10	NA	NA	6	NE
Tue Feb  2 12:57:56 2010	Las Vegas, NV (89106) 	Clear	45	45	29.9	34	65	10	NA	NA	3	NNW
Tue Feb  2 12:57:57 2010	Austin, TX (78701) 	Short term forecastFog	45	45	30.1	43	93	2	NA	NA	3	NNE
Tue Feb  2 12:57:57 2010	San Francisco, CA (94109) 	Cloudy	50	50	29.9	45	81	10	NA	NA	9	E
Tue Feb  2 12:57:58 2010	Oklahoma City, OK (73102) 	Short term forecastFog	34	30	30.1	30	86	3	NA	NA	5	NW
Tue Feb  2 12:57:59 2010	Nashville, TN (37203) 	Weather WarningsFog	36	36	30.1	34	93	1	NA	NA	0	
Tue Feb  2 12:57:59 2010	Fort Worth, TX (76102) 	Cloudy	39	36	30.1	36	87	7	NA	NA	5	N
Tue Feb  2 12:58:00 2010	Phoenix, AZ (85004) 	Mostly Cloudy	54	54	29.9	43	66	10	NA	NA	0	
Tue Feb  2 12:58:01 2010	Chicago, IL (60610) 	Short term forecastSnow	28	21	30.1	25	86	3	0	NA	7	ESE
Tue Feb  2 12:58:01 2010	Portland, OR (97205) 	Cloudy	41	41	29.9	39	93	10	NA	NA	3	ESE
Tue Feb  2 12:58:02 2010	San Antonio, TX (78207) 	Short term forecastFog	48	48	30	48	100	2	NA	NA	9	NNE
Tue Feb  2 12:58:03 2010	Indianapolis, IN (46204) 	Short term forecastCloudy	32	27	30	25	74	10	NA	NA	6	E
Tue Feb  2 12:58:04 2010	Jacksonville, FL (32202) 	Short term forecastRain	59	59	NA	59	100	4	0.08	NA	3	WNW
Tue Feb  2 12:58:05 2010	Columbus, OH (43215) 	Short term forecastSnow	28	21	30.1	25	86	3	0	NA	6	ENE
Tue Feb  2 12:58:05 2010	Dallas, TX (75201) 	Cloudy	43	43	30.1	37	81	7	NA	NA	3	N
Tue Feb  2 12:58:06 2010	Houston, TX (77003) 	Cloudy	48	48	30	46	93	4	NA	NA	9	NNE
Tue Feb  2 12:58:07 2010	Milwaukee, WI (53202) 	Short term forecastSnow	28	28	30.1	27	93	1	0.01	NA	0	
Tue Feb  2 12:58:07 2010	Seattle, WA (98104) 	Cloudy	45	45	29.9	43	93	10	0.01	NA	7	SSE
Tue Feb  2 12:58:08 2010	Detroit, MI (48226) 	Cloudy	23	19	30.2	18	80	8	NA	NA	3	SE
Tue Feb  2 12:58:09 2010	Philadelphia, PA (19107) 	Partly Cloudy	25	25	30.3	18	74	10	NA	NA	0	
Tue Feb  2 13:41:12 2010	Charlotte, NC (28202) 	Weather WarningsRain	37	32	30.1	27	65	9	0	NA	6	NE
Tue Feb  2 13:41:12 2010	San Jose, CA (95112) 	Mostly Sunny	48	48	29.9	45	87	10	NA	NA	0	
Tue Feb  2 13:41:13 2010	San Diego, CA (92102) 	Haze	55	55	29.9	48	76	5	NA	NA	5	N
Tue Feb  2 13:41:14 2010	Denver, CO (80203) 	Mostly Sunny	25	14	30	12	58	Unlimited	NA	NA	11	S
Tue Feb  2 13:41:15 2010	Memphis, TN (38103) 	Mostly Cloudy	36	36	30.1	34	93	9	NA	NA	0	
Tue Feb  2 13:41:16 2010	El Paso, TX (79901) 	Special weather statementMostly Cloudy	41	41	30	34	75	10	NA	NA	8	N
Tue Feb  2 13:41:16 2010	Los Angeles, CA (90012) 	Haze	55	55	29.9	52	88	3	NA	NA	0	
Tue Feb  2 13:41:17 2010	New York, NY (10038) 	Clear	28	28	30.3	9	43	10	NA	NA	0	
Tue Feb  2 13:41:18 2010	Baltimore, MD (21201) 	Haze	27	27	30.2	21	80	6	NA	NA	0	
Tue Feb  2 13:41:18 2010	Las Vegas, NV (89106) 	Clear	45	45	29.9	34	65	10	NA	NA	5	NW
Tue Feb  2 13:41:19 2010	Washington, DC (20001) 	Winter Weather AdvisoryCloudy	28	28	30.2	21	74	10	NA	NA	0	
Tue Feb  2 13:41:19 2010	Austin, TX (78701) 	Short term forecastFog	45	45	30.1	43	93	2	NA	NA	0	
Tue Feb  2 13:41:20 2010	San Francisco, CA (94109) 	Clear	48	48	29.9	43	81	10	NA	NA	7	E
Tue Feb  2 13:41:21 2010	Oklahoma City, OK (73102) 	Short term forecastCloudy	34	27	30.2	28	80	9	NA	NA	8	NNW
Tue Feb  2 13:41:22 2010	Nashville, TN (37203) 	Short term forecastFog	34	30	30.1	34	100	1	NA	0.12	3	S
Tue Feb  2 13:41:22 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	39	39	30.2	36	87	8	NA	NA	0	
Tue Feb  2 13:41:23 2010	Phoenix, AZ (85004) 	Mostly Cloudy	52	52	29.9	41	66	10	NA	NA	0	
Tue Feb  2 13:41:24 2010	Chicago, IL (60610) 	Short term forecastSnow	28	19	30	25	86	2	0	0.05	9	ESE
Tue Feb  2 13:41:24 2010	Portland, OR (97205) 	Cloudy	41	41	29.9	39	93	10	NA	0.19	5	E
Tue Feb  2 13:41:25 2010	San Antonio, TX (78207) 	Short term forecastFog	48	48	30.1	48	100	2	NA	0.03	9	NNE
Tue Feb  2 13:41:26 2010	Indianapolis, IN (46204) 	Cloudy	30	25	30	25	80	9	NA	NA	5	E
Tue Feb  2 13:41:27 2010	Columbus, OH (43215) 	Short term forecastFog	28	25	30.1	25	86	3	0.01	0.02	3	ENE
Tue Feb  2 13:41:27 2010	Jacksonville, FL (32202) 	Short term forecastCloudy	59	59	29.9	59	100	8	NA	0.3	7	WNW
Tue Feb  2 13:41:28 2010	Dallas, TX (75201) 	Short term forecastCloudy	43	43	30.2	37	81	7	NA	NA	3	NNW
Tue Feb  2 13:41:28 2010	Houston, TX (77003) 	Cloudy	48	48	30.1	46	93	5	NA	NA	10	NE
Tue Feb  2 13:41:29 2010	Seattle, WA (98104) 	Cloudy	45	45	29.9	43	93	10	NA	0.08	7	SE
Tue Feb  2 13:41:30 2010	Milwaukee, WI (53202) 	Snow	28	28	30	27	93	3	0	0.07	0	
Tue Feb  2 13:41:31 2010	Detroit, MI (48226) 	Cloudy	25	21	30.2	18	74	9	NA	NA	3	E
Tue Feb  2 13:41:31 2010	Philadelphia, PA (19107) 	Mostly Cloudy	27	27	30.3	19	74	10	NA	NA	0	
Tue Feb  2 14:24:49 2010	San Jose, CA (95112) 	Mostly Cloudy	46	46	29.9	43	87	10	NA	NA	0	
Tue Feb  2 14:24:50 2010	Charlotte, NC (28202) 	Winter Weather AdvisoryRain	36	32	30.1	30	80	4	0.06	NA	5	N
Tue Feb  2 14:24:51 2010	Denver, CO (80203) 	Mostly Sunny	25	12	30	12	58	Unlimited	NA	NA	14	S
Tue Feb  2 14:24:51 2010	San Diego, CA (92102) 	Haze	54	54	29.9	48	82	5	NA	NA	3	N
Tue Feb  2 14:24:52 2010	Memphis, TN (38103) 	Cloudy	37	37	30.1	34	87	9	NA	NA	0	
Tue Feb  2 14:24:53 2010	Los Angeles, CA (90012) 	Haze	55	55	29.9	52	88	3	NA	NA	0	
Tue Feb  2 14:24:54 2010	El Paso, TX (79901) 	Special weather statementMostly Cloudy	41	41	30	30	65	10	NA	NA	10	N
Tue Feb  2 14:24:55 2010	Baltimore, MD (21201) 	Cloudy	28	25	30.3	23	80	7	NA	NA	3	ENE
Tue Feb  2 14:24:55 2010	New York, NY (10038) 	Clear	28	28	30.3	9	43	10	NA	NA	0	
Tue Feb  2 14:24:56 2010	Washington, DC (20001) 	Winter Weather AdvisoryCloudy	30	30	30.3	21	69	10	NA	NA	0	
Tue Feb  2 14:24:56 2010	Las Vegas, NV (89106) 	Mostly Sunny	45	45	29.9	34	65	10	NA	NA	3	N
Tue Feb  2 14:24:57 2010	Austin, TX (78701) 	Fog	45	45	30.1	45	100	2	NA	NA	0	
Tue Feb  2 14:24:58 2010	Oklahoma City, OK (73102) 	Short term forecastCloudy	34	28	30.2	28	80	9	NA	NA	7	NNW
Tue Feb  2 14:24:58 2010	San Francisco, CA (94109) 	Partly Cloudy	48	48	29.9	43	81	10	NA	NA	8	E
Tue Feb  2 14:24:59 2010	Nashville, TN (37203) 	Fog	36	36	30.1	36	100	1	0	0.12	0	
Tue Feb  2 14:25:00 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	39	36	30.2	36	87	9	NA	NA	5	N
Tue Feb  2 14:25:00 2010	Phoenix, AZ (85004) 	Partly Cloudy	52	52	29.9	45	76	10	NA	NA	3	ESE
Tue Feb  2 14:25:01 2010	Portland, OR (97205) 	Mostly Cloudy	39	36	29.9	37	93	10	NA	0.19	6	ESE
Tue Feb  2 14:25:02 2010	Chicago, IL (60610) 	Snow	28	21	30	27	93	2	0	0.05	6	ESE
Tue Feb  2 14:25:02 2010	San Antonio, TX (78207) 	Fog	48	48	30.1	48	100	1	NA	0.03	7	NE
Tue Feb  2 14:25:03 2010	Indianapolis, IN (46204) 	Mostly Cloudy	30	27	30	25	80	10	NA	NA	3	E
Tue Feb  2 14:25:04 2010	Columbus, OH (43215) 	Short term forecastCloudy	28	28	30.1	25	86	8	NA	0.02	0	
Tue Feb  2 14:25:04 2010	Jacksonville, FL (32202) 	Rain	57	57	29.9	57	100	4	0.01	0.3	6	WNW
Tue Feb  2 14:25:05 2010	Dallas, TX (75201) 	Short term forecastCloudy	43	43	30.2	36	75	7	NA	NA	8	N
Tue Feb  2 14:25:05 2010	Houston, TX (77003) 	Cloudy	48	48	30.1	45	87	5	NA	NA	10	NNE
Tue Feb  2 14:25:06 2010	Seattle, WA (98104) 	Mostly Cloudy	43	43	29.9	39	87	10	NA	0.08	6	SE
Tue Feb  2 14:25:07 2010	Milwaukee, WI (53202) 	Short term forecastSnow	28	28	30	27	93	2	0	0.07	0	
Tue Feb  2 14:25:08 2010	Detroit, MI (48226) 	Cloudy	25	19	30.2	18	74	10	NA	NA	5	ESE
Tue Feb  2 14:25:08 2010	Philadelphia, PA (19107) 	Cloudy	27	21	30.3	19	74	7	NA	NA	5	ENE
Tue Feb  2 15:09:14 2010	San Jose, CA (95112) 	Mostly Cloudy	46	46	29.9	43	87	10	NA	NA	0	
Tue Feb  2 15:09:15 2010	Charlotte, NC (28202) 	Weather WarningsRain	34	27	30.1	30	86	3	4.72	NA	9	N
Tue Feb  2 15:09:16 2010	Denver, CO (80203) 	Mostly Sunny	25	14	30	12	58	Unlimited	NA	NA	13	S
Tue Feb  2 15:09:16 2010	San Diego, CA (92102) 	Haze	54	54	29.9	48	82	5	NA	NA	0	
Tue Feb  2 15:09:17 2010	Memphis, TN (38103) 	Mostly Cloudy	39	39	30.1	34	81	9	NA	NA	0	
Tue Feb  2 15:09:18 2010	El Paso, TX (79901) 	Special weather statementMostly Cloudy	41	41	30	30	65	10	NA	NA	10	N
Tue Feb  2 15:09:18 2010	Los Angeles, CA (90012) 	Haze	55	55	29.9	50	82	3	NA	NA	0	
Tue Feb  2 15:09:19 2010	New York, NY (10038) 	Mostly Cloudy	28	25	30.3	10	46	10	NA	NA	3	
Tue Feb  2 15:09:20 2010	Baltimore, MD (21201) 	Haze	28	23	30.2	25	86	6	NA	NA	5	ENE
Tue Feb  2 15:09:21 2010	Las Vegas, NV (89106) 	Cloudy	45	45	29.9	34	65	10	NA	NA	3	WNW
Tue Feb  2 15:09:22 2010	Washington, DC (20001) 	Winter Weather AdvisoryCloudy	30	25	30.3	25	80	10	NA	NA	6	ENE
Tue Feb  2 15:09:22 2010	Austin, TX (78701) 	Short term forecastFog	46	46	30.2	45	93	3	NA	NA	0	
Tue Feb  2 15:09:23 2010	San Francisco, CA (94109) 	Mostly Sunny	46	46	29.9	41	81	10	NA	NA	0	
Tue Feb  2 15:09:24 2010	Oklahoma City, OK (73102) 	Short term forecastCloudy	34	27	30.2	28	80	8	NA	NA	8	NNW
Tue Feb  2 15:09:24 2010	Nashville, TN (37203) 	Short term forecastFog	36	36	30.1	36	100	1	0	0.12	0	
Tue Feb  2 15:09:25 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	41	41	30.2	36	81	10	NA	NA	8	NNE
Tue Feb  2 15:09:26 2010	Portland, OR (97205) 	Mostly Cloudy	39	39	29.9	39	100	10	NA	0.19	0	
Tue Feb  2 15:09:26 2010	Phoenix, AZ (85004) 	Mostly Cloudy	54	54	29.9	39	58	10	NA	NA	0	
Tue Feb  2 15:09:27 2010	Chicago, IL (60610) 	Snow	28	21	30	27	93	1	0	0.05	7	ESE
Tue Feb  2 15:09:28 2010	San Antonio, TX (78207) 	Short term forecastFog	48	48	30.1	48	100	1	NA	0.03	8	NE
Tue Feb  2 15:09:29 2010	Indianapolis, IN (46204) 	Mostly Cloudy	32	27	30.1	25	74	10	NA	NA	6	E
Tue Feb  2 15:09:30 2010	Jacksonville, FL (32202) 	Short term forecastCloudy	57	57	30	57	100	9	0	0.3	3	WNW
Tue Feb  2 15:09:31 2010	Columbus, OH (43215) 	Short term forecastCloudy	30	23	30.1	23	74	10	NA	0.02	7	E
Tue Feb  2 15:09:32 2010	Dallas, TX (75201) 	Short term forecastCloudy	43	43	30.2	36	75	9	NA	NA	9	N
Tue Feb  2 15:09:32 2010	Houston, TX (77003) 	Cloudy	48	48	30.1	45	87	4	NA	NA	7	NNE
Tue Feb  2 15:09:33 2010	Seattle, WA (98104) 	Mostly Cloudy	43	43	29.9	41	93	10	NA	0.08	6	SE
Tue Feb  2 15:09:34 2010	Milwaukee, WI (53202) 	Short term forecastSnow	28	28	30	27	93	2	0	0.07	0	
Tue Feb  2 15:09:35 2010	Detroit, MI (48226) 	Fog	25	18	30.2	19	80	4	0	NA	7	ESE
Tue Feb  2 15:09:36 2010	Philadelphia, PA (19107) 	Cloudy	30	21	30.3	18	59	9	NA	NA	10	ENE
Tue Feb  2 15:55:36 2010	Charlotte, NC (28202) 	Short term forecastRain	34	27	30.1	30	86	3	0.12	NA	9	N
Tue Feb  2 15:55:36 2010	San Jose, CA (95112) 	Mostly Cloudy	46	46	29.9	43	87	10	NA	NA	0	
Tue Feb  2 15:55:37 2010	San Diego, CA (92102) 	Haze	54	54	29.9	48	82	5	NA	NA	0	
Tue Feb  2 15:55:38 2010	Denver, CO (80203) 	Mostly Sunny	25	14	30	12	58	Unlimited	NA	NA	13	S
Tue Feb  2 15:55:38 2010	Memphis, TN (38103) 	Mostly Cloudy	39	39	30.1	34	81	9	NA	NA	0	
Tue Feb  2 15:55:39 2010	El Paso, TX (79901) 	Special weather statementMostly Cloudy	41	41	30	30	65	10	NA	NA	10	N
Tue Feb  2 15:55:39 2010	Los Angeles, CA (90012) 	Haze	55	55	29.9	50	82	3	NA	NA	0	
Tue Feb  2 15:55:40 2010	New York, NY (10038) 	Mostly Cloudy	28	25	30.3	10	46	10	NA	NA	3	
Tue Feb  2 15:55:41 2010	Baltimore, MD (21201) 	Haze	28	23	30.2	25	86	6	NA	NA	5	ENE
Tue Feb  2 15:55:41 2010	Las Vegas, NV (89106) 	Cloudy	45	45	29.9	34	65	10	NA	NA	3	WNW
Tue Feb  2 15:55:42 2010	Washington, DC (20001) 	Winter Weather AdvisoryCloudy	30	25	30.3	25	80	10	NA	NA	6	ENE
Tue Feb  2 15:55:42 2010	Austin, TX (78701) 	Short term forecastFog	46	46	30.2	45	93	2	NA	NA	0	
Tue Feb  2 15:55:43 2010	San Francisco, CA (94109) 	Mostly Sunny	46	46	29.9	41	81	10	NA	NA	0	
Tue Feb  2 15:55:44 2010	Oklahoma City, OK (73102) 	Short term forecastCloudy	34	27	30.2	28	80	8	NA	NA	8	NNW
Tue Feb  2 15:55:44 2010	Nashville, TN (37203) 	Short term forecastFog	36	36	30.1	36	100	1	0	0.12	0	
Tue Feb  2 15:55:45 2010	Fort Worth, TX (76102) 	Cloudy	41	41	30.2	36	81	10	NA	NA	8	NNE
Tue Feb  2 15:55:45 2010	Phoenix, AZ (85004) 	Mostly Cloudy	54	54	29.9	39	58	10	NA	NA	0	
Tue Feb  2 15:55:46 2010	Portland, OR (97205) 	Mostly Cloudy	39	39	29.9	39	100	10	NA	0.19	0	
Tue Feb  2 15:55:47 2010	Chicago, IL (60610) 	Snow	28	21	30	25	86	1	0	0.05	8	ESE
Tue Feb  2 15:55:47 2010	San Antonio, TX (78207) 	Short term forecastFog	48	48	30.1	48	100	1	NA	0.03	8	NE
Tue Feb  2 15:55:48 2010	Indianapolis, IN (46204) 	Mostly Cloudy	32	27	30	25	74	10	NA	NA	6	E
Tue Feb  2 15:55:49 2010	Columbus, OH (43215) 	Short term forecastCloudy	30	23	30.1	23	74	10	NA	0.02	7	E
Tue Feb  2 15:55:49 2010	Jacksonville, FL (32202) 	Cloudy	57	57	30	57	100	9	0	0.3	3	WNW
Tue Feb  2 15:55:50 2010	Dallas, TX (75201) 	Cloudy	43	43	30.2	36	75	9	NA	NA	9	N
Tue Feb  2 15:55:50 2010	Houston, TX (77003) 	Cloudy	48	48	30.1	45	87	5	NA	NA	7	NNE
Tue Feb  2 15:55:51 2010	Seattle, WA (98104) 	Mostly Cloudy	43	43	29.9	41	93	10	NA	0.08	6	SE
Tue Feb  2 15:55:52 2010	Milwaukee, WI (53202) 	Snow	28	28	30	27	93	2	0	0.07	0	
Tue Feb  2 15:55:53 2010	Detroit, MI (48226) 	Fog	25	18	30.2	19	80	4	0	NA	7	ESE
Tue Feb  2 15:55:53 2010	Philadelphia, PA (19107) 	Cloudy	30	21	30.3	16	55	9	NA	NA	10	ENE
Tue Feb  2 16:48:08 2010	San Jose, CA (95112) 	Mostly Cloudy	46	46	29.9	43	87	10	NA	NA	0	
Tue Feb  2 16:48:09 2010	Charlotte, NC (28202) 	Short term forecastRain	34	27	30.1	32	93	2	0.04	NA	9	N
Tue Feb  2 16:48:09 2010	San Diego, CA (92102) 	Haze	54	54	29.9	48	82	4	NA	NA	3	NE
Tue Feb  2 16:48:10 2010	Denver, CO (80203) 	Mostly Sunny	27	16	30	12	54	Unlimited	NA	NA	14	S
Tue Feb  2 16:48:11 2010	Memphis, TN (38103) 	Cloudy	39	36	30.1	34	81	8	NA	NA	5	W
Tue Feb  2 16:48:11 2010	Los Angeles, CA (90012) 	Haze	55	55	29.9	50	82	2	NA	NA	0	
Tue Feb  2 16:48:12 2010	New York, NY (10038) 	Clear	28	28	30.3	10	46	10	NA	NA	0	
Tue Feb  2 16:48:12 2010	El Paso, TX (79901) 	Special weather statementPartly Cloudy	45	45	30	28	53	10	NA	NA	10	N
Tue Feb  2 16:48:13 2010	Baltimore, MD (21201) 	Winter Weather AdvisoryHaze	30	23	30.2	27	86	6	NA	NA	8	ENE
Tue Feb  2 16:48:14 2010	Washington, DC (20001) 	Winter Weather AdvisoryCloudy	34	30	30.2	25	69	9	NA	NA	5	NNE
Tue Feb  2 16:48:14 2010	Las Vegas, NV (89106) 	Mostly Sunny	43	43	29.9	34	70	10	NA	NA	3	WNW
Tue Feb  2 16:48:15 2010	San Francisco, CA (94109) 	Mostly Cloudy	46	46	29.9	41	81	10	NA	NA	6	ENE
Tue Feb  2 16:48:15 2010	Austin, TX (78701) 	Short term forecastFog	46	46	30.2	45	93	3	NA	NA	6	NNE
Tue Feb  2 16:48:16 2010	Oklahoma City, OK (73102) 	Short term forecastCloudy	34	28	30.2	28	80	7	NA	NA	6	NNW
Tue Feb  2 16:48:17 2010	Nashville, TN (37203) 	Fog	37	37	30.1	37	100	0	0	0.12	0	
Tue Feb  2 16:48:17 2010	Fort Worth, TX (76102) 	Cloudy	41	41	30.2	36	81	10	NA	NA	8	NNE
Tue Feb  2 16:48:18 2010	Portland, OR (97205) 	Mostly Cloudy	39	39	29.9	39	100	10	NA	0.19	0	
Tue Feb  2 16:48:18 2010	Phoenix, AZ (85004) 	Mostly Cloudy	54	54	29.9	39	58	10	NA	NA	6	ESE
Tue Feb  2 16:48:19 2010	Chicago, IL (60610) 	Snow	28	23	30	25	86	1	0	0.05	5	SE
Tue Feb  2 16:48:20 2010	Indianapolis, IN (46204) 	Mostly Cloudy	34	28	30	23	64	10	NA	NA	6	SE
Tue Feb  2 16:48:20 2010	San Antonio, TX (78207) 	Short term forecastFog	48	48	30.1	48	100	2	NA	0.03	9	NE
Tue Feb  2 16:48:21 2010	Jacksonville, FL (32202) 	Rain	57	57	30	57	100	3	0.01	0.3	5	NW
Tue Feb  2 16:48:22 2010	Columbus, OH (43215) 	Short term forecastCloudy	32	28	30.1	21	64	10	NA	0.02	3	ESE
Tue Feb  2 16:48:22 2010	Dallas, TX (75201) 	Cloudy	43	43	30.2	34	70	10	NA	NA	9	N
Tue Feb  2 16:48:23 2010	Seattle, WA (98104) 	Mostly Cloudy	43	43	29.9	39	87	10	NA	0.08	5	SE
Tue Feb  2 16:48:23 2010	Houston, TX (77003) 	Cloudy	48	48	30.1	45	87	5	NA	NA	8	N
Tue Feb  2 16:48:24 2010	Milwaukee, WI (53202) 	Short term forecastSnow	30	25	30	27	86	1	0.01	0.07	6	S
Tue Feb  2 16:48:25 2010	Detroit, MI (48226) 	Snow	25	18	30.1	21	86	3	0	NA	7	SE
Tue Feb  2 16:48:25 2010	Philadelphia, PA (19107) 	Cloudy	30	23	30.3	14	51	10	NA	NA	8	ENE
Tue Feb  2 17:36:39 2010	San Jose, CA (95112) 	Mostly Cloudy	48	48	29.9	45	87	10	NA	NA	0	
Tue Feb  2 17:36:40 2010	Charlotte, NC (28202) 	Short term forecastRain	36	28	30.1	34	93	1	0.02	NA	11	N
Tue Feb  2 17:36:40 2010	San Diego, CA (92102) 	Haze	54	54	29.9	48	82	5	NA	NA	0	
Tue Feb  2 17:36:43 2010	Denver, CO (80203) 	Mostly Sunny	32	21	30	10	40	Unlimited	NA	NA	16	SSW
Tue Feb  2 17:36:43 2010	Memphis, TN (38103) 	Cloudy	41	41	30.1	34	75	9	NA	NA	3	W
Tue Feb  2 17:36:44 2010	El Paso, TX (79901) 	Special weather statementPartly Cloudy	48	48	30	28	46	10	NA	NA	10	N
Tue Feb  2 17:36:44 2010	Los Angeles, CA (90012) 	Haze	55	55	29.9	50	82	2	NA	NA	3	NNE
Tue Feb  2 17:36:46 2010	New York, NY (10038) 	Mostly Cloudy	30	21	30.3	10	43	10	NA	NA	9	ESE
Tue Feb  2 17:36:46 2010	Baltimore, MD (21201) 	Winter Weather AdvisoryCloudy	34	27	30.2	27	75	8	NA	NA	8	ENE
Tue Feb  2 17:36:47 2010	Washington, DC (20001) 	Winter Weather AdvisoryCloudy	36	36	30.2	23	60	10	NA	NA	0	
Tue Feb  2 17:36:47 2010	Las Vegas, NV (89106) 	Mostly Sunny	45	45	29.9	34	65	10	NA	NA	3	N
Tue Feb  2 17:36:48 2010	Austin, TX (78701) 	Fog	48	48	30.2	45	87	3	NA	NA	0	
Tue Feb  2 17:36:49 2010	Oklahoma City, OK (73102) 	Cloudy	34	34	30.2	28	80	7	NA	NA	0	
Tue Feb  2 17:36:49 2010	San Francisco, CA (94109) 	Mostly Cloudy	46	46	29.9	43	87	10	NA	NA	3	ENE
Tue Feb  2 17:36:50 2010	Nashville, TN (37203) 	Fog	37	37	30.1	37	100	0	0	0.12	0	
Tue Feb  2 17:36:51 2010	Fort Worth, TX (76102) 	Cloudy	43	43	30.2	34	70	10	NA	NA	11	N
Tue Feb  2 17:36:51 2010	Phoenix, AZ (85004) 	Cloudy	55	55	29.9	39	54	10	NA	NA	6	E
Tue Feb  2 17:36:52 2010	Portland, OR (97205) 	Mostly Cloudy	39	39	29.9	39	100	10	NA	0.19	0	
Tue Feb  2 17:36:53 2010	Chicago, IL (60610) 	Snow	28	23	30	27	93	1	0	0.05	5	S
Tue Feb  2 17:36:54 2010	San Antonio, TX (78207) 	Fog	48	48	30.2	48	100	2	NA	0.03	9	NE
Tue Feb  2 17:36:55 2010	Indianapolis, IN (46204) 	Mostly Cloudy	36	30	30	21	55	10	NA	NA	6	SSE
Tue Feb  2 17:36:55 2010	Jacksonville, FL (32202) 	Rain	57	57	30	57	100	3	0.01	0.3	9	NW
Tue Feb  2 17:36:56 2010	Columbus, OH (43215) 	Short term forecastCloudy	34	30	30.1	21	60	10	NA	0.02	3	
Tue Feb  2 17:36:56 2010	Dallas, TX (75201) 	Cloudy	43	43	30.2	34	70	10	NA	NA	8	N
Tue Feb  2 17:36:57 2010	Houston, TX (77003) 	Cloudy	50	50	30.1	45	81	6	NA	NA	9	ENE
Tue Feb  2 17:36:58 2010	Seattle, WA (98104) 	Partly Cloudy	39	39	29.9	37	93	10	NA	0.08	0	
Tue Feb  2 17:36:59 2010	Milwaukee, WI (53202) 	Short term forecastSnow	30	23	30	27	86	1	0.01	0.07	7	S
Tue Feb  2 17:37:00 2010	Detroit, MI (48226) 	Snow	27	19	30.1	21	80	2	0	NA	7	ESE
Tue Feb  2 17:37:00 2010	Philadelphia, PA (19107) 	Winter Weather AdvisoryCloudy	34	27	30.3	14	44	10	NA	NA	10	E
Tue Feb  2 18:21:03 2010	Charlotte, NC (28202) 	Short term forecastRain	36	28	30.1	34	93	2	0.04	NA	10	NNE
Tue Feb  2 18:21:03 2010	San Jose, CA (95112) 	Short term forecastMostly Cloudy	48	48	29.9	45	87	9	NA	NA	0	
Tue Feb  2 18:21:05 2010	San Diego, CA (92102) 	Haze	55	55	29.9	48	76	5	NA	NA	0	
Tue Feb  2 18:21:06 2010	Denver, CO (80203) 	Partly Cloudy	37	30	30	10	32	Unlimited	NA	NA	11	SSW
Tue Feb  2 18:21:07 2010	Memphis, TN (38103) 	Cloudy	45	45	30.2	36	70	10	NA	NA	7	NW
Tue Feb  2 18:21:07 2010	Los Angeles, CA (90012) 	Haze	57	57	29.9	50	77	2	NA	NA	0	
Tue Feb  2 18:21:08 2010	El Paso, TX (79901) 	Special weather statementPartly Cloudy	52	52	30	30	43	10	NA	NA	6	N
