13	www.accuweather.com									
(Timestamp)	(Location)	(Temperature) (°F)	RealFeel® (°F)	Winds	at (mph)	(Condition)	Humidity (%)	Dew Point (° F)	Pressure (in)	Visibility (Miles)
Wed Feb  3 08:21:33 2010	El Paso  79901 	47	40	NE	10	Cloudy 	70	38	29.74	10
Wed Feb  3 08:21:36 2010	New York  10001 	28	24	NNE	5	Lgt.Snow/Fog 	92	27	30.08	2
Wed Feb  3 08:21:39 2010	Baltimore  21201 	30	33	CLM	3	Lgt.Snow/Fog 	100	30	30.03	1
Wed Feb  3 08:21:41 2010	Las Vegas  89101 	49	52	CLM	0	Cloudy 	58	35	29.78	10
Wed Feb  3 08:21:44 2010	Washington  20001 	32	24	NNE	7	Lgt.Snow/Fog 	86	28	30.05	2
Wed Feb  3 08:21:47 2010	Austin  73301 	50	41	NNE	9	Light Rain 	83	45	30.13	8
Wed Feb  3 08:21:49 2010	San Francisco  94101 	53	56	CLM	0	Partly Cloudy 	89	50	29.86	10
Wed Feb  3 08:21:52 2010	Oklahoma City  73101 	30	22	S	7	Dense Fog 	92	28	30.22	0
Wed Feb  3 08:21:54 2010	Nashville  37201 	37	30	NW	8	Cloudy 	69	28	30.21	10
Wed Feb  3 08:21:56 2010	Fort Worth  76101 	40	37	NE	6	Cloudy 	79	34	30.18	10
Wed Feb  3 08:21:59 2010	Phoenix  85001 	59	59	WSW	3	Cloudy 	59	45	29.66	10
Wed Feb  3 08:22:01 2010	Portland  97201 	43	38	E	7	Mostly Cloudy 	88	40	29.74	10
Wed Feb  3 08:22:04 2010	Chicago  60601 	24	11	W	12	Cloudy 	84	20	30.13	4
Wed Feb  3 08:22:06 2010	San Antonio  78201 	50	41	E	9	Rain 	92	48	30.05	3
Wed Feb  3 08:22:09 2010	Indianapolis  46201 	32	26	W	7	Cloudy 	81	27	30.12	9
Wed Feb  3 08:22:12 2010	Boston  02101 	27	27	S	3	Cloudy 	66	17	30.12	10
Wed Feb  3 08:22:14 2010	Jacksonville  32099 	50	44	NNW	9	Cloudy 	81	45	30.09	10
Wed Feb  3 08:22:17 2010	Columbus  43085 	34	27	W	8	Cloudy 	72	26	30.06	8
Wed Feb  3 08:22:19 2010	Dallas  75201 	40	44	CLM	0	Cloudy 	79	34	30.22	10
Wed Feb  3 08:22:22 2010	Houston  77001 	51	48	NE	6	Cloudy 	85	47	30.15	9
Wed Feb  3 08:22:24 2010	Seattle  98101 	46	42	E	7	Partly Cloudy 	62	34	29.78	10
Wed Feb  3 08:22:27 2010	Milwaukee  53201 	30	24	NW	7	Cloudy 	85	26	30.09	5
Wed Feb  3 08:22:29 2010	Detroit  48201 	27	31	CLM	0	Lgt.Snow/Fog 	92	25	30.05	2
Wed Feb  3 08:22:31 2010	Philadelphia  19019 	30	26	NNE	5	Light Snow 	92	28	30.06	3
Wed Feb  3 09:07:54 2010	San Jose  95101 	50	50	ESE	3	Partly Cloudy 	92	48	29.84	9
Wed Feb  3 09:07:56 2010	Charlotte  28201 	37	31	NNW	6	Light Fog 	93	36	30.05	1
Wed Feb  3 09:07:59 2010	San Diego  92101 	58	58	N	3	Cloudy 	77	51	29.81	8
Wed Feb  3 09:08:01 2010	Denver  80214 	30	32	N	2	Partly Cloudy 	52	14	29.92	6
Wed Feb  3 09:08:03 2010	Memphis  37501 	33	33	NNE	3	Clear 	78	27	30.25	10
Wed Feb  3 09:08:05 2010	Los Angeles  90001 	55	57	CLM	0	Mostly Cloudy 	86	51	29.79	8
Wed Feb  3 09:08:07 2010	El Paso  79901 	47	40	NE	10	Cloudy 	70	38	29.74	10
Wed Feb  3 09:08:10 2010	New York  10001 	28	20	NE	7	Lgt.Snow/Fog 	92	27	30.07	3
Wed Feb  3 09:08:12 2010	Baltimore  21201 	31	29	N	3	Lgt.Snow/Fog 	92	29	30.04	1
Wed Feb  3 09:08:14 2010	Las Vegas  89101 	49	52	CLM	0	Cloudy 	58	35	29.78	10
Wed Feb  3 09:08:16 2010	Washington  20001 	34	27	NNE	7	Lgt.Snow/Fog 	80	28	30.06	2
Wed Feb  3 09:08:19 2010	Austin  73301 	49	45	N	7	Cloudy 	89	46	30.12	8
Wed Feb  3 09:08:21 2010	San Francisco  94101 	51	54	CLM	0	Mostly Cloudy 	85	47	29.85	10
Wed Feb  3 09:08:23 2010	Oklahoma City  73101 	30	22	S	7	Dense Fog 	92	28	30.22	0
Wed Feb  3 09:08:25 2010	Nashville  37201 	37	30	N	8	Cloudy 	72	29	30.22	10
Wed Feb  3 09:08:27 2010	Fort Worth  76101 	38	33	NE	7	Cloudy 	82	33	30.19	10
Wed Feb  3 09:08:30 2010	Phoenix  85001 	59	59	WSW	3	Cloudy 	59	45	29.66	10
Wed Feb  3 09:08:32 2010	Portland  97201 	43	38	E	7	Mostly Cloudy 	88	40	29.74	10
Wed Feb  3 09:08:34 2010	Chicago  60601 	24	11	W	12	Cloudy 	84	20	30.13	4
Wed Feb  3 09:08:36 2010	San Antonio  78201 	50	42	ENE	8	Rain 	93	48	30.05	4
Wed Feb  3 09:08:39 2010	Indianapolis  46201 	32	22	W	8	Rain/Snow 	80	27	30.12	7
Wed Feb  3 09:08:41 2010	Boston  02101 	27	31	CLM	0	Light Snow 	68	18	30.12	3
Wed Feb  3 09:08:43 2010	Jacksonville  32099 	50	44	NW	10	Cloudy 	81	45	30.08	10
Wed Feb  3 09:08:45 2010	Columbus  43085 	34	27	W	8	Cloudy 	72	26	30.06	8
Wed Feb  3 09:08:49 2010	Dallas  75201 	37	37	NNE	3	Mostly Cloudy 	85	33	30.20	10
Wed Feb  3 09:08:51 2010	Houston  77001 	50	47	ENE	6	Cloudy 	86	46	30.15	9
Wed Feb  3 09:08:54 2010	Seattle  98101 	46	42	E	7	Partly Cloudy 	62	34	29.78	10
Wed Feb  3 09:08:56 2010	Milwaukee  53201 	30	24	NW	7	Cloudy 	85	26	30.09	5
Wed Feb  3 09:08:58 2010	Detroit  48201 	27	25	N	3	Lgt.Snow/Fog 	92	25	30.04	2
Wed Feb  3 09:09:00 2010	Philadelphia  19019 	31	29	NNE	3	Light Snow 	92	29	30.06	3
Wed Feb  3 09:51:35 2010	San Jose  95101 	48	51	CLM	0	Partly Cloudy 	92	46	29.85	9
Wed Feb  3 09:51:38 2010	Charlotte  28201 	36	39	CLM	0	Foggy 	100	36	30.06	1
Wed Feb  3 09:51:40 2010	San Diego  92101 	57	57	N	3	Cloudy 	80	51	29.80	7
Wed Feb  3 09:51:42 2010	Denver  80214 	29	30	NW	4	Partly Cloudy 	51	13	29.89	4
Wed Feb  3 09:51:44 2010	Memphis  37501 	30	35	CLM	0	Clear 	85	26	30.25	9
Wed Feb  3 09:51:46 2010	Los Angeles  90001 	56	58	CLM	0	Cloudy 	83	51	29.78	7
Wed Feb  3 09:51:48 2010	El Paso  79901 	46	40	N	9	Cloudy 	73	38	29.75	10
Wed Feb  3 09:51:51 2010	New York  10001 	28	20	ENE	8	Cloudy 	92	27	30.06	8
Wed Feb  3 09:51:53 2010	Baltimore  21201 	30	33	CLM	0	Lgt.Snow/Fog 	95	29	30.04	2
Wed Feb  3 09:51:55 2010	Las Vegas  89101 	48	48	WSW	3	Cloudy 	60	35	29.76	10
Wed Feb  3 09:51:57 2010	Washington  20001 	34	32	NE	3	Lgt.Snow/Fog 	86	30	30.05	3
Wed Feb  3 09:52:00 2010	Austin  73301 	49	44	NE	8	Cloudy 	89	46	30.08	6
Wed Feb  3 09:52:02 2010	San Francisco  94101 	51	54	CLM	0	Partly Cloudy 	85	47	29.85	10
Wed Feb  3 09:52:04 2010	Oklahoma City  73101 	30	26	S	5	Dense Fog 	92	28	30.18	0
Wed Feb  3 09:52:06 2010	Nashville  37201 	36	28	NW	9	Cloudy 	64	25	30.25	10
Wed Feb  3 09:52:09 2010	Fort Worth  76101 	38	36	E	5	Clear 	82	33	30.17	10
Wed Feb  3 09:52:11 2010	Phoenix  85001 	57	56	WSW	5	Cloudy 	63	45	29.65	10
Wed Feb  3 09:52:13 2010	Portland  97201 	43	47	CLM	0	Cloudy 	88	40	29.74	10
Wed Feb  3 09:52:15 2010	Chicago  60601 	25	17	WSW	8	Cloudy 	81	20	30.16	4
Wed Feb  3 09:52:18 2010	San Antonio  78201 	50	41	ENE	10	Rain 	92	48	30.02	3
Wed Feb  3 09:52:20 2010	Indianapolis  46201 	32	23	W	7	Rain/Snow 	85	28	30.15	5
Wed Feb  3 09:52:22 2010	Boston  02101 	27	31	CLM	0	Light Snow 	74	19	30.11	3
Wed Feb  3 09:52:24 2010	Jacksonville  32099 	50	44	NW	9	Cloudy 	81	45	30.08	10
Wed Feb  3 09:52:26 2010	Columbus  43085 	34	24	W	9	Light Snow 	74	27	30.06	6
Wed Feb  3 09:52:28 2010	Dallas  75201 	37	30	NE	8	Partly Cloudy 	88	34	30.16	10
Wed Feb  3 09:52:31 2010	Houston  77001 	50	47	ENE	6	Cloudy 	86	46	30.13	9
Wed Feb  3 09:52:34 2010	Seattle  98101 	46	42	E	7	Mostly Cloudy 	62	34	29.78	10
Wed Feb  3 09:52:36 2010	Milwaukee  53201 	29	21	NW	8	Cloudy 	81	24	30.12	4
Wed Feb  3 09:52:38 2010	Detroit  48201 	26	24	SSW	3	Lgt.Snow/Fog 	92	24	30.07	2
Wed Feb  3 09:52:42 2010	Philadelphia  19019 	30	33	CLM	0	Light Snow 	100	30	30.05	2
Wed Feb  3 10:35:15 2010	San Jose  95101 	47	50	CLM	0	Clear 	92	45	29.85	10
Wed Feb  3 10:35:18 2010	Charlotte  28201 	36	32	NNW	5	Foggy 	96	35	30.07	1
Wed Feb  3 10:35:21 2010	San Diego  92101 	56	58	CLM	0	Partly Cloudy 	80	50	29.78	6
Wed Feb  3 10:35:24 2010	Denver  80214 	27	30	SW	5	Partly Cloudy 	58	14	29.89	6
Wed Feb  3 10:35:27 2010	Memphis  37501 	29	29	SSW	3	Clear 	85	25	30.26	9
Wed Feb  3 10:35:30 2010	Los Angeles  90001 	56	58	CLM	0	Partly Cloudy 	80	50	29.78	7
Wed Feb  3 10:35:33 2010	El Paso  79901 	45	41	ENE	5	Light Rain 	79	39	29.73	8
Wed Feb  3 10:35:36 2010	New York  10001 	28	22	NE	6	Lgt.Snow/Fog 	92	27	30.06	2
Wed Feb  3 10:35:41 2010	Baltimore  21201 	30	33	CLM	0	Lgt.Snow/Fog 	95	29	30.04	2
Wed Feb  3 10:35:46 2010	Las Vegas  89101 	48	51	CLM	0	Cloudy 	62	36	29.75	10
Wed Feb  3 10:35:49 2010	Washington  20001 	32	30	N	3	Lgt.Snow/Fog 	88	29	30.05	4
Wed Feb  3 10:35:51 2010	Austin  73301 	49	44	NNE	8	Cloudy 	89	46	30.06	5
Wed Feb  3 10:35:55 2010	San Francisco  94101 	50	49	WSW	5	Cloudy 	89	47	29.85	10
Wed Feb  3 10:35:57 2010	Oklahoma City  73101 	30	28	S	3	Dense Fog 	92	28	30.17	0
Wed Feb  3 10:36:00 2010	Nashville  37201 	36	31	N	7	Cloudy 	64	25	30.25	10
Wed Feb  3 10:36:03 2010	Fort Worth  76101 	37	32	NE	7	Clear 	85	33	30.14	10
Wed Feb  3 10:36:06 2010	Phoenix  85001 	56	55	SW	5	Cloudy 	66	45	29.63	10
Wed Feb  3 10:36:09 2010	Portland  97201 	43	42	NNW	5	Cloudy 	92	41	29.72	10
Wed Feb  3 10:36:12 2010	Chicago  60601 	25	15	W	9	Cloudy 	81	20	30.17	4
Wed Feb  3 10:36:15 2010	San Antonio  78201 	50	41	E	9	Rain 	92	48	30.01	4
Wed Feb  3 10:36:18 2010	Indianapolis  46201 	29	21	WNW	7	Lgt.Snow/Fog 	88	26	30.17	4
Wed Feb  3 10:36:21 2010	Boston  02101 	25	29	CLM	0	Lgt.Snow/Fog 	81	20	30.09	3
Wed Feb  3 10:36:24 2010	Jacksonville  32099 	50	42	NW	13	Cloudy 	81	45	30.09	10
Wed Feb  3 10:36:27 2010	Columbus  43085 	34	24	W	9	Light Snow 	75	27	30.09	5
Wed Feb  3 10:36:30 2010	Dallas  75201 	36	32	N	6	Some Clouds 	89	33	30.15	10
Wed Feb  3 10:36:33 2010	Houston  77001 	50	44	E	9	Cloudy 	82	45	30.11	9
Wed Feb  3 10:36:36 2010	Seattle  98101 	46	45	ESE	5	Mostly Cloudy 	60	33	29.77	10
Wed Feb  3 10:36:39 2010	Milwaukee  53201 	29	21	WNW	8	Cloudy 	78	23	30.14	5
Wed Feb  3 10:36:41 2010	Detroit  48201 	25	21	SW	5	Light Fog 	86	21	30.05	1
Wed Feb  3 10:36:44 2010	Philadelphia  19019 	30	33	CLM	0	Light Snow 	100	30	30.04	2
Wed Feb  3 11:22:01 2010	San Jose  95101 	47	50	CLM	0	Mostly Clear 	92	45	29.85	10
Wed Feb  3 11:22:04 2010	Charlotte  28201 	36	34	WNW	3	Foggy 	96	35	30.10	1
Wed Feb  3 11:22:08 2010	San Diego  92101 	55	57	CLM	0	Cloudy 	86	51	29.77	6
Wed Feb  3 11:22:11 2010	Denver  80214 	28	29	NW	3	Mostly Clear 	51	12	29.89	4
Wed Feb  3 11:22:14 2010	Memphis  37501 	29	29	SSW	3	Clear 	85	25	30.26	9
Wed Feb  3 11:22:17 2010	Los Angeles  90001 	54	56	CLM	0	Clear 	82	49	29.77	6
Wed Feb  3 11:22:20 2010	El Paso  79901 	45	37	E	8	Light Rain 	82	40	29.71	7
Wed Feb  3 11:22:23 2010	New York  10001 	29	25	NE	5	Lgt.Snow/Fog 	92	27	30.04	3
Wed Feb  3 11:22:26 2010	Baltimore  21201 	30	28	NNW	3	Lgt.Snow/Fog 	92	28	30.05	2
Wed Feb  3 11:22:30 2010	Las Vegas  89101 	47	50	CLM	0	Mostly Cloudy 	63	35	29.75	10
Wed Feb  3 11:22:33 2010	Washington  20001 	34	27	NNW	7	Lgt.Snow/Fog 	80	28	30.06	4
Wed Feb  3 11:22:36 2010	Austin  73301 	48	39	NNE	9	Rain 	89	45	30.07	5
Wed Feb  3 11:22:40 2010	San Francisco  94101 	50	49	WSW	5	Cloudy 	89	47	29.85	10
Wed Feb  3 11:22:43 2010	Oklahoma City  73101 	30	28	S	3	Dense Fog 	92	28	30.17	0
Wed Feb  3 11:22:47 2010	Nashville  37201 	36	31	N	7	Cloudy 	64	25	30.25	10
Wed Feb  3 11:22:50 2010	Fort Worth  76101 	37	32	NE	7	Cloudy 	85	33	30.17	10
Wed Feb  3 11:22:53 2010	Phoenix  85001 	58	57	W	5	Cloudy 	55	42	29.61	10
Wed Feb  3 11:22:56 2010	Portland  97201 	43	42	NNW	5	Cloudy 	92	41	29.72	10
Wed Feb  3 11:22:59 2010	Chicago  60601 	25	21	W	6	Cloudy 	84	21	30.18	4
Wed Feb  3 11:23:03 2010	San Antonio  78201 	50	41	E	9	Rain 	92	48	30.01	4
Wed Feb  3 11:23:06 2010	Indianapolis  46201 	29	21	WNW	7	Lgt.Snow/Fog 	88	26	30.17	4
Wed Feb  3 11:23:09 2010	Boston  02101 	25	29	CLM	0	Lgt.Snow/Fog 	81	20	30.09	3
Wed Feb  3 11:23:13 2010	Jacksonville  32099 	46	42	NNW	7	Partly Cloudy 	87	43	30.09	10
Wed Feb  3 11:23:16 2010	Columbus  43085 	33	19	W	13	Light Snow 	81	28	30.13	5
Wed Feb  3 11:23:19 2010	Dallas  75201 	36	32	N	6	Some Clouds 	89	33	30.15	10
Wed Feb  3 11:23:22 2010	Houston  77001 	50	44	E	9	Cloudy 	82	45	30.11	9
Wed Feb  3 11:23:25 2010	Seattle  98101 	42	42	NNE	3	Mostly Cloudy 	72	34	29.76	10
Wed Feb  3 11:23:29 2010	Milwaukee  53201 	29	21	WNW	8	Cloudy 	78	23	30.14	5
Wed Feb  3 11:23:32 2010	Detroit  48201 	27	25	W	3	Light Fog 	92	25	30.09	2
Wed Feb  3 11:23:35 2010	Philadelphia  19019 	30	33	CLM	0	Light Snow 	100	30	30.04	2
Wed Feb  3 12:06:54 2010	San Jose  95101 	44	43	E	5	Mostly Cloudy 	100	44	29.84	7
Wed Feb  3 12:06:57 2010	Charlotte  28201 	36	34	WNW	3	Foggy 	96	35	30.10	1
Wed Feb  3 12:06:59 2010	San Diego  92101 	55	57	CLM	0	Cloudy 	81	50	29.77	6
Wed Feb  3 12:07:01 2010	Denver  80214 	25	28	S	5	Mostly Clear 	51	10	29.88	9
Wed Feb  3 12:07:04 2010	Memphis  37501 	29	34	CLM	0	Clear 	88	26	30.25	9
Wed Feb  3 12:07:06 2010	Los Angeles  90001 	54	56	CLM	0	Clear 	82	49	29.77	6
Wed Feb  3 12:07:08 2010	El Paso  79901 	45	37	E	8	Light Rain 	82	40	29.71	7
Wed Feb  3 12:07:11 2010	New York  10001 	28	24	NNE	5	Lgt.Snow/Fog 	92	27	30.06	3
Wed Feb  3 12:07:14 2010	Baltimore  21201 	30	35	CLM	0	Light Fog 	95	29	30.05	3
Wed Feb  3 12:07:16 2010	Las Vegas  89101 	47	50	CLM	0	Mostly Cloudy 	63	35	29.75	10
Wed Feb  3 12:07:19 2010	Washington  20001 	32	24	NNW	7	Lgt.Snow/Fog 	86	28	30.07	4
Wed Feb  3 12:07:21 2010	Austin  73301 	48	38	NNE	10	Rain 	89	45	30.05	5
Wed Feb  3 12:07:23 2010	San Francisco  94101 	49	52	CLM	0	Partly Cloudy 	89	46	29.84	10
Wed Feb  3 12:07:27 2010	Oklahoma City  73101 	29	25	SSW	5	Dense Fog 	92	27	30.22	0
Wed Feb  3 12:07:29 2010	Nashville  37201 	35	35	NE	3	Cloudy 	69	26	30.25	10
Wed Feb  3 12:07:31 2010	Fort Worth  76101 	36	41	CLM	0	Cloudy 	89	33	30.16	9
Wed Feb  3 12:07:34 2010	Phoenix  85001 	58	57	W	5	Cloudy 	55	42	29.61	10
Wed Feb  3 12:07:36 2010	Portland  97201 	43	47	CLM	0	Cloudy 	92	41	29.71	10
Wed Feb  3 12:07:38 2010	Chicago  60601 	25	21	W	6	Cloudy 	84	21	30.18	4
Wed Feb  3 12:07:40 2010	San Antonio  78201 	49	41	ENE	8	Rain 	96	48	29.99	4
Wed Feb  3 12:07:43 2010	Indianapolis  46201 	27	21	W	7	Partly Cloudy 	74	19	30.15	8
Wed Feb  3 12:07:45 2010	Boston  02101 	26	30	CLM	0	Lgt.Snow/Fog 	84	22	30.08	5
Wed Feb  3 12:07:47 2010	Jacksonville  32099 	41	45	CLM	0	Mostly Clear 	100	41	30.10	7
Wed Feb  3 12:07:49 2010	Columbus  43085 	33	19	W	8	Light Snow 	83	28	30.13	4
Wed Feb  3 12:07:52 2010	Dallas  75201 	36	29	NNE	8	Cloudy 	89	33	30.14	8
Wed Feb  3 12:07:54 2010	Houston  77001 	49	42	E	10	Some Clouds 	83	44	30.09	10
Wed Feb  3 12:07:56 2010	Seattle  98101 	42	42	NNE	3	Cloudy 	72	34	29.76	10
Wed Feb  3 12:07:58 2010	Milwaukee  53201 	28	16	WNW	12	Cloudy 	68	19	30.14	6
Wed Feb  3 12:08:00 2010	Detroit  48201 	28	24	W	5	Lgt.Snow/Fog 	86	25	30.08	2
Wed Feb  3 12:08:02 2010	Philadelphia  19019 	32	35	CLM	0	Light Snow 	93	30	30.05	2
Wed Feb  3 12:49:42 2010	San Jose  95101 	46	46	S	3	Partly Cloudy 	92	44	29.84	10
Wed Feb  3 12:49:44 2010	Charlotte  28201 	34	32	WNW	3	Dense Fog 	100	34	30.10	0
Wed Feb  3 12:49:47 2010	San Diego  92101 	55	54	NNE	5	Mostly Cloudy 	83	50	29.77	7
Wed Feb  3 12:49:49 2010	Denver  80214 	27	28	NW	3	Mostly Clear 	49	10	29.88	4
Wed Feb  3 12:49:51 2010	Memphis  37501 	29	34	CLM	0	Partly Cloudy 	85	25	30.25	9
Wed Feb  3 12:49:54 2010	Los Angeles  90001 	52	55	CLM	0	Clear 	86	48	29.75	6
Wed Feb  3 12:49:56 2010	El Paso  79901 	44	30	E	15	Light Rain 	82	39	29.67	10
Wed Feb  3 12:49:58 2010	New York  10001 	29	34	CLM	0	Cloudy 	92	27	30.04	4
Wed Feb  3 12:50:01 2010	Baltimore  21201 	30	35	CLM	0	Light Fog 	92	28	30.06	3
Wed Feb  3 12:50:03 2010	Las Vegas  89101 	46	49	CLM	0	Partly Cloudy 	65	35	29.73	10
Wed Feb  3 12:50:05 2010	Washington  20001 	32	37	CLM	0	Cloudy 	86	28	30.07	4
Wed Feb  3 12:50:08 2010	Austin  73301 	46	37	NNE	9	Rain 	93	45	30.05	3
Wed Feb  3 12:50:10 2010	San Francisco  94101 	49	52	CLM	0	Partly Cloudy 	89	46	29.84	10
Wed Feb  3 12:50:12 2010	Oklahoma City  73101 	28	31	CLM	0	Dense Fog 	92	26	30.18	0
Wed Feb  3 12:50:15 2010	Nashville  37201 	34	39	CLM	0	Cloudy 	75	27	30.24	10
Wed Feb  3 12:50:18 2010	Fort Worth  76101 	36	32	NE	6	Cloudy 	89	33	30.13	9
Wed Feb  3 12:50:20 2010	Phoenix  85001 	56	56	WSW	3	Cloudy 	64	44	29.60	10
Wed Feb  3 12:50:22 2010	Portland  97201 	42	46	CLM	0	Cloudy 	91	40	29.71	10
Wed Feb  3 12:50:25 2010	Chicago  60601 	24	17	W	7	Cloudy 	84	20	30.20	4
Wed Feb  3 12:50:27 2010	San Antonio  78201 	49	39	E	9	Rain 	96	48	29.98	4
Wed Feb  3 12:50:29 2010	Indianapolis  46201 	25	19	W	7	Partly Cloudy 	74	18	30.18	8
Wed Feb  3 12:50:31 2010	Boston  02101 	26	30	CLM	0	Lgt.Snow/Fog 	84	22	30.07	4
Wed Feb  3 12:50:34 2010	Jacksonville  32099 	41	45	CLM	0	Some Clouds 	93	39	30.11	4
Wed Feb  3 12:50:36 2010	Columbus  43085 	33	24	WNW	8	Light Snow 	81	28	30.16	4
Wed Feb  3 12:50:38 2010	Dallas  75201 	36	41	CLM	0	Some Clouds 	89	33	30.14	9
Wed Feb  3 12:50:41 2010	Houston  77001 	49	42	E	10	Cloudy 	83	44	30.11	10
Wed Feb  3 12:50:43 2010	Seattle  98101 	43	38	NE	7	Cloudy 	79	37	29.75	10
Wed Feb  3 12:50:46 2010	Milwaukee  53201 	27	16	WNW	10	Cloudy 	74	20	30.18	7
Wed Feb  3 12:50:48 2010	Detroit  48201 	28	24	WSW	5	Lgt.Snow/Fog 	88	25	30.12	2
Wed Feb  3 12:50:51 2010	Philadelphia  19019 	32	37	CLM	0	Light Fog 	93	30	30.06	3
Wed Feb  3 13:33:44 2010	San Jose  95101 	46	49	CLM	0	Partly Cloudy 	92	44	29.83	7
Wed Feb  3 13:33:47 2010	Charlotte  28201 	34	37	CLM	0	Dense Fog 	96	33	30.12	0
Wed Feb  3 13:33:51 2010	San Diego  92101 	55	57	CLM	0	Cloudy 	83	50	29.77	6
Wed Feb  3 13:33:55 2010	Denver  80214 	26	28	NW	3	Mostly Clear 	50	10	29.93	4
Wed Feb  3 13:34:00 2010	Memphis  37501 	28	33	CLM	0	Partly Cloudy 	84	24	30.29	9
Wed Feb  3 13:34:06 2010	Los Angeles  90001 	51	54	CLM	0	Clear 	82	46	29.75	8
Wed Feb  3 13:34:09 2010	El Paso  79901 	43	30	ENE	14	Light Rain 	85	39	29.64	10
Wed Feb  3 13:34:13 2010	New York  10001 	30	35	CLM	0	Cloudy 	88	27	30.04	6
Wed Feb  3 13:34:17 2010	Baltimore  21201 	29	29	WNW	3	Light Fog 	96	28	30.08	3
Wed Feb  3 13:34:19 2010	Las Vegas  89101 	44	48	CLM	0	Mostly Clear 	70	35	29.73	10
Wed Feb  3 13:34:26 2010	Washington  20001 	33	38	CLM	0	Cloudy 	84	29	30.09	4
Wed Feb  3 13:34:32 2010	Austin  73301 	46	39	NE	6	Rain 	95	45	30.06	3
Wed Feb  3 13:34:37 2010	San Francisco  94101 	46	49	CLM	0	Partly Cloudy 	95	45	29.83	10
Wed Feb  3 13:34:40 2010	Oklahoma City  73101 	28	18	E	8	Dense Fog 	86	25	30.18	0
Wed Feb  3 13:34:42 2010	Nashville  37201 	34	39	CLM	0	Cloudy 	75	27	30.24	7
Wed Feb  3 13:34:45 2010	Fort Worth  76101 	37	29	ENE	9	Clear 	85	33	30.13	9
Wed Feb  3 13:34:49 2010	Phoenix  85001 	55	57	CLM	0	Cloudy 	66	44	29.59	10
Wed Feb  3 13:34:52 2010	Portland  97201 	45	35	SE	14	Cloudy 	79	39	29.72	10
Wed Feb  3 13:34:55 2010	Chicago  60601 	24	14	W	9	Cloudy 	80	19	30.21	4
Wed Feb  3 13:34:57 2010	San Antonio  78201 	50	36	ENE	16	Rain 	93	48	29.98	3
Wed Feb  3 13:35:00 2010	Indianapolis  46201 	25	14	WNW	10	Cloudy 	81	20	30.22	7
Wed Feb  3 13:35:04 2010	Boston  02101 	26	30	CLM	0	Lgt.Snow/Fog 	84	22	30.07	5
Wed Feb  3 13:35:08 2010	Jacksonville  32099 	39	43	CLM	0	Clear 	100	39	30.12	5
Wed Feb  3 13:35:15 2010	Columbus  43085 	32	20	W	10	Lgt.Snow/Fog 	88	29	30.16	4
Wed Feb  3 13:35:24 2010	Dallas  75201 	36	32	NNE	6	Cloudy 	89	33	30.14	10
Wed Feb  3 13:35:29 2010	Houston  77001 	49	43	E	9	Cloudy 	79	43	30.12	10
Wed Feb  3 13:35:34 2010	Seattle  98101 	44	35	NE	8	Light Rain 	88	41	29.74	10
Wed Feb  3 13:35:41 2010	Milwaukee  53201 	26	18	WNW	8	Cloudy 	77	20	30.20	8
Wed Feb  3 13:35:52 2010	Detroit  48201 	28	24	SW	5	Lgt.Snow/Fog 	92	26	30.13	2
Wed Feb  3 13:35:58 2010	Philadelphia  19019 	32	32	NNW	3	Cloudy 	86	28	30.07	6
Wed Feb  3 14:19:44 2010	San Jose  95101 	45	48	CLM	0	Clear 	96	44	29.83	6
Wed Feb  3 14:19:49 2010	Charlotte  28201 	34	37	CLM	0	Dense Fog 	100	34	30.13	0
Wed Feb  3 14:19:58 2010	San Diego  92101 	56	55	NNE	5	Cloudy 	80	50	29.77	6
Wed Feb  3 14:20:06 2010	Denver  80214 	32	37	CLM	0	Mostly Clear 	37	9	29.91	30
Wed Feb  3 14:20:15 2010	Memphis  37501 	28	33	CLM	0	Mostly Sunny 	88	25	30.32	5
Wed Feb  3 14:20:18 2010	Los Angeles  90001 	50	53	CLM	0	Clear 	82	45	29.75	7
Wed Feb  3 14:20:21 2010	El Paso  79901 	43	29	E	14	Rain 	85	39	29.63	7
Wed Feb  3 14:20:24 2010	New York  10001 	30	36	CLM	0	Cloudy 	88	27	30.06	6
Wed Feb  3 14:20:27 2010	Baltimore  21201 	29	30	W	3	Light Fog 	96	28	30.10	3
Wed Feb  3 14:20:31 2010	Las Vegas  89101 	44	48	CLM	0	Mostly Clear 	67	34	29.74	10
Wed Feb  3 14:20:33 2010	Washington  20001 	33	38	CLM	0	Light Fog 	84	29	30.12	3
Wed Feb  3 14:20:36 2010	Austin  73301 	47	36	NE	9	Heavy Rain 	96	46	30.05	3
Wed Feb  3 14:20:38 2010	San Francisco  94101 	48	51	CLM	0	Partly Cloudy 	92	46	29.84	10
Wed Feb  3 14:20:40 2010	Oklahoma City  73101 	28	26	E	3	Dense Fog 	92	26	30.19	0
Wed Feb  3 14:20:42 2010	Nashville  37201 	35	40	CLM	0	Cloudy 	69	26	30.28	7
Wed Feb  3 14:20:44 2010	Fort Worth  76101 	38	36	E	5	Clear 	82	33	30.15	10
Wed Feb  3 14:20:51 2010	Phoenix  85001 	55	55	WSW	3	Cloudy 	63	43	29.59	10
Wed Feb  3 14:20:53 2010	Portland  97201 	45	34	ESE	16	Cloudy 	79	39	29.73	10
