9	www2.foxnews.com											
(Timestamp)	(Location)	(Condition)	Feels Like	Barometer	Humidity (%)	Visibility	Dewpoint	(Wind Speed) (MPH)	Wind	Sunrise	Sunset	(Temperature) (°F)
Tue Feb  2 04:09:41 2010	Chicago, IL	Cloudy 	24	1023.3	67	8	21	5	E	7:03	5:06	29
Tue Feb  2 04:09:41 2010	San Antonio, TX	Cloudy 	46	1018.0	93	3	44	0	CALM	7:23	6:12	46
Tue Feb  2 04:09:43 2010	Indianapolis, IN	Cloudy 	34	1022.1	54	10	19	3	E	7:52	6:04	34
Tue Feb  2 04:09:44 2010	Jacksonville, FL	Cloudy 	57	1019.5	87	10	53	7	NNE	7:17	6:03	57
Tue Feb  2 04:09:46 2010	Worthington, OH	Mostly Clear	26	1023.7	63	9	17	3	E	7:41	5:51	26
Tue Feb  2 04:09:47 2010	Dallas, TX	Cloudy 	41	1018.0	80	10	39	7	SSE	7:22	6:00	45
Tue Feb  2 04:09:47 2010	Houston, TX	Cloudy 	45	*	93	3	46	8	ENE	7:11	5:59	48
Tue Feb  2 04:09:48 2010	Seattle, WA	Rain 	48	1010.8	80	10	42	0	CALM	7:35	5:11	48
Tue Feb  2 04:09:49 2010	Milwaukee, WI	Cloudy 	25	1023.1	69	7	18	0	CALM	7:07	5:05	25
Tue Feb  2 04:09:50 2010	Detroit, MI	Mostly Cloudy	23	1050.1	66	10	15	3	SW	7:46	5:46	23
Tue Feb  2 04:09:51 2010	Philadelphia, PA	Mostly Clear	30	1025.5	44	10	14	3	SW	7:09	5:19	30
Tue Feb  2 04:52:58 2010	San Jose, CA	Cloudy 	54	1012.6	72	10	45	9	WNW	7:11	5:32	54
Tue Feb  2 04:52:59 2010	Charlotte, NC	Partly Cloudy	38	1024.5	49	10	23	5	ENE	7:23	5:52	41
Tue Feb  2 04:53:00 2010	San Diego, CA	Mostly Cloudy	57	*	82	8	52	6	WNW	6:43	5:22	57
Tue Feb  2 04:53:01 2010	Edgewater, CO	Mostly Clear	25	*	33	10	9	18	WNW	7:08	5:20	36
Tue Feb  2 04:53:01 2010	Memphis, TN	Cloudy 	40	1020.4	73	10	32	0	CALM	6:59	5:29	40
Tue Feb  2 04:53:02 2010	Los Angeles, CA	Mostly Clear	60	1012.0	69	9	50	3	W	6:50	5:23	60
Tue Feb  2 04:53:04 2010	El Paso, TX	Cloudy 	57	1011.4	39	10	32	5	WNW	6:59	5:40	57
Tue Feb  2 04:53:05 2010	Baltimore, MD	 	33	1025.9	52	999	17	*	*	7:13	5:27	33
Tue Feb  2 04:53:05 2010	Manhattan, NY	Mostly Clear	25	1023.2	42	10	11	8	W	7:06	5:13	32
Tue Feb  2 04:53:06 2010	Las Vegas, NV	Mostly Clear	52	1012.9	40	10	28	0	CALM	6:40	5:06	52
Tue Feb  2 04:53:07 2010	Washington, DC	Mostly Cloudy	34	1026.4	54	10	19	0	CALM	7:14	5:30	34
Tue Feb  2 04:53:08 2010	Austin, TX	Mostly Cloudy	45	1018.2	90	5	42	0	CALM	7:21	6:08	45
Tue Feb  2 04:53:09 2010	San Francisco, CA	Cloudy 	54	1012.9	69	10	44	7	WNW	7:14	5:33	54
Tue Feb  2 04:53:10 2010	Oklahoma City, OK	Freezing Drizzle	32	1018.3	88	0.5	29	3	SW	7:30	5:58	32
Tue Feb  2 04:53:11 2010	Nashville, TN	Cloudy 	35	1021.4	82	10	30	0	CALM	6:48	5:13	35
Tue Feb  2 04:53:12 2010	Fort Worth, TX	Cloudy 	39	1017.6	80	8	37	6	ESE	7:24	6:02	43
Tue Feb  2 04:53:12 2010	Phoenix, AZ	Mostly Cloudy	62	1011.7	44	10	40	3	SW	7:24	6:00	62
Tue Feb  2 04:53:13 2010	Portland, OR	Rain 	37	1011.3	93	9	41	10	ESE	7:32	5:17	43
Tue Feb  2 04:53:14 2010	Chicago, IL	Cloudy 	24	1023.3	67	8	21	5	E	7:03	5:06	29
Tue Feb  2 04:53:15 2010	San Antonio, TX	Cloudy 	46	1018.0	93	3	44	0	CALM	7:23	6:12	46
Tue Feb  2 04:53:16 2010	Indianapolis, IN	Cloudy 	34	1022.1	54	10	19	3	E	7:52	6:04	34
Tue Feb  2 04:53:18 2010	Jacksonville, FL	Cloudy 	57	1019.5	87	10	53	7	NNE	7:17	6:03	57
Tue Feb  2 04:53:19 2010	Worthington, OH	Mostly Clear	26	1023.7	63	9	17	3	E	7:41	5:51	26
Tue Feb  2 04:53:20 2010	Dallas, TX	Cloudy 	41	1018.0	80	10	39	7	SSE	7:22	6:00	45
Tue Feb  2 04:53:21 2010	Houston, TX	Cloudy 	45	*	93	3	46	8	ENE	7:11	5:59	48
Tue Feb  2 04:53:22 2010	Seattle, WA	Rain 	48	1010.8	80	10	42	0	CALM	7:35	5:11	48
Tue Feb  2 04:53:23 2010	Detroit, MI	Mostly Cloudy	23	1050.1	66	10	15	3	SW	7:46	5:46	23
Tue Feb  2 04:53:23 2010	Milwaukee, WI	Cloudy 	25	1023.1	69	7	18	0	CALM	7:07	5:05	25
Tue Feb  2 04:53:24 2010	Philadelphia, PA	Mostly Clear	30	1025.5	44	10	14	3	SW	7:09	5:19	30
Tue Feb  2 05:36:22 2010	Charlotte, NC	Partly Cloudy	36	1024.2	64	10	25	3	ESE	7:23	5:52	36
Tue Feb  2 05:36:22 2010	San Jose, CA	Cloudy 	53	1012.8	77	10	46	5	WNW	7:11	5:32	53
Tue Feb  2 05:36:23 2010	San Diego, CA	Mostly Cloudy	58	1013.2	78	10	51	5	WNW	6:43	5:22	58
Tue Feb  2 05:36:24 2010	Edgewater, CO	Mostly Clear	25	*	35	10	10	17	W	7:08	5:20	36
Tue Feb  2 05:36:25 2010	Memphis, TN	Cloudy 	40	1020.0	73	10	32	0	CALM	6:59	5:29	40
Tue Feb  2 05:36:26 2010	Los Angeles, CA	Mostly Clear	59	1012.3	75	9	51	3	W	6:50	5:23	59
Tue Feb  2 05:36:27 2010	El Paso, TX	Cloudy 	54	1011.4	47	10	34	6	N	6:59	5:40	54
Tue Feb  2 05:36:28 2010	Manhattan, NY	Mostly Clear	25	1023.3	37	10	12	6	VAR	7:06	5:13	31
Tue Feb  2 05:36:29 2010	Baltimore, MD	 	32	1025.7	52	999	16	*	*	7:13	5:27	32
Tue Feb  2 05:36:30 2010	Las Vegas, NV	Mostly Clear	48	1013.2	59	10	34	3	SSE	6:40	5:06	48
Tue Feb  2 05:36:30 2010	Washington, DC	Mostly Cloudy	32	1026.1	61	10	20	3	S	7:14	5:30	32
Tue Feb  2 05:36:31 2010	Austin, TX	Cloudy 	45	1018.3	93	5	43	0	CALM	7:21	6:08	45
Tue Feb  2 05:36:32 2010	San Francisco, CA	Cloudy 	54	1012.9	69	10	44	7	WNW	7:14	5:33	54
Tue Feb  2 05:36:33 2010	Oklahoma City, OK	Freezing Drizzle	32	*	87	1.5	28	0	CALM	7:30	5:58	32
Tue Feb  2 05:36:34 2010	Nashville, TN	Cloudy 	36	1021.3	79	10	30	0	CALM	6:48	5:13	36
Tue Feb  2 05:36:35 2010	Fort Worth, TX	Cloudy 	43	1018.1	80	8	37	3	ESE	7:24	6:02	43
Tue Feb  2 05:36:36 2010	Phoenix, AZ	Mostly Cloudy	62	1011.7	43	10	39	0	CALM	7:24	6:00	62
Tue Feb  2 05:36:37 2010	Portland, OR	Rain 	38	1011.3	93	10	41	9	ESE	7:32	5:17	43
Tue Feb  2 05:36:38 2010	Chicago, IL	Mostly Cloudy	24	1023.4	60	8	20	6	SSE	7:03	5:06	30
Tue Feb  2 05:36:38 2010	San Antonio, TX	Foggy 	44	1017.8	93	2.5	44	5	NNE	7:23	6:12	46
Tue Feb  2 05:36:40 2010	Indianapolis, IN	Cloudy 	29	1021.3	56	10	19	5	E	7:52	6:04	33
Tue Feb  2 05:36:42 2010	Jacksonville, FL	Rain 	57	1019.1	89	7	54	8	NNE	7:17	6:03	57
Tue Feb  2 05:36:42 2010	Worthington, OH	Mostly Clear	24	1023.7	69	8	17	0	CALM	7:41	5:51	24
Tue Feb  2 05:36:43 2010	Dallas, TX	Cloudy 	45	1018.4	80	7	39	0	CALM	7:22	6:00	45
Tue Feb  2 05:36:44 2010	Houston, TX	Cloudy 	45	*	93	3	46	8	ENE	7:11	5:59	48
Tue Feb  2 05:36:45 2010	Seattle, WA	Cloudy 	44	1010.7	86	10	43	6	S	7:35	5:11	47
Tue Feb  2 05:36:46 2010	Milwaukee, WI	Cloudy 	27	1022.7	74	7	21	0	CALM	7:07	5:05	27
Tue Feb  2 05:36:47 2010	Detroit, MI	Cloudy 	23	1024.5	69	10	16	3	SW	7:46	5:46	23
Tue Feb  2 05:36:48 2010	Philadelphia, PA	Mostly Clear	22	1025.7	49	10	15	7	WSW	7:09	5:19	29
Tue Feb  2 06:19:38 2010	San Jose, CA	Partly Cloudy	52	1012.7	83	10	47	5	W	7:11	5:32	52
Tue Feb  2 06:19:39 2010	Charlotte, NC	Mostly Cloudy	34	1023.5	57	10	24	5	SE	7:23	5:52	38
Tue Feb  2 06:19:40 2010	San Diego, CA	Mostly Cloudy	58	1013.1	78	8	51	0	CALM	6:43	5:22	58
Tue Feb  2 06:19:41 2010	Edgewater, CO	Mostly Clear	27	*	35	10	10	13	W	7:08	5:20	36
Tue Feb  2 06:19:42 2010	Memphis, TN	Cloudy 	38	1019.5	73	10	33	5	SE	6:59	5:29	41
Tue Feb  2 06:19:43 2010	Los Angeles, CA	Mostly Clear	58	1012.1	78	7	51	0	CALM	6:50	5:23	58
Tue Feb  2 06:19:44 2010	El Paso, TX	Mostly Cloudy	53	1011.5	47	10	33	3	NNW	6:59	5:40	53
Tue Feb  2 06:19:45 2010	Baltimore, MD	 	30	1025.6	54	999	18	*	*	7:13	5:27	30
Tue Feb  2 06:19:45 2010	Manhattan, NY	Mostly Clear	25	1023.5	37	10	12	6	VAR	7:06	5:13	31
Tue Feb  2 06:19:46 2010	Las Vegas, NV	Mostly Clear	46	1013.1	68	10	36	3	S	6:40	5:06	46
Tue Feb  2 06:19:47 2010	Washington, DC	Mostly Cloudy	31	1025.8	60	10	21	0	CALM	7:14	5:30	31
Tue Feb  2 06:19:48 2010	Austin, TX	Cloudy 	45	1018.3	93	3	43	0	CALM	7:21	6:08	45
Tue Feb  2 06:19:49 2010	San Francisco, CA	Mostly Cloudy	53	1013.0	66	10	42	0	CALM	7:14	5:33	53
Tue Feb  2 06:19:50 2010	Oklahoma City, OK	Freezing Drizzle	32	*	93	2	30	0	CALM	7:30	5:58	32
Tue Feb  2 06:19:51 2010	Nashville, TN	Cloudy 	35	1021.3	82	9	30	0	CALM	6:48	5:13	35
Tue Feb  2 06:19:52 2010	Fort Worth, TX	Cloudy 	43	1018.6	80	8	37	0	CALM	7:24	6:02	43
Tue Feb  2 06:19:53 2010	Phoenix, AZ	Mostly Cloudy	62	1011.3	37	10	35	6	N	7:24	6:00	62
Tue Feb  2 06:19:53 2010	Portland, OR	Cloudy 	37	1011.5	93	10	41	10	ESE	7:32	5:17	43
Tue Feb  2 06:19:54 2010	Chicago, IL	Cloudy 	22	1022.2	60	9	20	8	SE	7:03	5:06	30
Tue Feb  2 06:19:55 2010	San Antonio, TX	Foggy 	44	1018.0	93	1.5	44	5	NNE	7:23	6:12	46
Tue Feb  2 06:19:56 2010	Indianapolis, IN	Cloudy 	28	1020.6	59	10	20	6	E	7:52	6:04	33
Tue Feb  2 06:19:58 2010	Jacksonville, FL	Rain 	56	1018.1	93	6	54	7	NNE	7:17	6:03	56
Tue Feb  2 06:19:59 2010	Worthington, OH	Mostly Clear	25	1023.2	66	8	17	3	E	7:41	5:51	25
Tue Feb  2 06:20:00 2010	Dallas, TX	Cloudy 	44	1018.6	82	5	39	0	CALM	7:22	6:00	44
Tue Feb  2 06:20:00 2010	Houston, TX	Cloudy 	46	*	93	3	46	5	E	7:11	5:59	48
Tue Feb  2 06:20:01 2010	Seattle, WA	Cloudy 	47	1010.6	86	10	43	0	CALM	7:35	5:11	47
Tue Feb  2 06:20:02 2010	Milwaukee, WI	Snow Shower	28	*	83	1.5	25	0	CALM	7:07	5:05	28
Tue Feb  2 06:20:03 2010	Detroit, MI	Cloudy 	23	1024.2	69	10	16	0	CALM	7:46	5:46	23
Tue Feb  2 06:20:04 2010	Philadelphia, PA	Mostly Clear	19	1025.9	57	10	16	7	W	7:09	5:19	27
Tue Feb  2 07:06:47 2010	San Jose, CA	Partly Cloudy	52	1012.7	83	10	47	5	W	7:11	5:32	52
Tue Feb  2 07:06:48 2010	Charlotte, NC	Mostly Cloudy	34	1023.5	57	10	24	5	SE	7:23	5:52	38
Tue Feb  2 07:06:48 2010	San Diego, CA	Mostly Cloudy	58	1013.1	78	8	51	0	CALM	6:43	5:22	58
Tue Feb  2 07:06:49 2010	Edgewater, CO	Mostly Clear	27	*	35	10	10	13	W	7:08	5:20	36
Tue Feb  2 07:06:50 2010	Memphis, TN	Cloudy 	38	1019.5	73	10	33	5	SE	6:59	5:29	41
Tue Feb  2 07:06:51 2010	Los Angeles, CA	Mostly Clear	58	1012.1	78	7	51	0	CALM	6:50	5:23	58
Tue Feb  2 07:06:52 2010	El Paso, TX	Mostly Cloudy	53	1011.5	47	10	33	3	NNW	6:59	5:40	53
Tue Feb  2 07:06:53 2010	Manhattan, NY	Mostly Clear	25	1023.5	37	10	12	6	VAR	7:06	5:13	31
Tue Feb  2 07:06:54 2010	Baltimore, MD	 	30	1025.6	54	999	18	*	*	7:13	5:27	30
Tue Feb  2 07:06:55 2010	Las Vegas, NV	Mostly Clear	46	1013.1	68	10	36	3	S	6:40	5:06	46
Tue Feb  2 07:06:56 2010	Washington, DC	Mostly Cloudy	31	1025.8	60	10	21	0	CALM	7:14	5:30	31
Tue Feb  2 07:06:57 2010	Austin, TX	Cloudy 	45	1018.3	93	3	43	0	CALM	7:21	6:08	45
Tue Feb  2 07:06:58 2010	Oklahoma City, OK	Freezing Drizzle	32	*	93	2	30	0	CALM	7:30	5:58	32
Tue Feb  2 07:06:58 2010	San Francisco, CA	Mostly Cloudy	53	1013.0	66	10	42	0	CALM	7:14	5:33	53
Tue Feb  2 07:06:59 2010	Nashville, TN	Cloudy 	35	1021.3	82	9	30	0	CALM	6:48	5:13	35
Tue Feb  2 07:07:00 2010	Fort Worth, TX	Cloudy 	43	1018.6	80	8	37	0	CALM	7:24	6:02	43
Tue Feb  2 07:07:01 2010	Phoenix, AZ	Mostly Cloudy	62	1011.3	37	10	35	6	N	7:24	6:00	62
Tue Feb  2 07:07:02 2010	Portland, OR	Cloudy 	37	1011.5	93	10	41	10	ESE	7:32	5:17	43
Tue Feb  2 07:07:03 2010	Chicago, IL	Cloudy 	22	1022.2	60	9	20	8	SE	7:03	5:06	30
Tue Feb  2 07:07:04 2010	San Antonio, TX	Foggy 	44	1018.0	93	1.5	44	5	NNE	7:23	6:12	46
Tue Feb  2 07:07:05 2010	Indianapolis, IN	Cloudy 	28	1020.6	59	10	20	6	E	7:52	6:04	33
Tue Feb  2 07:07:07 2010	Jacksonville, FL	Rain 	56	1018.1	93	6	54	7	NNE	7:17	6:03	56
Tue Feb  2 07:07:08 2010	Worthington, OH	Mostly Clear	25	1023.2	66	8	17	3	E	7:41	5:51	25
Tue Feb  2 07:07:09 2010	Dallas, TX	Cloudy 	44	1018.6	82	5	39	0	CALM	7:22	6:00	44
Tue Feb  2 07:07:10 2010	Houston, TX	Cloudy 	46	*	93	3	46	5	E	7:11	5:59	48
Tue Feb  2 07:07:11 2010	Seattle, WA	Cloudy 	47	1010.6	86	10	43	0	CALM	7:35	5:11	47
Tue Feb  2 07:07:12 2010	Milwaukee, WI	Snow Shower	28	*	83	1.5	25	0	CALM	7:07	5:05	28
Tue Feb  2 07:07:13 2010	Detroit, MI	Cloudy 	23	1024.2	69	10	16	0	CALM	7:46	5:46	23
Tue Feb  2 07:07:13 2010	Philadelphia, PA	Mostly Clear	19	1025.9	57	10	16	7	W	7:09	5:19	27
Tue Feb  2 07:49:45 2010	San Jose, CA	Partly Cloudy	52	1012.7	83	10	47	5	W	7:11	5:32	52
Tue Feb  2 07:49:46 2010	Charlotte, NC	Mostly Cloudy	34	1023.5	57	10	24	5	SE	7:23	5:52	38
Tue Feb  2 07:49:47 2010	San Diego, CA	Mostly Cloudy	58	1013.1	78	8	51	0	CALM	6:43	5:22	58
Tue Feb  2 07:49:48 2010	Edgewater, CO	Mostly Clear	27	*	35	10	10	13	W	7:08	5:20	36
Tue Feb  2 07:49:49 2010	Memphis, TN	Cloudy 	38	1019.5	73	10	33	5	SE	6:59	5:29	41
Tue Feb  2 07:49:50 2010	Los Angeles, CA	Mostly Clear	58	1012.1	78	7	51	0	CALM	6:50	5:23	58
Tue Feb  2 07:49:51 2010	El Paso, TX	Mostly Cloudy	53	1011.5	47	10	33	3	NNW	6:59	5:40	53
Tue Feb  2 07:49:52 2010	Manhattan, NY	Mostly Clear	25	1023.5	37	10	12	6	VAR	7:06	5:13	31
Tue Feb  2 07:49:53 2010	Baltimore, MD	 	30	1025.6	54	999	18	*	*	7:13	5:27	30
Tue Feb  2 07:49:53 2010	Las Vegas, NV	Mostly Clear	46	1013.1	68	10	36	3	S	6:40	5:06	46
Tue Feb  2 07:49:54 2010	Washington, DC	Mostly Cloudy	31	1025.8	60	10	21	0	CALM	7:14	5:30	31
Tue Feb  2 07:49:55 2010	Austin, TX	Cloudy 	45	1018.3	93	3	43	0	CALM	7:21	6:08	45
Tue Feb  2 07:49:56 2010	San Francisco, CA	Mostly Cloudy	53	1013.0	66	10	42	0	CALM	7:14	5:33	53
Tue Feb  2 07:49:57 2010	Oklahoma City, OK	Freezing Drizzle	32	*	93	2	30	0	CALM	7:30	5:58	32
Tue Feb  2 07:49:58 2010	Nashville, TN	Cloudy 	35	1021.3	82	9	30	0	CALM	6:48	5:13	35
Tue Feb  2 07:49:59 2010	Fort Worth, TX	Cloudy 	43	1018.6	80	8	37	0	CALM	7:24	6:02	43
Tue Feb  2 07:50:00 2010	Phoenix, AZ	Mostly Cloudy	62	1011.3	37	10	35	6	N	7:24	6:00	62
Tue Feb  2 07:50:01 2010	Portland, OR	Cloudy 	37	1011.5	93	10	41	10	ESE	7:32	5:17	43
Tue Feb  2 07:50:02 2010	Chicago, IL	Cloudy 	22	1022.2	60	9	20	8	SE	7:03	5:06	30
Tue Feb  2 07:50:03 2010	San Antonio, TX	Foggy 	44	1018.0	93	1.5	44	5	NNE	7:23	6:12	46
Tue Feb  2 07:50:04 2010	Indianapolis, IN	Cloudy 	28	1020.6	59	10	20	6	E	7:52	6:04	33
Tue Feb  2 07:50:06 2010	Jacksonville, FL	Rain 	56	1018.1	93	6	54	7	NNE	7:17	6:03	56
Tue Feb  2 07:50:07 2010	Worthington, OH	Mostly Clear	25	1023.2	66	8	17	3	E	7:41	5:51	25
Tue Feb  2 07:50:08 2010	Dallas, TX	Cloudy 	44	1018.6	82	5	39	0	CALM	7:22	6:00	44
Tue Feb  2 07:50:09 2010	Houston, TX	Cloudy 	46	*	93	3	46	5	E	7:11	5:59	48
Tue Feb  2 07:50:10 2010	Milwaukee, WI	Snow Shower	28	*	83	1.5	25	0	CALM	7:07	5:05	28
Tue Feb  2 07:50:10 2010	Seattle, WA	Cloudy 	47	1010.6	86	10	43	0	CALM	7:35	5:11	47
Tue Feb  2 07:50:11 2010	Detroit, MI	Cloudy 	23	1024.2	69	10	16	0	CALM	7:46	5:46	23
Tue Feb  2 07:50:12 2010	Philadelphia, PA	Mostly Clear	19	1025.9	57	10	16	7	W	7:09	5:19	27
Tue Feb  2 08:32:57 2010	San Jose, CA	Partly Cloudy	52	1012.7	77	10	45	0	CALM	7:11	5:32	52
Tue Feb  2 08:32:58 2010	Charlotte, NC	Cloudy 	36	1023.1	70	10	27	3	ENE	7:23	5:52	36
Tue Feb  2 08:32:59 2010	San Diego, CA	Partly Cloudy	57	1012.9	77	8	50	0	CALM	6:43	5:22	57
Tue Feb  2 08:33:00 2010	Edgewater, CO	Mostly Clear	32	*	41	10	10	3	SW	7:08	5:20	32
Tue Feb  2 08:33:01 2010	Memphis, TN	Cloudy 	37	1019.1	76	10	34	6	SE	6:59	5:29	41
Tue Feb  2 08:33:02 2010	Los Angeles, CA	Hazy 	57	1011.8	81	4	51	0	CALM	6:50	5:23	57
Tue Feb  2 08:33:03 2010	El Paso, TX	Cloudy 	46	1012.0	66	10	35	0	CALM	6:59	5:40	46
Tue Feb  2 08:33:04 2010	Manhattan, NY	Mostly Clear	30	1024.0	39	10	12	3	VAR	7:06	5:13	30
Tue Feb  2 08:33:07 2010	Baltimore, MD	 	30	1024.8	57	999	19	*	*	7:13	5:27	30
Tue Feb  2 08:33:08 2010	Las Vegas, NV	Mostly Clear	40	1012.8	68	10	34	7	S	6:40	5:06	44
Tue Feb  2 08:33:09 2010	Washington, DC	Mostly Cloudy	24	1024.8	60	10	19	5	ENE	7:14	5:30	29
Tue Feb  2 08:33:10 2010	Austin, TX	Drizzle 	42	1018.8	97	1.25	44	6	N	7:21	6:08	45
Tue Feb  2 08:33:11 2010	San Francisco, CA	Cloudy 	52	1013.0	74	10	44	0	CALM	7:14	5:33	52
Tue Feb  2 08:33:12 2010	Oklahoma City, OK	Cloudy 	32	1019.9	88	3	29	3	WSW	7:30	5:58	32
Tue Feb  2 08:33:13 2010	Nashville, TN	Rain 	34	1020.7	96	4	33	0	CALM	6:48	5:13	34
Tue Feb  2 08:33:14 2010	Fort Worth, TX	Cloudy 	36	1019.2	86	7	36	6	NE	7:24	6:02	40
Tue Feb  2 08:33:15 2010	Phoenix, AZ	Mostly Cloudy	57	1011.6	53	10	40	0	CALM	7:24	6:00	57
Tue Feb  2 08:33:16 2010	Portland, OR	Cloudy 	37	1012.0	93	10	41	10	ESE	7:32	5:17	43
Tue Feb  2 08:33:17 2010	Chicago, IL	Cloudy 	25	1021.4	60	10	20	5	SE	7:03	5:06	30
Tue Feb  2 08:33:18 2010	San Antonio, TX	Cloudy 	47	1018.0	93	3	45	3	NNE	7:23	6:12	47
Tue Feb  2 08:33:19 2010	Indianapolis, IN	Cloudy 	26	1020.3	64	10	21	6	ESE	7:52	6:04	32
Tue Feb  2 08:33:21 2010	Jacksonville, FL	Rain 	57	*	100	4	57	7	NE	7:17	6:03	57
Tue Feb  2 08:33:22 2010	Worthington, OH	Cloudy 	27	1022.4	66	9	19	3	ESE	7:41	5:51	27
Tue Feb  2 08:33:23 2010	Dallas, TX	Cloudy 	38	1019.2	85	6	38	6	NNW	7:22	6:00	42
Tue Feb  2 08:33:23 2010	Houston, TX	Cloudy 	46	*	93	2.5	46	6	ENE	7:11	5:59	48
Tue Feb  2 08:33:24 2010	Seattle, WA	Rain 	46	1010.9	89	10	43	0	CALM	7:35	5:11	46
Tue Feb  2 08:33:25 2010	Milwaukee, WI	Snow Shower	26	1021.8	85	1.25	23	0	CALM	7:07	5:05	26
Tue Feb  2 08:33:26 2010	Detroit, MI	Partly Cloudy	20	1024.0	77	10	15	0	CALM	7:46	5:46	20
Tue Feb  2 08:33:27 2010	Philadelphia, PA	Mostly Clear	26	1025.5	56	10	15	0	CALM	7:09	5:19	26
Tue Feb  2 09:16:28 2010	San Jose, CA	Mostly Cloudy	51	1012.9	77	10	44	0	CALM	7:11	5:32	51
Tue Feb  2 09:16:29 2010	Charlotte, NC	Cloudy 	36	1023.4	70	10	27	3	NNW	7:23	5:52	36
Tue Feb  2 09:16:30 2010	San Diego, CA	Partly Cloudy	56	1012.9	80	5	50	0	CALM	6:43	5:22	56
Tue Feb  2 09:16:31 2010	Edgewater, CO	Mostly Clear	32	*	38	10	9	3	WSW	7:08	5:20	32
Tue Feb  2 09:16:32 2010	Memphis, TN	Cloudy 	41	1019.4	79	10	35	0	CALM	6:59	5:29	41
Tue Feb  2 09:16:33 2010	Los Angeles, CA	Hazy 	57	1011.9	81	4	51	0	CALM	6:50	5:23	57
Tue Feb  2 09:16:34 2010	El Paso, TX	Mostly Cloudy	42	1012.1	68	10	34	5	E	6:59	5:40	44
Tue Feb  2 09:16:34 2010	Manhattan, NY	Mostly Clear	31	1024.4	37	10	12	3	W	7:06	5:13	31
Tue Feb  2 09:16:35 2010	Baltimore, MD	 	29	1024.5	60	999	19	*	*	7:13	5:27	29
Tue Feb  2 09:16:36 2010	Las Vegas, NV	Mostly Clear	42	1012.5	60	10	32	6	SSE	6:40	5:06	45
Tue Feb  2 09:16:37 2010	Washington, DC	Mostly Cloudy	23	1024.5	63	10	19	5	ENE	7:14	5:30	28
Tue Feb  2 09:16:38 2010	Austin, TX	Drizzle 	42	1019.0	97	1	44	6	NNE	7:21	6:08	45
Tue Feb  2 09:16:39 2010	San Francisco, CA	Cloudy 	53	1013.0	83	10	48	3	E	7:14	5:33	53
Tue Feb  2 09:16:40 2010	Oklahoma City, OK	Cloudy 	32	1019.9	92	3	30	0	CALM	7:30	5:58	32
Tue Feb  2 09:16:41 2010	Nashville, TN	Rain 	34	*	100	2.5	34	0	CALM	6:48	5:13	34
Tue Feb  2 09:16:42 2010	Fort Worth, TX	Cloudy 	34	*	87	8	36	7	NNE	7:24	6:02	39
Tue Feb  2 09:16:43 2010	Phoenix, AZ	Cloudy 	56	1011.5	60	10	42	0	CALM	7:24	6:00	56
Tue Feb  2 09:16:44 2010	Portland, OR	Cloudy 	36	1012.2	96	10	41	10	ESE	7:32	5:17	42
Tue Feb  2 09:16:45 2010	Chicago, IL	Snow Shower	23	*	83	1.25	25	5	S	7:03	5:06	28
Tue Feb  2 09:16:46 2010	San Antonio, TX	Cloudy 	47	1017.9	93	3	45	3	NNE	7:23	6:12	47
Tue Feb  2 09:16:47 2010	Indianapolis, IN	Cloudy 	27	1020.0	61	10	21	7	SSE	7:52	6:04	33
Tue Feb  2 09:16:49 2010	Jacksonville, FL	Rain 	58	1015.7	100	6	58	6	N	7:17	6:03	58
Tue Feb  2 09:16:50 2010	Worthington, OH	Cloudy 	23	1022.1	63	10	19	5	SE	7:41	5:51	28
Tue Feb  2 09:16:51 2010	Dallas, TX	Cloudy 	38	1019.8	82	5	37	7	N	7:22	6:00	42
Tue Feb  2 09:16:52 2010	Houston, TX	Cloudy 	46	*	93	2.5	46	6	E	7:11	5:59	48
Tue Feb  2 09:16:53 2010	Seattle, WA	Rain 	44	1011.3	89	7	43	5	SSE	7:35	5:11	46
Tue Feb  2 09:16:54 2010	Milwaukee, WI	Snow Shower	26	1021.4	90	1.5	24	0	CALM	7:07	5:05	26
Tue Feb  2 09:16:55 2010	Detroit, MI	Partly Cloudy	19	1024.0	81	9	15	0	CALM	7:46	5:46	19
Tue Feb  2 09:16:56 2010	Philadelphia, PA	Mostly Clear	22	1025.6	54	10	15	5	NW	7:09	5:19	27
Tue Feb  2 09:59:59 2010	San Jose, CA	Mostly Cloudy	51	1012.9	77	10	44	0	CALM	7:11	5:32	51
Tue Feb  2 10:00:00 2010	Charlotte, NC	Cloudy 	36	1023.4	70	10	27	3	NNW	7:23	5:52	36
Tue Feb  2 10:00:01 2010	San Diego, CA	Partly Cloudy	56	1012.9	80	5	50	0	CALM	6:43	5:22	56
Tue Feb  2 10:00:02 2010	Edgewater, CO	Mostly Clear	32	*	38	10	9	3	WSW	7:08	5:20	32
Tue Feb  2 10:00:02 2010	Memphis, TN	Cloudy 	41	1019.4	79	10	35	0	CALM	6:59	5:29	41
Tue Feb  2 10:00:03 2010	Los Angeles, CA	Hazy 	57	1011.9	81	4	51	0	CALM	6:50	5:23	57
Tue Feb  2 10:00:04 2010	El Paso, TX	Mostly Cloudy	42	1012.1	68	10	34	5	E	6:59	5:40	44
Tue Feb  2 10:00:05 2010	Manhattan, NY	Mostly Clear	31	1024.4	37	10	12	3	W	7:06	5:13	31
