5	www.nytimes.com							
(Timestamp)	(Location)	(Temperature) (°F °C)	(Conditions)	Humidity (%)	Barometer (in)	Visibility (mi)	(Wind Speed) (mph)	Wind
Tue Feb  2 21:39:25 2010	Jacksonville	61 16 	Cloudy	75	29.91	10	9	WNW
Tue Feb  2 21:39:26 2010	Dallas	49 9 	Mostly Sunny	56	30.19	10	7	N
Tue Feb  2 21:39:27 2010	Houston	55 13 	Cloudy	83	30.12	7	9	NNE
Tue Feb  2 21:39:28 2010	Seattle	49 9 	Sunny	68	29.88	10	7	SSE
Tue Feb  2 21:39:29 2010	Milwaukee	28 -2 	Light Snow	86	29.96	3	0	CLM
Tue Feb  2 21:39:30 2010	Detroit	30 -1 	Light Snow/Fog	85	30.05	1	5	SE
Tue Feb  2 21:39:31 2010	Philadelphia	35 2 	Mostly Cloudy	43	30.21	10	3	E
Tue Feb  2 22:24:55 2010	San Jose	54 12 	Cloudy	80	29.83	8	0	CLM
Tue Feb  2 22:24:56 2010	Charlotte	37 3 	Mist	92	29.99	2	10	N
Tue Feb  2 22:24:57 2010	San Diego	63 17 	Mostly Sunny	57	29.79	9	5	WNW
Tue Feb  2 22:24:58 2010	Denver	47 8 	Partly Sunny	25	29.89	10	8	N
Tue Feb  2 22:24:59 2010	Los Angeles	63 17 	Sunny	46	29.77	8	7	S
Tue Feb  2 22:24:59 2010	Memphis	44 7 	Cloudy	65	30.15	10	10	NW
Tue Feb  2 22:25:00 2010	El Paso	62 17 	Partly Sunny	29	29.82	10	10	E
Tue Feb  2 22:25:01 2010	New York	33 1 	Mostly Cloudy	47	30.21	10	5	S
Tue Feb  2 22:25:02 2010	Baltimore	35 2 	Cloudy	69	30.13	8	7	ENE
Tue Feb  2 22:25:03 2010	Las Vegas	58 14 		34	29.81	10	5	E
Tue Feb  2 22:25:03 2010	Washington	40 4 	Cloudy	48	30.13	10	8	ESE
Tue Feb  2 22:25:04 2010	Austin	50 10 	Cloudy	87	30.11	6	14	NE
Tue Feb  2 22:25:05 2010	San Francisco	55 13 	Cloudy	75	29.84	9	3	ENE
Tue Feb  2 22:25:06 2010	Nashville	46 8 	Mostly Cloudy	57	30.07	10	7	WNW
Tue Feb  2 22:25:06 2010	Oklahoma City	35 2 	Cloudy	84	30.21	5	0	CLM
Tue Feb  2 22:25:07 2010	Fort Worth	50 10 		56	30.18	10	9	NE
Tue Feb  2 22:25:08 2010	Phoenix	68 20 	Mostly Cloudy	29	29.75	10	3	N
Tue Feb  2 22:25:09 2010	Portland	50 10 	Sunny	68	29.79	10	22	E
Tue Feb  2 22:25:10 2010	Chicago	32 0 	Cloudy	74	29.98	6	8	W
Tue Feb  2 22:25:10 2010	San Antonio	53 12 	Cloudy	85	30.07	6	9	ENE
Tue Feb  2 22:25:11 2010	Indianapolis	36 2 	Cloudy	69	29.98	10	6	WSW
Tue Feb  2 22:25:12 2010	Boston	30 -1 	Cloudy	44	30.21	10	6	S
Tue Feb  2 22:25:13 2010	Jacksonville	59 15 	Cloudy	77	29.92	10	9	WNW
Tue Feb  2 22:25:14 2010	Columbus	42 6 	Cloudy	39	29.97	10	6	SSE
Tue Feb  2 22:25:14 2010	Dallas	50 10 	Mostly Sunny	56	30.19	10	0	CLM
Tue Feb  2 22:25:15 2010	Houston	57 14 	Cloudy	77	30.13	10	10	NE
Tue Feb  2 22:25:16 2010	Seattle	50 10 	Sunny	65	29.86	10	6	SSE
Tue Feb  2 22:25:17 2010	Milwaukee	28 -2 	Light Snow	86	29.96	3	0	CLM
Tue Feb  2 22:25:18 2010	Detroit	30 -1 	Light Snow/Fog	86	30.02	1	0	CLM
Tue Feb  2 22:25:18 2010	Philadelphia	35 2 	Cloudy	47	30.19	10	6	E
Tue Feb  2 23:09:56 2010	San Jose	58 14 	Mostly Cloudy	69	29.83	9	3	SSW
Tue Feb  2 23:09:57 2010	Charlotte	37 3 	Rain	93	30	1	8	N
Tue Feb  2 23:09:58 2010	San Diego	63 17 		57	29.79	9	5	WNW
Tue Feb  2 23:09:59 2010	Denver	47 8 	Partly Sunny	25	29.89	10	8	N
Tue Feb  2 23:10:00 2010	Los Angeles	63 17 	Cloudy	46	29.77	8	7	S
Tue Feb  2 23:10:00 2010	Memphis	44 7 	Cloudy	65	30.15	10	10	NW
Tue Feb  2 23:10:01 2010	El Paso	62 17 	Partly Sunny	29	29.82	10	10	E
Tue Feb  2 23:10:02 2010	New York	33 1 	Cloudy	47	30.21	10	5	S
Tue Feb  2 23:10:03 2010	Baltimore	35 2 	Cloudy	69	30.13	8	7	ENE
Tue Feb  2 23:10:04 2010	Las Vegas	58 14 		34	29.81	10	5	E
Tue Feb  2 23:10:04 2010	Washington	40 4 	Cloudy	48	30.13	10	8	ESE
Tue Feb  2 23:10:05 2010	Austin	50 10 	Cloudy	87	30.13	5	10	NE
Tue Feb  2 23:10:06 2010	San Francisco	55 13 	Cloudy	72	29.84	10	3	N
Tue Feb  2 23:10:07 2010	Oklahoma City	35 2 	Cloudy	84	30.21	5	0	CLM
Tue Feb  2 23:10:08 2010	Fort Worth	50 10 		56	30.18	10	9	NE
Tue Feb  2 23:10:08 2010	Nashville	46 8 	Mostly Cloudy	57	30.07	10	7	WNW
Tue Feb  2 23:10:09 2010	Phoenix	68 20 	Cloudy	29	29.75	10	3	N
Tue Feb  2 23:10:10 2010	Portland	50 10 	Mostly Sunny	68	29.79	10	22	E
Tue Feb  2 23:10:11 2010	Chicago	32 0 	Cloudy	74	29.98	6	8	W
Tue Feb  2 23:10:12 2010	Indianapolis	36 2 	Cloudy	69	29.99	10	9	W
Tue Feb  2 23:10:12 2010	San Antonio	53 12 	Cloudy	85	30.07	6	9	ENE
Tue Feb  2 23:10:13 2010	Boston	30 -1 	Cloudy	44	30.21	10	6	S
Tue Feb  2 23:10:14 2010	Jacksonville	59 15 	Cloudy	77	29.92	10	9	WNW
Tue Feb  2 23:10:15 2010	Columbus	42 6 	Cloudy	39	29.97	10	6	SSE
Tue Feb  2 23:10:15 2010	Dallas	50 10 	Mostly Sunny	56	30.19	10	0	CLM
Tue Feb  2 23:10:16 2010	Houston	57 14 	Cloudy	77	30.13	10	10	NE
Tue Feb  2 23:10:17 2010	Seattle	50 10 	Mostly Sunny	65	29.86	10	6	SSE
Tue Feb  2 23:10:18 2010	Milwaukee	28 -2 	Light Snow	86	29.96	3	0	CLM
Tue Feb  2 23:10:19 2010	Detroit	30 -1 	Light Fog	86	30.02	2	5	SE
Tue Feb  2 23:10:19 2010	Philadelphia	35 2 	Cloudy	47	30.19	10	6	E
Tue Feb  2 23:55:07 2010	Charlotte	37 3 	Rain	92	30.01	2	8	N
Tue Feb  2 23:55:07 2010	San Jose	57 14 	Cloudy	71	29.81	8	6	NW
Tue Feb  2 23:55:08 2010	San Diego	63 17 	Sunny	55	29.78	10	9	SSW
Tue Feb  2 23:55:09 2010	Denver	48 9 	Partly Sunny	24	29.88	10	7	N
Tue Feb  2 23:55:10 2010	Memphis	43 6 	Cloudy	67	30.16	10	8	NNW
Tue Feb  2 23:55:11 2010	El Paso	63 17 		29	29.8	10	13	E
Tue Feb  2 23:55:11 2010	Los Angeles	63 17 	Mostly Cloudy	46	29.76	10	8	SSE
Tue Feb  2 23:55:12 2010	New York	33 1 	Mostly Cloudy	53	30.19	10	6	N
Tue Feb  2 23:55:13 2010	Baltimore	35 2 	Cloudy	69	30.13	8	7	E
Tue Feb  2 23:55:14 2010	Las Vegas	58 14 		34	29.8	10	7	ENE
Tue Feb  2 23:55:14 2010	Washington	38 3 	Cloudy	64	30.13	10	7	E
Tue Feb  2 23:55:15 2010	Austin	50 10 	Cloudy	87	30.15	5	7	ENE
Tue Feb  2 23:55:16 2010	San Francisco	54 12 	Cloudy	73	29.84	10	4	N
Tue Feb  2 23:55:17 2010	Oklahoma City	35 2 	Mostly Cloudy	81	30.2	5	0	CLM
Tue Feb  2 23:55:18 2010	Fort Worth	50 10 		53	30.17	10	9	NNE
Tue Feb  2 23:55:18 2010	Nashville	45 7 	Cloudy	57	30.09	10	6	WNW
Tue Feb  2 23:55:19 2010	Phoenix	69 21 	Sunny	29	29.73	10	8	S
Tue Feb  2 23:55:20 2010	Portland	50 10 	Sunny	65	29.77	10	23	E
Tue Feb  2 23:55:21 2010	Chicago	31 -1 	Light Snow	82	30.03	3	7	W
Tue Feb  2 23:55:22 2010	Indianapolis	34 1 	Cloudy	80	30	10	9	WSW
Tue Feb  2 23:55:22 2010	San Antonio	52 11 	Cloudy	89	30.08	6	9	ENE
Tue Feb  2 23:55:23 2010	Boston	29 -2 	Cloudy	53	30.22	10	10	SE
Tue Feb  2 23:55:24 2010	Jacksonville	58 14 	Cloudy	77	29.95	10	8	NNW
Tue Feb  2 23:55:25 2010	Columbus	41 5 	Cloudy	42	29.99	10	3	SSE
Tue Feb  2 23:55:26 2010	Dallas	51 11 		54	30.17	10	10	NNE
Tue Feb  2 23:55:26 2010	Houston	57 14 	Cloudy	77	30.13	10	9	NNE
Tue Feb  2 23:55:27 2010	Seattle	52 11 	Sunny	58	29.83	10	5	S
Tue Feb  2 23:55:28 2010	Milwaukee	30 -1 	Light Snow	80	29.97	4	0	CLM
Tue Feb  2 23:55:29 2010	Detroit	30 -1 	Light Snow/Fog	86	30.02	2	5	SE
Tue Feb  2 23:55:29 2010	Philadelphia	35 2 	Cloudy	49	30.18	10	6	E
Wed Feb  3 00:38:55 2010	San Jose	57 14 	Cloudy	71	29.82	8	7	N
Wed Feb  3 00:38:56 2010	Charlotte	37 3 	Rain	95	30	2	7	NE
Wed Feb  3 00:38:57 2010	Denver	45 7 		29	29.91	10	9	N
Wed Feb  3 00:38:57 2010	San Diego	61 16 	Sunny	66	29.78	10	8	W
Wed Feb  3 00:38:58 2010	Memphis	41 5 	Cloudy	70	30.18	10	8	NNW
Wed Feb  3 00:38:59 2010	Los Angeles	64 18 	Partly Sunny	42	29.76	10	6	SSE
Wed Feb  3 00:39:00 2010	El Paso	63 17 		31	29.78	10	9	ESE
Wed Feb  3 00:39:01 2010	Baltimore	34 1 	Light Snow	74	30.13	5	5	ENE
Wed Feb  3 00:39:01 2010	New York	33 1 	Cloudy	56	30.18	10	3	N
Wed Feb  3 00:39:02 2010	Las Vegas	59 15 		34	29.78	10	0	CLM
Wed Feb  3 00:39:03 2010	Washington	37 3 	Light Snow	69	30.12	10	9	NE
Wed Feb  3 00:39:04 2010	Austin	50 10 	Cloudy	87	30.15	5	7	NE
Wed Feb  3 00:39:04 2010	San Francisco	56 13 	Cloudy	74	29.85	9	2	NNW
Wed Feb  3 00:39:05 2010	Oklahoma City	35 2 	Cloudy	81	30.22	4	3	S
Wed Feb  3 00:39:06 2010	Nashville	44 7 	Cloudy	59	30.1	10	5	WNW
Wed Feb  3 00:39:07 2010	Fort Worth	49 9 		56	30.17	10	10	N
Wed Feb  3 00:39:08 2010	Phoenix	69 21 	Sunny	30	29.71	10	3	SSE
Wed Feb  3 00:39:08 2010	Portland	50 10 	Sunny	65	29.76	10	20	E
Wed Feb  3 00:39:09 2010	Chicago	31 -1 	Light Snow/Fog	85	30.03	3	6	W
Wed Feb  3 00:39:10 2010	San Antonio	51 11 	Mist	92	30.11	5	9	NE
Wed Feb  3 00:39:11 2010	Indianapolis	36 2 	Cloudy	70	30.02	7	5	W
Wed Feb  3 00:39:12 2010	Boston	29 -2 	Cloudy	46	30.22	10	8	SSW
Wed Feb  3 00:39:12 2010	Jacksonville	57 14 	Cloudy	77	29.97	10	7	NNW
Wed Feb  3 00:39:13 2010	Columbus	40 4 	Cloudy	42	30	10	3	SW
Wed Feb  3 00:39:14 2010	Dallas	50 10 		56	30.17	10	10	NNE
Wed Feb  3 00:39:15 2010	Houston	57 14 	Cloudy	74	30.15	10	9	NE
Wed Feb  3 00:39:16 2010	Milwaukee	28 -2 	Light Snow	92	29.98	3	0	CLM
Wed Feb  3 00:39:16 2010	Seattle	52 11 	Sunny	58	29.82	10	3	E
Wed Feb  3 00:39:17 2010	Detroit	28 -2 	Light Snow	91	30.02	2	3	SE
Wed Feb  3 00:39:18 2010	Philadelphia	34 1 	Cloudy	56	30.18	10	8	E
Wed Feb  3 01:25:58 2010	San Jose	59 15 	Cloudy	62	29.83	10	7	WNW
Wed Feb  3 01:25:59 2010	Charlotte	37 3 	Rain	93	29.99	2	3	N
Wed Feb  3 01:26:00 2010	San Diego	60 16 	Sunny	66	29.78	10	7	WNW
Wed Feb  3 01:26:01 2010	Denver	39 4 		40	29.93	10	7	N
Wed Feb  3 01:26:02 2010	Memphis	41 5 	Cloudy	70	30.2	10	5	NW
Wed Feb  3 01:26:03 2010	El Paso	61 16 	Mostly Cloudy	34	29.78	10	13	E
Wed Feb  3 01:26:03 2010	Los Angeles	63 17 	Sunny	44	29.75	10	7	SSW
Wed Feb  3 01:26:04 2010	New York	32 0 	Cloudy	60	30.17	10	7	N
Wed Feb  3 01:26:05 2010	Baltimore	33 1 	Light Snow	75	30.12	5	7	NE
Wed Feb  3 01:26:06 2010	Las Vegas	58 14 		35	29.78	10	5	NE
Wed Feb  3 01:26:07 2010	Austin	50 10 	Cloudy	87	30.17	5	3	ENE
Wed Feb  3 01:26:07 2010	Washington	34 1 	Light Snow	80	30.13	3	9	NE
Wed Feb  3 01:26:08 2010	San Francisco	56 13 	Mostly Cloudy	76	29.85	9	3	NNE
Wed Feb  3 01:26:09 2010	Oklahoma City	33 1 	Light Fog	84	30.21	3	7	S
Wed Feb  3 01:26:10 2010	Fort Worth	46 8 	Cloudy	65	30.16	10	10	NNE
Wed Feb  3 01:26:10 2010	Nashville	43 6 	Cloudy	62	30.12	10	5	WNW
Wed Feb  3 01:26:11 2010	Phoenix	69 21 	Sunny	30	29.71	10	7	SSE
Wed Feb  3 01:26:12 2010	Portland	49 9 	Sunny	68	29.76	10	18	E
Wed Feb  3 01:26:13 2010	Chicago	31 -1 	Light Snow/Fog	85	30.05	4	7	W
Wed Feb  3 01:26:14 2010	Indianapolis	32 0 	Cloudy	93	30.03	10	7	WSW
Wed Feb  3 01:26:14 2010	San Antonio	51 11 	Mist	89	30.11	3	10	NE
Wed Feb  3 01:26:15 2010	Boston	28 -2 		48	30.2	10	5	SSW
Wed Feb  3 01:26:16 2010	Jacksonville	56 13 	Cloudy	80	30	10	5	WNW
Wed Feb  3 01:26:17 2010	Columbus	41 5 	Cloudy	39	30	10	0	CLM
Wed Feb  3 01:26:18 2010	Dallas	49 9 		58	30.17	10	6	N
Wed Feb  3 01:26:18 2010	Houston	57 14 	Cloudy	74	30.17	10	7	NE
Wed Feb  3 01:26:19 2010	Seattle	51 11 	Sunny	65	29.81	10	3	WNW
Wed Feb  3 01:26:20 2010	Milwaukee	28 -2 	Light Snow	96	29.99	3	0	CLM
Wed Feb  3 01:26:21 2010	Detroit	29 -2 	Light Fog	88	30.05	2	0	CLM
Wed Feb  3 01:26:21 2010	Philadelphia	34 1 	Cloudy	58	30.18	10	6	ESE
Wed Feb  3 02:15:37 2010	San Jose	59 15 	Cloudy	62	29.83	10	7	WNW
Wed Feb  3 02:15:38 2010	Charlotte	37 3 	Rain	93	29.99	2	3	N
Wed Feb  3 02:15:39 2010	San Diego	60 16 	Cloudy	66	29.78	10	7	WNW
Wed Feb  3 02:15:40 2010	Denver	39 4 		40	29.93	10	7	N
Wed Feb  3 02:15:41 2010	Los Angeles	63 17 	Mostly Sunny	44	29.75	10	7	SSW
Wed Feb  3 02:15:41 2010	Memphis	41 5 	Cloudy	70	30.2	10	5	NW
Wed Feb  3 02:15:42 2010	El Paso	61 16 	Mostly Cloudy	34	29.78	10	13	E
Wed Feb  3 02:15:43 2010	New York	32 0 	Cloudy	60	30.17	10	7	N
Wed Feb  3 02:15:44 2010	Baltimore	32 0 	Light Snow	80	30.12	2	7	NE
Wed Feb  3 02:15:45 2010	Las Vegas	58 14 		35	29.78	10	5	NE
Wed Feb  3 02:15:45 2010	Washington	34 1 	Light Snow/Fog	80	30.12	2	7	NNE
Wed Feb  3 02:15:46 2010	Austin	50 10 	Cloudy	87	30.16	5	0	CLM
Wed Feb  3 02:15:47 2010	San Francisco	56 13 	Cloudy	75	29.85	9	3	E
Wed Feb  3 02:15:48 2010	Oklahoma City	34 1 	Light Fog	86	30.19	3	3	S
Wed Feb  3 02:15:49 2010	Fort Worth	46 8 	Cloudy	65	30.16	10	10	NNE
Wed Feb  3 02:15:49 2010	Nashville	43 6 	Cloudy	62	30.12	10	5	WNW
Wed Feb  3 02:15:50 2010	Phoenix	69 21 	Mostly Sunny	30	29.71	10	7	SSE
Wed Feb  3 02:15:51 2010	Portland	49 9 		68	29.76	10	18	E
Wed Feb  3 02:15:52 2010	Chicago	31 -1 	Light Snow/Fog	85	30.05	4	7	W
Wed Feb  3 02:15:52 2010	San Antonio	51 11 	Mist	89	30.11	3	10	NE
Wed Feb  3 02:15:53 2010	Indianapolis	32 0 	Cloudy	93	30.04	7	8	WSW
Wed Feb  3 02:15:54 2010	Boston	28 -2 		48	30.2	10	5	SSW
Wed Feb  3 02:15:55 2010	Jacksonville	56 13 	Cloudy	80	30	10	5	WNW
Wed Feb  3 02:15:56 2010	Columbus	41 5 	Cloudy	39	30	10	0	CLM
Wed Feb  3 02:15:56 2010	Dallas	49 9 	Cloudy	58	30.17	10	6	N
Wed Feb  3 02:15:57 2010	Houston	57 14 	Cloudy	74	30.17	10	7	NE
Wed Feb  3 02:15:58 2010	Seattle	51 11 	Mostly Sunny	65	29.81	10	3	WNW
Wed Feb  3 02:15:59 2010	Milwaukee	32 0 	Light Snow	82	29.99	4	5	W
Wed Feb  3 02:16:00 2010	Detroit	28 -2 	Light Snow/Fog	92	30.03	1	0	CLM
Wed Feb  3 02:16:00 2010	Philadelphia	34 1 	Cloudy	58	30.18	10	6	ESE
Wed Feb  3 03:02:42 2010	San Jose	57 14 	Cloudy	71	29.84	8	12	W
Wed Feb  3 03:02:43 2010	Charlotte	37 3 	Light Fog	93	30	2	5	N
Wed Feb  3 03:02:44 2010	Denver	36 2 		46	29.94	10	5	NNW
Wed Feb  3 03:02:44 2010	San Diego	58 14 		71	29.78	10	8	WNW
Wed Feb  3 03:02:46 2010	Los Angeles	63 17 	Partly Sunny	46	29.76	10	5	SSW
Wed Feb  3 03:02:46 2010	Memphis	39 4 	Cloudy	72	30.22	10	3	NW
Wed Feb  3 03:02:47 2010	El Paso	57 14 	Cloudy	41	29.8	10	10	ENE
Wed Feb  3 03:02:48 2010	New York	32 0 	Cloudy	63	30.17	9	8	SE
Wed Feb  3 03:02:49 2010	Baltimore	30 -1 	Snow/Fog	92	30.11	1	7	NE
Wed Feb  3 03:02:49 2010	Las Vegas	57 14 		38	29.78	10	5	E
Wed Feb  3 03:02:50 2010	Washington	34 1 	Light Snow/Fog	80	30.12	1	6	NNE
Wed Feb  3 03:02:51 2010	Austin	48 9 	Cloudy	93	30.16	5	0	CLM
Wed Feb  3 03:02:52 2010	San Francisco	55 13 	Cloudy	82	29.85	10	3	ESE
Wed Feb  3 03:02:53 2010	Nashville	42 6 	Cloudy	62	30.14	10	8	WNW
Wed Feb  3 03:02:53 2010	Oklahoma City	34 1 	Light Fog	86	30.22	3	5	SSE
Wed Feb  3 03:02:54 2010	Fort Worth	44 7 	Cloudy	67	30.2	10	6	N
Wed Feb  3 03:02:55 2010	Phoenix	67 19 	Mostly Sunny	33	29.71	10	6	SSE
Wed Feb  3 03:02:56 2010	Portland	46 8 	Partly Sunny	73	29.75	10	23	E
Wed Feb  3 03:02:57 2010	Chicago	32 0 	Light Snow	81	30.07	4	12	W
Wed Feb  3 03:02:57 2010	San Antonio	51 11 	Mist	89	30.1	3	8	ENE
Wed Feb  3 03:02:58 2010	Indianapolis	32 0 	Cloudy	93	30.06	7	9	W
Wed Feb  3 03:02:59 2010	Boston	26 -3 		55	30.2	10	6	S
Wed Feb  3 03:03:00 2010	Columbus	39 4 	Cloudy	48	30.01	10	3	N
Wed Feb  3 03:03:00 2010	Jacksonville	55 13 	Cloudy	76	30.01	10	5	NNW
Wed Feb  3 03:03:01 2010	Dallas	48 9 		60	30.21	10	0	CLM
Wed Feb  3 03:03:02 2010	Houston	56 13 	Cloudy	77	30.17	10	6	ENE
Wed Feb  3 03:03:03 2010	Seattle	49 9 	Mostly Sunny	68	29.81	10	0	CLM
Wed Feb  3 03:03:04 2010	Detroit	28 -2 	Light Snow/Fog	92	30.06	2	5	SE
Wed Feb  3 03:03:04 2010	Milwaukee	31 -1 	Cloudy	89	30.01	8	2	SW
Wed Feb  3 03:03:05 2010	Philadelphia	33 1 	Cloudy	63	30.17	10	6	E
Wed Feb  3 03:50:50 2010	Charlotte	37 3 	Light Fog	95	30.01	2	3	N
Wed Feb  3 03:50:50 2010	San Jose	55 13 	Cloudy	76	29.83	10	0	CLM
Wed Feb  3 03:50:51 2010	San Diego	57 14 		77	29.79	10	8	W
Wed Feb  3 03:50:52 2010	Denver	37 3 		44	29.94	10	6	WNW
Wed Feb  3 03:50:53 2010	Memphis	37 3 	Clear	75	30.24	10	3	WNW
Wed Feb  3 03:50:54 2010	El Paso	54 12 	Cloudy	46	29.8	10	9	ENE
Wed Feb  3 03:50:54 2010	Los Angeles	61 16 	Clear	47	29.76	10	3	SW
Wed Feb  3 03:50:55 2010	New York	30 -1 	Light Snow	80	30.17	3	6	ENE
Wed Feb  3 03:50:56 2010	Baltimore	30 -1 	Snow/Fog	95	30.11	1	3	NNE
Wed Feb  3 03:50:57 2010	Las Vegas	56 13 		40	29.78	10	5	NNE
Wed Feb  3 03:50:57 2010	Washington	33 1 	Light Snow/Fog	88	30.11	2	7	NNE
Wed Feb  3 03:50:58 2010	Austin	48 9 	Cloudy	93	30.17	5	5	NE
Wed Feb  3 03:50:59 2010	San Francisco	54 12 	Cloudy	83	29.85	10	2	NNW
Wed Feb  3 03:51:00 2010	Oklahoma City	33 1 	Light Fog	88	30.24	3	0	CLM
Wed Feb  3 03:51:01 2010	Fort Worth	41 5 		75	30.19	10	7	N
Wed Feb  3 03:51:01 2010	Nashville	41 5 	Cloudy	64	30.15	10	5	WNW
Wed Feb  3 03:51:02 2010	Phoenix	64 18 	Clear	39	29.7	10	0	CLM
Wed Feb  3 03:51:03 2010	Portland	45 7 	Cloudy	76	29.76	10	20	E
Wed Feb  3 03:51:04 2010	Chicago	30 -1 	Light Snow	78	30.09	5	13	W
Wed Feb  3 03:51:05 2010	Indianapolis	32 0 	Cloudy	93	30.07	7	12	W
Wed Feb  3 03:51:05 2010	San Antonio	52 11 	Cloudy	81	30.12	6	12	NE
Wed Feb  3 03:51:06 2010	Boston	27 -3 		55	30.2	10	7	S
Wed Feb  3 03:51:07 2010	Jacksonville	55 13 	Cloudy	77	30.02	10	5	NNW
Wed Feb  3 03:51:08 2010	Columbus	37 3 	Cloudy	56	30.02	10	5	N
Wed Feb  3 03:51:09 2010	Dallas	44 7 		73	30.2	10	5	NE
Wed Feb  3 03:51:09 2010	Houston	56 13 	Cloudy	77	30.18	10	6	ENE
Wed Feb  3 03:51:10 2010	Seattle	47 8 	Clear	68	29.8	10	0	CLM
Wed Feb  3 03:51:11 2010	Milwaukee	28 -2 	Light Snow	92	30.03	3	6	W
Wed Feb  3 03:51:14 2010	Detroit	28 -2 	Light Snow/Fog	92	30.03	2	3	S
Wed Feb  3 03:51:14 2010	Philadelphia	33 1 	Cloudy	63	30.15	10	5	NE
Wed Feb  3 04:34:23 2010	Charlotte	37 3 	Light Fog	95	30.02	2	0	CLM
Wed Feb  3 04:34:23 2010	San Jose	54 12 	Cloudy	81	29.84	10	7	WNW
Wed Feb  3 04:34:24 2010	San Diego	56 13 	Mostly Cloudy	80	29.8	9	6	NW
Wed Feb  3 04:34:25 2010	Denver	37 3 		44	29.94	10	3	WSW
Wed Feb  3 04:34:26 2010	Memphis	36 2 	Clear	78	30.25	10	0	CLM
Wed Feb  3 04:34:27 2010	El Paso	53 12 	Cloudy	50	29.8	10	12	E
Wed Feb  3 04:34:27 2010	Los Angeles	58 14 	Clear	57	29.76	10	0	CLM
Wed Feb  3 04:34:28 2010	New York	30 -1 	Light Snow	81	30.13	2	5	NE
Wed Feb  3 04:34:29 2010	Baltimore	30 -1 	Snow/Fog	100	30.1	1	5	N
Wed Feb  3 04:34:30 2010	Las Vegas	53 12 		48	29.79	10	6	N
Wed Feb  3 04:34:31 2010	Austin	50 10 	Cloudy	87	30.17	5	7	NNE
Wed Feb  3 04:34:31 2010	Washington	32 0 	Light Snow/Fog	92	30.1	1	6	N
Wed Feb  3 04:34:32 2010	San Francisco	54 12 	Cloudy	84	29.86	10	2	NNW
Wed Feb  3 04:34:33 2010	Oklahoma City	32 0 	Foggy	86	30.21	1	5	ESE
Wed Feb  3 04:34:34 2010	Fort Worth	41 5 		75	30.22	10	0	CLM
Wed Feb  3 04:34:34 2010	Nashville	40 4 	Cloudy	67	30.18	10	8	WNW
Wed Feb  3 04:34:35 2010	Phoenix	60 16 	Clear	49	29.71	10	0	CLM
Wed Feb  3 04:34:36 2010	Portland	45 7 	Partly Cloudy	76	29.77	10	24	E
Wed Feb  3 04:34:37 2010	Chicago	28 -2 	Light Snow	77	30.11	5	10	W
Wed Feb  3 04:34:38 2010	Indianapolis	32 0 	Cloudy	93	30.07	7	12	W
Wed Feb  3 04:34:38 2010	San Antonio	51 11 	Cloudy	85	30.11	9	10	NE
Wed Feb  3 04:34:39 2010	Boston	26 -3 		60	30.18	10	8	SSW
Wed Feb  3 04:34:40 2010	Jacksonville	54 12 	Cloudy	77	30.03	10	7	NNW
Wed Feb  3 04:34:41 2010	Columbus	37 3 	Cloudy	56	30.02	10	3	N
Wed Feb  3 04:34:42 2010	Dallas	44 7 	Mostly Clear	73	30.22	10	7	E
Wed Feb  3 04:34:42 2010	Houston	56 13 	Cloudy	77	30.19	10	6	ENE
Wed Feb  3 04:34:43 2010	Seattle	48 9 	Clear	65	29.79	10	3	ENE
Wed Feb  3 04:34:44 2010	Milwaukee	28 -2 	Light Snow	92	30.03	4	5	W
Wed Feb  3 04:34:45 2010	Detroit	28 -2 	Light Snow/Fog	92	30.06	2	3	S
Wed Feb  3 04:34:46 2010	Philadelphia	33 1 	Cloudy	63	30.13	10	5	NNE
Wed Feb  3 05:23:07 2010	Charlotte	37 3 	Light Fog	95	30.05	2	3	NW
Wed Feb  3 05:23:07 2010	San Jose	54 12 	Mostly Cloudy	87	29.84	10	0	CLM
Wed Feb  3 05:23:08 2010	San Diego	56 13 	Cloudy	83	29.81	8	5	NNW
Wed Feb  3 05:23:09 2010	Denver	34 1 		51	29.92	10	5	SW
Wed Feb  3 05:23:10 2010	Memphis	36 2 	Clear	75	30.25	10	0	CLM
Wed Feb  3 05:23:11 2010	El Paso	50 10 	Cloudy	60	29.78	10	12	E
Wed Feb  3 05:23:11 2010	Los Angeles	56 13 	Clear	69	29.77	10	3	NW
Wed Feb  3 05:23:12 2010	New York	29 -2 	Light Snow/Fog	88	30.12	2	3	NNE
Wed Feb  3 05:23:13 2010	Baltimore	30 -1 	Light Snow/Fog	100	30.07	1	5	N
Wed Feb  3 05:23:14 2010	Las Vegas	52 11 		48	29.79	10	3	W
Wed Feb  3 05:23:15 2010	Austin	50 10 	Cloudy	87	30.17	7	10	NE
Wed Feb  3 05:23:15 2010	Washington	33 1 	Light Snow/Fog	88	30.09	1	5	NNE
Wed Feb  3 05:23:16 2010	San Francisco	53 12 	Cloudy	85	29.85	10	2	WNW
Wed Feb  3 05:23:17 2010	Oklahoma City	31 -1 	Dense Fog	92	30.24	0	3	SSE
Wed Feb  3 05:23:18 2010	Nashville	39 4 	Cloudy	66	30.21	10	7	NW
Wed Feb  3 05:23:19 2010	Fort Worth	38 3 		82	30.21	10	3	ENE
Wed Feb  3 05:23:19 2010	Phoenix	60 16 	Clear	47	29.7	10	9	NNE
