17	www.findlocalweather.com									
(Timestamp)	(Location)	(Conditions)	Temp (°F)	Humidity (%)	(Wind Direction)	Wind Speed (mph)	Barometer (in.)	Dewpoint (°F)	Heat Index (°F) 	Wind Chill (°F)
Tue Feb  2 14:15:57 2010	 San Jose CA 	Mostly Cloudy	46	87	N/A		29.85	43	46	46
Tue Feb  2 14:15:58 2010	 Charlotte NC 	Rain	36	81	N	5	30.09	30	36	32
Tue Feb  2 14:15:59 2010	 San Diego CA 	Hazy	54	82	N	3	29.88	48	54	54
Tue Feb  2 14:16:00 2010	 Denver CO 	Partly Cloudy	25	59	S	14	29.97	12	25	14
Tue Feb  2 14:16:01 2010	 Memphis TN 	Overcast	37	87	N/A		30.12	34	37	37
Tue Feb  2 14:16:02 2010	 Los Angeles CA 	Hazy	55	88	N/A		29.85	52	55	55
Tue Feb  2 14:16:03 2010	 El Paso TX 	Mostly Cloudy	41	66	N	10	30	30	41	35
Tue Feb  2 14:16:04 2010	 New York City NY 	Clear	28	43	N/A		30.3	9	28	28
Tue Feb  2 14:16:05 2010	 Baltimore MD 	Fair	30	69	N/A		30.27	21	30	30
Tue Feb  2 14:16:06 2010	 Las Vegas NV 	Partly Cloudy	45	66	N	3	29.91	34	45	44
Tue Feb  2 14:16:07 2010	 Washington DC 	Overcast	30	69	N/A		30.24	21	30	30
Tue Feb  2 14:16:08 2010	 Austin TX 	Fog And Mist	45	100	N/A		30.12	45	45	45
Tue Feb  2 14:16:09 2010	 San Francisco CA 	Partly Cloudy	48	82	E	8	29.88	43	48	45
Tue Feb  2 14:16:10 2010	 Oklahoma City OK 	Overcast	34	81	NNW	7	30.15	28	34	28
Tue Feb  2 14:16:11 2010	 Nashville TN 	Drizzle	36	100	N/A		30.09	36	36	36
Tue Feb  2 14:16:13 2010	 Fort Worth TX 	Overcast	41	81	Variable	3	30.21	36	41	39
Tue Feb  2 14:16:14 2010	 Phoenix AZ 	Partly Cloudy	52	77	SE	3	29.88	45	52	52
Tue Feb  2 14:16:15 2010	 Portland OR 	Mostly Cloudy	39	93	ESE	6	29.88	37	39	35
Tue Feb  2 14:16:16 2010	 Chicago IL 	Light Snow	28	93	SE	6	30.03	27	28	23
Tue Feb  2 14:16:17 2010	 San Antonio TX 	Fog And Mist	48	94	NE	6	30.09	46	48	46
Tue Feb  2 14:16:18 2010	 Indianapolis IN 	Mostly Cloudy	30	80	E	3	30.03	25	30	27
Tue Feb  2 14:16:18 2010	 Boston MA 	Partly Cloudy	25	54	WNW	7	30.27	10	25	18
Tue Feb  2 14:16:20 2010	 Jacksonville FL 	Overcast	57	100	NW	7	29.97	57	57	56
Tue Feb  2 14:16:20 2010	 Columbus OH 	Overcast	28	86	N/A		30.09	25	28	28
Tue Feb  2 14:16:21 2010	 Dallas TX 	Overcast	43	76	N	8	30.18	36	43	38
Tue Feb  2 14:16:22 2010	 Houston TX 	Fog And Mist	48	87	NE	10	30.09	45	48	44
Tue Feb  2 14:16:23 2010	 Seattle WA 	Mostly Cloudy	43	87	SE	6	29.85	39	43	40
Tue Feb  2 14:16:24 2010	 Milwaukee WI 	Light Snow	28	93	N/A		30.03	27	28	28
Tue Feb  2 14:16:25 2010	 Detroit MI 	Overcast	25	74	ESE	5	30.15	18	25	20
Tue Feb  2 14:16:26 2010	 Philadelphia PA 	Overcast	27	74	ENE	5	30.27	19	27	22
Tue Feb  2 15:00:12 2010	 San Jose CA 	Mostly Cloudy	46	87	N/A		29.85	43	46	46
Tue Feb  2 15:00:13 2010	 Charlotte NC 	Rain	36	81	N	5	30.09	30	36	32
Tue Feb  2 15:00:14 2010	 San Diego CA 	Hazy	54	82	N	3	29.88	48	54	54
Tue Feb  2 15:00:15 2010	 Denver CO 	Partly Cloudy	25	59	S	14	29.97	12	25	14
Tue Feb  2 15:00:16 2010	 Memphis TN 	Overcast	37	87	N/A		30.12	34	37	37
Tue Feb  2 15:00:17 2010	 Los Angeles CA 	Hazy	55	88	N/A		29.85	52	55	55
Tue Feb  2 15:00:18 2010	 El Paso TX 	Mostly Cloudy	41	66	N	10	30	30	41	35
Tue Feb  2 15:00:20 2010	 New York City NY 	Clear	28	43	N/A		30.3	9	28	28
Tue Feb  2 15:00:21 2010	 Baltimore MD 	Fair	30	69	N/A		30.27	21	30	30
Tue Feb  2 15:00:23 2010	 Las Vegas NV 	Partly Cloudy	45	66	N	3	29.91	34	45	44
Tue Feb  2 15:00:24 2010	 Washington DC 	Overcast	30	69	N/A		30.24	21	30	30
Tue Feb  2 15:00:25 2010	 Austin TX 	Fog And Mist	46	93	N/A		30.15	45	46	46
Tue Feb  2 15:00:26 2010	 San Francisco CA 	Partly Cloudy	48	82	E	8	29.88	43	48	45
Tue Feb  2 15:00:27 2010	 Oklahoma City OK 	Overcast	34	81	NNW	7	30.15	28	34	28
Tue Feb  2 15:00:28 2010	 Nashville TN 	Drizzle	36	100	N/A		30.09	36	36	36
Tue Feb  2 15:00:29 2010	 Fort Worth TX 	Overcast	41	81	Variable	3	30.21	36	41	39
Tue Feb  2 15:00:30 2010	 Phoenix AZ 	Partly Cloudy	52	77	SE	3	29.88	45	52	52
Tue Feb  2 15:00:31 2010	 Portland OR 	Mostly Cloudy	39	93	ESE	6	29.88	37	39	35
Tue Feb  2 15:00:32 2010	 Chicago IL 	Light Snow	28	93	SE	7	30.03	27	28	22
Tue Feb  2 15:00:33 2010	 San Antonio TX 	Fog And Mist	48	94	NE	9	30.09	46	48	44
Tue Feb  2 15:00:34 2010	 Indianapolis IN 	Mostly Cloudy	30	80	E	3	30.03	25	30	27
Tue Feb  2 15:00:35 2010	 Boston MA 	Partly Cloudy	25	54	WNW	7	30.27	10	25	18
Tue Feb  2 15:00:37 2010	 Jacksonville FL 	Overcast	57	100	N/A		29.97	57	57	57
Tue Feb  2 15:00:38 2010	 Columbus OH 	Overcast	28	86	N/A		30.09	25	28	28
Tue Feb  2 15:00:39 2010	 Dallas TX 	Overcast	43	76	N	8	30.18	36	43	38
Tue Feb  2 15:00:40 2010	 Houston TX 	Fog And Mist	48	87	NNE	9	30.12	45	48	44
Tue Feb  2 15:00:41 2010	 Seattle WA 	Mostly Cloudy	43	87	SE	6	29.85	39	43	40
Tue Feb  2 15:00:43 2010	 Milwaukee WI 	Light Snow	28	93	N/A		30.03	27	28	28
Tue Feb  2 15:00:44 2010	 Detroit MI 	Overcast	25	74	ESE	5	30.15	18	25	20
Tue Feb  2 15:00:45 2010	 Philadelphia PA 	Overcast	27	74	ENE	5	30.27	19	27	22
Tue Feb  2 15:46:41 2010	 San Jose CA 	Mostly Cloudy	46	87	N/A		29.85	43	46	46
Tue Feb  2 15:46:42 2010	 Charlotte NC 	Rain	34	87	N	14	30.12	30	34	25
Tue Feb  2 15:46:43 2010	 San Diego CA 	Hazy	54	82	N/A		29.88	48	54	54
Tue Feb  2 15:46:44 2010	 Denver CO 	Partly Cloudy	25	59	S	13	29.97	12	25	14
Tue Feb  2 15:46:45 2010	 Memphis TN 	Mostly Cloudy	39	81	N/A		30.12	34	39	39
Tue Feb  2 15:46:46 2010	 Los Angeles CA 	Hazy	55	82	N/A		29.85	50	55	55
Tue Feb  2 15:46:48 2010	 El Paso TX 	Mostly Cloudy	41	66	N	10	30.03	30	41	35
Tue Feb  2 15:46:50 2010	 New York City NY 	Mostly Cloudy	28	47	Variable	3	30.3	10	28	25
Tue Feb  2 15:46:51 2010	 Baltimore MD 	Fair	30	69	N/A		30.24	21	30	30
Tue Feb  2 15:46:52 2010	 Las Vegas NV 	Overcast	45	66	NW	3	29.91	34	45	44
Tue Feb  2 15:46:53 2010	 Washington DC 	Overcast	30	80	ENE	6	30.24	25	30	25
Tue Feb  2 15:46:54 2010	 Austin TX 	Fog And Mist	46	93	N/A		30.15	45	46	46
Tue Feb  2 15:46:56 2010	 San Francisco CA 	Partly Cloudy	46	82	N/A		29.88	41	46	46
Tue Feb  2 15:46:57 2010	 Oklahoma City OK 	Overcast	34	81	NNW	8	30.18	28	34	28
Tue Feb  2 15:46:58 2010	 Nashville TN 	Drizzle	36	100	N/A		30.09	36	36	36
Tue Feb  2 15:46:59 2010	 Fort Worth TX 	Overcast	43	76	Variable	6	30.24	36	43	40
Tue Feb  2 15:47:00 2010	 Phoenix AZ 	Mostly Cloudy	54	58	N/A		29.88	39	54	54
Tue Feb  2 15:47:01 2010	 Portland OR 	Mostly Cloudy	39	100	N/A		29.88	39	39	39
Tue Feb  2 15:47:02 2010	 Chicago IL 	Light Snow	28	86	SE	8	30.03	25	28	21
Tue Feb  2 15:47:04 2010	 San Antonio TX 	Fog And Mist	48	94	NE	7	30.09	46	48	46
Tue Feb  2 15:47:05 2010	 Indianapolis IN 	Mostly Cloudy	32	75	E	6	30.06	25	32	27
Tue Feb  2 15:47:06 2010	 Boston MA 	Partly Cloudy	27	50	NW	7	30.27	10	27	20
Tue Feb  2 15:47:08 2010	 Jacksonville FL 	Light Rain	59	94	S	5	29.97	57	59	59
Tue Feb  2 15:47:09 2010	 Columbus OH 	Overcast	30	75	E	7	30.09	23	30	24
Tue Feb  2 15:47:10 2010	 Dallas TX 	Overcast	43	76	N	9	30.21	36	43	38
Tue Feb  2 15:47:11 2010	 Houston TX 	Hazy	50	82	NE	8	30.12	45	50	47
Tue Feb  2 15:47:12 2010	 Seattle WA 	Mostly Cloudy	43	93	SE	6	29.88	41	43	40
Tue Feb  2 15:47:13 2010	 Milwaukee WI 	Snow	30	86	S	6	30.03	27	30	25
Tue Feb  2 15:47:14 2010	 Detroit MI 	Fog And Mist	25	80	SE	7	30.15	19	25	18
Tue Feb  2 15:47:15 2010	 Philadelphia PA 	Overcast	30	55	ENE	8	30.3	16	30	23
Tue Feb  2 16:32:07 2010	 San Jose CA 	Mostly Cloudy	46	87	N/A		29.88	43	46	46
Tue Feb  2 16:32:07 2010	 Charlotte NC 	Rain	34	93	N	10	30.12	32	34	27
Tue Feb  2 16:32:11 2010	 San Diego CA 	Hazy	54	82	NE	3	29.85	48	54	54
Tue Feb  2 16:32:12 2010	 Denver CO 	Partly Cloudy	27	54	S	14	29.97	12	27	16
Tue Feb  2 16:32:13 2010	 Memphis TN 	Overcast	39	81	W	5	30.15	34	39	36
Tue Feb  2 16:32:14 2010	 Los Angeles CA 	Hazy	55	82	N/A		29.85	50	55	55
Tue Feb  2 16:32:16 2010	 El Paso TX 	Partly Cloudy	45	53	N	10	30.03	28	45	40
Tue Feb  2 16:32:20 2010	 New York City NY 	Clear	28	47	N/A		30.3	10	28	28
Tue Feb  2 16:32:21 2010	 Baltimore MD 	Fair	34	65	N/A		30.24	23	34	34
Tue Feb  2 16:32:30 2010	 Las Vegas NV 	Partly Cloudy	43	71	NW	3	29.94	34	43	41
Tue Feb  2 16:32:30 2010	 Washington DC 	Overcast	34	70	NE	5	30.21	25	34	30
Tue Feb  2 16:32:31 2010	 Austin TX 	Fog And Mist	46	93	NE	6	30.15	45	46	44
Tue Feb  2 16:35:31 2010										
Tue Feb  2 16:35:32 2010	 Oklahoma City OK 	Overcast	34	81	NNW	6	30.18	28	34	29
Tue Feb  2 16:35:33 2010	 Nashville TN 	Drizzle	37	93	NNW	3	30.12	36	37	35
Tue Feb  2 16:35:34 2010	 Fort Worth TX 	Overcast	45	66	N	5	30.27	34	45	43
Tue Feb  2 16:35:35 2010	 Phoenix AZ 	Mostly Cloudy	54	58	ESE	6	29.88	39	54	52
Tue Feb  2 16:36:01 2010	 Portland OR 	Mostly Cloudy	39	100	N/A		29.88	39	39	39
Tue Feb  2 16:36:04 2010	 Chicago IL 	Light Snow	28	86	SE	8	30.03	25	28	21
Tue Feb  2 16:36:06 2010	 San Antonio TX 	Fog And Mist	48	94	NE	12	30.12	46	48	44
Tue Feb  2 16:36:07 2010	 Indianapolis IN 	Mostly Cloudy	34	65	SE	6	30.03	23	34	29
Tue Feb  2 16:36:15 2010	 Boston MA 	Partly Cloudy	28	43	NNW	13	30.27	9	28	19
Tue Feb  2 16:36:17 2010	 Jacksonville FL 	Rain	59	94	W	3	29.97	57	59	59
Tue Feb  2 16:36:18 2010	 Columbus OH 	Overcast	32	64	SE	3	30.09	21	32	29
Tue Feb  2 16:36:19 2010	 Dallas TX 	Overcast	43	71	N	9	30.21	34	43	38
Tue Feb  2 16:36:30 2010	 Houston TX 	Fog And Mist	50	88	NE	12	30.15	46	50	46
Tue Feb  2 16:36:39 2010	 Seattle WA 	Mostly Cloudy	43	87	SE	5	29.88	39	43	40
Tue Feb  2 16:36:40 2010	 Milwaukee WI 	Light Snow	28	93	S	5	30.03	27	28	24
Tue Feb  2 16:39:40 2010										
Tue Feb  2 16:39:48 2010	 Philadelphia PA 	Overcast	30	51	ENE	8	30.3	14	30	23
Tue Feb  2 17:26:09 2010	 San Jose CA 	Mostly Cloudy	48	87	N/A		29.88	45	48	48
Tue Feb  2 17:26:10 2010	 Charlotte NC 	Rain	36	93	N	12	30.09	34	36	28
Tue Feb  2 17:26:10 2010	 San Diego CA 	Hazy	54	82	N/A		29.85	48	54	54
Tue Feb  2 17:26:18 2010	 Denver CO 	Partly Cloudy	32	40	SSE	16	29.97	10	32	22
Tue Feb  2 17:26:19 2010	 Memphis TN 	Overcast	41	76	W	3	30.15	34	41	39
Tue Feb  2 17:26:29 2010	 Los Angeles CA 	Hazy	55	82	NNE	3	29.85	50	55	55
Tue Feb  2 17:26:37 2010	 El Paso TX 	Partly Cloudy	48	46	N	10	30.03	28	48	44
Tue Feb  2 17:26:41 2010	 New York City NY 	Mostly Cloudy	30	43	SE	9	30.27	10	30	23
Tue Feb  2 17:26:46 2010	 Baltimore MD 	Fair	36	60	N/A		30.21	23	36	36
Tue Feb  2 17:26:48 2010	 Las Vegas NV 	Partly Cloudy	45	66	N	3	29.94	34	45	44
Tue Feb  2 17:26:52 2010	 Washington DC 	Overcast	36	60	N/A		30.21	23	36	36
Tue Feb  2 17:26:53 2010	 Austin TX 	Fog And Mist	48	87	N/A		30.18	45	48	48
Tue Feb  2 17:26:54 2010	 San Francisco CA 	Mostly Cloudy	46	87	ENE	3	29.88	43	46	46
Tue Feb  2 17:26:55 2010	 Oklahoma City OK 	Overcast	34	81	N/A		30.21	28	34	34
Tue Feb  2 17:26:56 2010	 Nashville TN 	Fog	37	100	N/A		30.12	37	37	37
Tue Feb  2 17:27:00 2010	 Fort Worth TX 	Overcast	45	66	N	6	30.27	34	45	42
Tue Feb  2 17:27:01 2010	 Phoenix AZ 	Overcast	55	55	E	6	29.88	39	55	55
Tue Feb  2 17:27:04 2010	 Portland OR 	Mostly Cloudy	39	100	N/A		29.88	39	39	39
Tue Feb  2 17:27:05 2010	 Chicago IL 	Light Snow	28	93	S	5	30.03	27	28	24
Tue Feb  2 17:27:09 2010	 San Antonio TX 	Fog And Mist	48	94	NE	10	30.15	46	48	44
Tue Feb  2 17:27:13 2010	 Indianapolis IN 	Mostly Cloudy	36	56	SSE	6	30.03	21	36	31
Tue Feb  2 17:27:14 2010	 Boston MA 	Mostly Cloudy	28	43	Variable	6	30.27	9	28	23
Tue Feb  2 17:27:15 2010	 Jacksonville FL 	Light Rain	59	94	WNW	5	29.97	57	59	59
Tue Feb  2 17:27:19 2010	 Columbus OH 	Overcast	34	60	Variable	3	30.09	21	34	31
Tue Feb  2 17:27:20 2010	 Dallas TX 	Overcast	43	71	N	8	30.24	34	43	38
Tue Feb  2 17:27:27 2010	 Houston TX 	Overcast	52	82	NE	12	30.15	46	52	48
Tue Feb  2 17:27:28 2010	 Seattle WA 	Partly Cloudy	39	93	N/A		29.88	37	39	39
Tue Feb  2 17:27:29 2010	 Milwaukee WI 	Light Snow	30	86	S	7	30	27	30	24
Tue Feb  2 17:27:30 2010	 Detroit MI 	Light Snow	27	80	ESE	7	30.12	21	27	20
Tue Feb  2 17:27:31 2010	 Philadelphia PA 	Overcast	34	44	E	10	30.24	14	34	27
Tue Feb  2 18:12:23 2010	 San Jose CA 	Mostly Cloudy	48	87	N/A		29.88	45	48	48
Tue Feb  2 18:12:24 2010	 Charlotte NC 	Light Rain	36	93	NNE	10	30.06	34	36	29
Tue Feb  2 18:12:25 2010	 San Diego CA 	Hazy	55	77	N/A		29.85	48	55	55
Tue Feb  2 18:12:26 2010	 Denver CO 	Partly Cloudy	37	33	SW	12	29.97	10	37	31
Tue Feb  2 18:12:27 2010	 Memphis TN 	Overcast	45	71	NW	7	30.15	36	45	41
Tue Feb  2 18:12:28 2010	 Los Angeles CA 	Hazy	57	77	N/A		29.85	50	57	57
Tue Feb  2 18:12:29 2010	 El Paso TX 	Partly Cloudy	52	44	N	6	30.03	30	52	50
Tue Feb  2 18:12:30 2010	 New York City NY 	Mostly Cloudy	32	44	Variable	5	30.24	12	32	28
Tue Feb  2 18:12:31 2010	 Baltimore MD 	Fair	34	65	N/A		30.21	23	34	34
Tue Feb  2 18:12:32 2010	 Las Vegas NV 	Clear	48	58	N/A		29.94	34	48	48
Tue Feb  2 18:12:33 2010	 Washington DC 	Overcast	36	56	N/A		30.21	21	36	36
Tue Feb  2 18:12:34 2010	 Austin TX 	Fog And Mist	50	88	N/A		30.21	46	50	50
Tue Feb  2 18:12:35 2010	 San Francisco CA 	Mostly Cloudy	52	72	N	3	29.91	43	52	52
Tue Feb  2 18:12:36 2010	 Oklahoma City OK 	Overcast	36	81	N/A		30.24	30	36	36
Tue Feb  2 18:12:37 2010	 Nashville TN 	Fog	37	100	N/A		30.09	37	37	37
Tue Feb  2 18:12:38 2010	 Fort Worth TX 	Overcast	45	66	NNE	5	30.27	34	45	43
Tue Feb  2 18:12:39 2010	 Phoenix AZ 	Mostly Cloudy	61	42	E	5	29.88	37	61	61
Tue Feb  2 18:12:40 2010	 Portland OR 	Fog And Mist	41	93	NW	3	29.88	39	41	39
Tue Feb  2 18:12:41 2010	 Chicago IL 	Light Snow	30	86	N/A		30	27	30	30
Tue Feb  2 18:12:42 2010	 San Antonio TX 	Fog And Mist	50	88	NE	10	30.15	46	50	46
Tue Feb  2 18:12:43 2010	 Indianapolis IN 	Overcast	37	52	SSE	5	30	21	37	34
Tue Feb  2 18:12:44 2010	 Boston MA 	Overcast	28	43	Variable	5	30.24	9	28	24
Tue Feb  2 18:12:45 2010	 Jacksonville FL 	Overcast	61	88	W	10	29.97	57	61	60
Tue Feb  2 18:12:47 2010	 Columbus OH 	Overcast	36	52	E	5	30.06	19	36	32
Tue Feb  2 18:12:47 2010	 Dallas TX 	Mostly Cloudy	45	66	N	9	30.24	34	45	40
Tue Feb  2 18:12:49 2010	 Houston TX 	Light Rain	54	77	ENE	3	30.18	46	54	54
Tue Feb  2 18:12:50 2010	 Seattle WA 	Partly Cloudy	45	87	Variable	5	29.88	41	45	43
Tue Feb  2 18:12:51 2010	 Milwaukee WI 	Light Snow	30	86	SW	7	30	27	30	24
Tue Feb  2 18:12:53 2010	 Detroit MI 	Light Snow	27	86	ESE	7	30.09	23	27	20
Tue Feb  2 18:12:53 2010	 Philadelphia PA 	Overcast	36	38	ESE	8	30.24	12	36	30
Tue Feb  2 18:56:26 2010	 San Jose CA 	Mostly Cloudy	48	87	N/A		29.88	45	48	48
Tue Feb  2 18:56:27 2010	 Charlotte NC 	Fog And Mist	36	93	N	12	30.03	34	36	28
Tue Feb  2 18:56:28 2010	 San Diego CA 	Hazy	55	77	N/A		29.85	48	55	55
Tue Feb  2 18:56:30 2010	 Denver CO 	Partly Cloudy	37	33	SW	12	29.97	10	37	31
Tue Feb  2 18:56:30 2010	 Memphis TN 	Overcast	45	71	NW	7	30.15	36	45	41
Tue Feb  2 18:56:31 2010	 Los Angeles CA 	Hazy	57	77	N/A		29.85	50	57	57
Tue Feb  2 18:56:32 2010	 El Paso TX 	Partly Cloudy	52	44	N	6	30.03	30	52	50
Tue Feb  2 18:56:34 2010	 New York City NY 	Mostly Cloudy	32	44	Variable	5	30.24	12	32	28
Tue Feb  2 18:56:35 2010	 Baltimore MD 	Fair	34	65	N/A		30.21	23	34	34
Tue Feb  2 18:56:35 2010	 Las Vegas NV 	Clear	48	58	N/A		29.94	34	48	48
Tue Feb  2 18:56:36 2010	 Washington DC 	Overcast	36	56	N/A		30.21	21	36	36
Tue Feb  2 18:56:37 2010	 Austin TX 	Fog And Mist	50	88	N/A		30.21	46	50	50
Tue Feb  2 18:56:38 2010	 San Francisco CA 	Mostly Cloudy	52	72	N	3	29.91	43	52	52
Tue Feb  2 18:56:39 2010	 Oklahoma City OK 	Overcast	36	81	N/A		30.24	30	36	36
Tue Feb  2 18:56:40 2010	 Nashville TN 	Fog And Mist	39	93	N/A		30.09	37	39	39
Tue Feb  2 18:56:41 2010	 Fort Worth TX 	Overcast	45	66	NNE	5	30.27	34	45	43
Tue Feb  2 18:56:42 2010	 Phoenix AZ 	Mostly Cloudy	61	42	E	5	29.88	37	61	61
Tue Feb  2 18:56:43 2010	 Portland OR 	Fog And Mist	41	93	NW	3	29.88	39	41	39
Tue Feb  2 18:56:45 2010	 Chicago IL 	Light Snow	30	86	S	3	30	27	30	27
Tue Feb  2 18:56:46 2010	 San Antonio TX 	Fog And Mist	50	88	NE	8	30.15	46	50	47
Tue Feb  2 18:56:46 2010	 Indianapolis IN 	Overcast	37	52	SSE	5	30	21	37	34
Tue Feb  2 18:56:47 2010	 Boston MA 	Overcast	28	43	Variable	5	30.24	9	28	24
Tue Feb  2 18:56:49 2010	 Jacksonville FL 	Overcast	61	88	WNW	10	29.94	57	61	60
Tue Feb  2 18:56:50 2010	 Columbus OH 	Overcast	36	52	E	5	30.06	19	36	32
Tue Feb  2 18:56:51 2010	 Dallas TX 	Mostly Cloudy	45	66	NNW	8	30.24	34	45	41
Tue Feb  2 18:56:52 2010	 Houston TX 	Light Rain	54	77	ENE	3	30.18	46	54	54
Tue Feb  2 18:56:53 2010	 Seattle WA 	Partly Cloudy	45	87	Variable	5	29.88	41	45	43
Tue Feb  2 18:56:54 2010	 Milwaukee WI 	Light Snow	32	80	SSE	6	30	27	32	27
Tue Feb  2 18:56:55 2010	 Detroit MI 	Light Snow	28	80	ESE	7	30.09	23	28	22
Tue Feb  2 18:56:56 2010	 Philadelphia PA 	Overcast	36	38	ESE	8	30.24	12	36	30
Tue Feb  2 19:44:53 2010	 San Jose CA 	Overcast	52	82	N/A		29.88	46	52	52
Tue Feb  2 19:44:54 2010	 Charlotte NC 	Fog And Mist	36	93	N	10	30	34	36	29
Tue Feb  2 19:44:55 2010	 San Diego CA 	Mostly Cloudy	57	72	WNW	5	29.88	48	57	57
Tue Feb  2 19:44:56 2010	 Denver CO 	Partly Cloudy	43	22	S	8	29.94	7	43	38
Tue Feb  2 19:44:57 2010	 Memphis TN 	Overcast	45	71	WNW	9	30.15	36	45	40
Tue Feb  2 19:44:58 2010	 Los Angeles CA 	Hazy	61	68	N/A		29.85	50	61	61
Tue Feb  2 19:45:00 2010	 El Paso TX 	Mostly Cloudy	55	38	NNE	7	30.03	30	55	54
Tue Feb  2 19:45:02 2010	 New York City NY 	Overcast	34	35	SSE	7	30.24	9	34	28
Tue Feb  2 19:45:03 2010	 Baltimore MD 	Fair	37	65	N/A		30.18	27	37	37
Tue Feb  2 19:45:04 2010	 Las Vegas NV 	Clear	52	44	N/A		29.94	30	52	52
Tue Feb  2 19:45:05 2010	 Washington DC 	Overcast	37	52	N/A		30.18	21	37	37
Tue Feb  2 19:45:06 2010	 Austin TX 	Fog And Mist	48	94	NE	6	30.18	46	48	46
Tue Feb  2 19:45:08 2010	 San Francisco CA 	Mostly Cloudy	52	72	ESE	3	29.91	43	52	52
Tue Feb  2 19:45:10 2010	 Oklahoma City OK 	Hazy	36	81	NW	3	30.21	30	36	33
Tue Feb  2 19:45:11 2010	 Nashville TN 	Hazy	43	81	NW	5	30.06	37	43	40
Tue Feb  2 19:45:13 2010	 Fort Worth TX 	Overcast	45	71	NNE	8	30.3	36	45	41
Tue Feb  2 19:45:14 2010	 Phoenix AZ 	Mostly Cloudy	63	39	E	8	29.88	37	63	62
Tue Feb  2 19:45:16 2010	 Portland OR 	Partly Cloudy	43	87	NW	5	29.88	39	43	40
Tue Feb  2 19:45:17 2010	 Chicago IL 	Hazy	30	80	SSE	6	30	25	30	25
Tue Feb  2 19:45:18 2010	 San Antonio TX 	Fog And Mist	52	88	NE	10	30.12	48	52	49
Tue Feb  2 19:45:19 2010	 Indianapolis IN 	Overcast	37	52	SW	7	29.97	21	37	33
Tue Feb  2 19:45:20 2010	 Boston MA 	Overcast	30	40	N/A		30.21	9	30	30
Tue Feb  2 19:45:22 2010	 Jacksonville FL 	Overcast	61	88	WNW	9	29.94	57	61	60
Tue Feb  2 19:45:23 2010	 Columbus OH 	Overcast	37	52	E	6	30.03	21	37	33
Tue Feb  2 19:45:24 2010	 Dallas TX 	Mostly Cloudy	46	62	Variable	5	30.24	34	46	45
Tue Feb  2 19:45:25 2010	 Houston TX 	Light Rain	54	77	ENE	8	30.15	46	54	51
Tue Feb  2 19:45:27 2010	 Seattle WA 	Mostly Cloudy	46	87	N/A		29.88	43	46	46
Tue Feb  2 19:45:28 2010	 Milwaukee WI 	Light Snow	32	80	S	5	29.97	27	32	28
Tue Feb  2 19:45:29 2010	 Detroit MI 	Hazy	28	80	SE	7	30.06	23	28	22
Tue Feb  2 19:45:30 2010	 Philadelphia PA 	Overcast	36	38	E	5	30.21	12	36	32
Tue Feb  2 20:36:33 2010	 San Jose CA 	Mostly Cloudy	55	72	N/A		29.88	46	55	55
Tue Feb  2 20:36:39 2010	 Charlotte NC 	Light Rain	36	93	N	9	29.97	34	36	29
Tue Feb  2 20:36:40 2010	 San Diego CA 	Mostly Cloudy	61	63	NW	8	29.85	48	61	60
Tue Feb  2 20:36:41 2010	 Denver CO 	Partly Cloudy	46	21	WNW	3	29.91	9	46	46
Tue Feb  2 20:36:43 2010	 Memphis TN 	Overcast	45	66	NNW	12	30.15	34	45	39
Tue Feb  2 20:36:45 2010	 Los Angeles CA 	Hazy	63	52	N/A		29.83	45	63	63
Tue Feb  2 20:36:48 2010	 El Paso TX 	Mostly Cloudy	59	34	NE	9	29.97	30	59	58
Tue Feb  2 20:36:51 2010	 New York City NY 	Mostly Cloudy	34	38	SSE	8	30.21	10	34	28
Tue Feb  2 20:36:52 2010	 Baltimore MD 	Fair	36	65	N/A		30.15	25	36	36
Tue Feb  2 20:36:57 2010	 Las Vegas NV 	Clear	54	38	N/A		29.91	28	54	54
Tue Feb  2 20:36:58 2010	 Washington DC 	Overcast	39	48	N/A		30.15	21	39	39
Tue Feb  2 20:36:59 2010	 Austin TX 	Fog And Mist	50	88	NE	7	30.15	46	50	48
Tue Feb  2 20:37:02 2010	 San Francisco CA 	Mostly Cloudy	54	72	SSE	6	29.88	45	54	52
Tue Feb  2 20:37:04 2010	 Oklahoma City OK 	Hazy	37	75	N/A		30.18	30	37	37
Tue Feb  2 20:37:04 2010	 Nashville TN 	Mostly Cloudy	45	71	Variable	5	30.06	36	45	43
Tue Feb  2 20:37:10 2010	 Fort Worth TX 	Overcast	45	71	NNE	6	30.27	36	45	42
Tue Feb  2 20:37:11 2010	 Phoenix AZ 	Mostly Cloudy	66	32	E	5	29.83	36	66	66
Tue Feb  2 20:37:12 2010	 Portland OR 	Partly Cloudy	45	81	N/A		29.88	39	45	45
Tue Feb  2 20:37:13 2010	 Chicago IL 	Hazy	32	69	SW	6	29.97	23	32	27
Tue Feb  2 20:37:14 2010	 San Antonio TX 	Fog And Mist	54	82	NE	12	30.09	48	54	50
Tue Feb  2 20:37:15 2010	 Indianapolis IN 	Overcast	37	56	SSW	9	29.97	23	37	31
Tue Feb  2 20:37:20 2010	 Boston MA 	Overcast	30	43	S	7	30.21	10	30	24
Tue Feb  2 20:37:23 2010	 Jacksonville FL 	Overcast	61	83	WNW	10	29.94	55	61	60
