10	 weather.weatherbug.com									
(Timestamp)	(Location)	Temp (°F)	(Wind Speed) (mph)	Lo (°F)	Rain (")	Hi (°F)	Gust	Wind Chill (°F)	Humidity (%)	Dew Point (°F)
Wed Feb  3 02:14:56 2010	Portland, OR 97201  	50.0	0	40	0.00	54	WNW 9	50	67	40
Wed Feb  3 02:15:02 2010	Chicago, IL 60601  	31.0	1	28	0.00	34	SSW 24	31	83	26
Wed Feb  3 02:15:04 2010	San Antonio, TX 78201  	47.0	9	43	0.00	49	NNE 16	43	98	46
Wed Feb  3 02:15:07 2010	Indianapolis, IN 46201  	34.3	3	31	0.00	41	WNW 14	32	84	30
Wed Feb  3 02:15:11 2010	Boston, MA 02101  	27.5	5	22	0.00	31	NNW 15	22	51	11
Wed Feb  3 02:15:15 2010	Jacksonville, FL 32099  	57.0	11	55	0.47	61	WNW 18	54	80	51
Wed Feb  3 02:15:18 2010	Columbus, OH 43085  	36.4	0	28	N/A	43	SSE 10	36	N/A	--
Wed Feb  3 02:15:20 2010	Dallas, TX 75201  	49.0	4	42	0.00	55	NW 18	48	67	38
Wed Feb  3 02:15:24 2010	Houston, TX 77001  	54.0	5	45	0.01	55	NNE 15	53	80	48
Wed Feb  3 02:15:26 2010	Seattle, WA 98101  	50.3	2	43	0.01	54	SW 12	50	61	37
Wed Feb  3 02:15:31 2010	Milwaukee, WI 53201  	29.1	3	24	0.00	31	S 10	29	100	29
Wed Feb  3 02:15:33 2010	Detroit, MI 48201  	26.7	2	22	0.00	30	ENE 12	27	94	25
Wed Feb  3 02:15:36 2010	Philadelphia, PA 19019  	34.1	3	26	0.00	36	SE 12	31	69	25
Wed Feb  3 03:01:32 2010	San Jose, CA 95101  	55.0	0	47	0.02	59	NW 6	55	79	49
Wed Feb  3 03:01:36 2010	Charlotte, NC 28201  	35.9	2	32	0.41	38	NE 14	36	100	36
Wed Feb  3 03:01:38 2010	San Diego, CA 92101  	57.5	5	52	0.00	63	W 13	57	87	54
Wed Feb  3 03:01:44 2010	Denver, CO 80214  	38.7	0	19	0.00	48	ESE 11	39	36	14
Wed Feb  3 03:01:46 2010	Memphis, TN 37501  	39.0	3	36	0.00	45	N 11	37	72	31
Wed Feb  3 03:01:48 2010	Los Angeles, CA 90001  	59.4	6	52	0.00	68	WNW 17	59	71	50
Wed Feb  3 03:01:50 2010	El Paso, TX 79901  	58.4	5	41	0.00	66	SE 20	58	41	35
Wed Feb  3 03:01:52 2010	New York, NY 10001  	32.0	5	28	0.00	34	SSW 12	27	67	22
Wed Feb  3 03:01:54 2010	Baltimore, MD 21201  	29.6	6	26	0.00	35	SE 16	23	93	28
Wed Feb  3 03:01:56 2010	Las Vegas, NV 89101  	54.0	3	41	0.00	59	NE 16	54	39	30
Wed Feb  3 03:01:59 2010	Washington, DC 20001  	31.5	4	27	0.00	40	SE 11	27	100	31
Wed Feb  3 03:02:04 2010	Austin, TX 73301  	48.8	4	41	0.00	49	ENE 17	48	84	44
Wed Feb  3 03:02:06 2010	San Francisco, CA 94101  	56.4	0	50	0.00	59	SW 11	56	N/A	--
Wed Feb  3 03:02:08 2010	Oklahoma City, OK 73101  	32.3	2	30	0.23	42	WSW 7	32	98	32
Wed Feb  3 03:02:10 2010	Nashville, TN 37201  	42.7	1	36	0.11	52	SW 11	43	71	34
Wed Feb  3 03:02:12 2010	Fort Worth, TX 76101  	46.6	4	40	0.00	52	NE 12	45	71	38
Wed Feb  3 03:02:15 2010	Phoenix, AZ 85001  	68.3	1	53	0.00	74	E 11	68	32	38
Wed Feb  3 03:02:19 2010	Portland, OR 97201  	50.0	0	40	0.00	54	WNW 9	50	67	40
Wed Feb  3 03:02:21 2010	Chicago, IL 60601  	31.0	1	28	0.00	34	SSW 24	31	83	26
Wed Feb  3 03:02:23 2010	San Antonio, TX 78201  	47.0	9	43	0.00	49	NNE 16	43	98	46
Wed Feb  3 03:02:25 2010	Indianapolis, IN 46201  	34.3	3	31	0.00	41	WNW 14	32	84	30
Wed Feb  3 03:02:27 2010	Boston, MA 02101  	27.5	5	22	0.00	31	NNW 15	22	51	11
Wed Feb  3 03:02:29 2010	Jacksonville, FL 32099  	57.0	11	55	0.47	61	WNW 18	54	80	51
Wed Feb  3 03:02:31 2010	Columbus, OH 43085  	36.4	0	28	N/A	43	SSE 10	36	N/A	--
Wed Feb  3 03:02:33 2010	Dallas, TX 75201  	49.0	4	42	0.00	55	NW 18	48	67	38
Wed Feb  3 03:02:34 2010	Houston, TX 77001  	54.0	5	45	0.01	55	NNE 15	53	80	48
Wed Feb  3 03:02:36 2010	Seattle, WA 98101  	50.3	2	43	0.01	54	SW 12	50	61	37
Wed Feb  3 03:02:38 2010	Milwaukee, WI 53201  	29.1	3	24	0.00	31	S 10	29	100	29
Wed Feb  3 03:02:39 2010	Detroit, MI 48201  	26.7	2	22	0.00	30	ENE 12	27	94	25
Wed Feb  3 03:02:41 2010	Philadelphia, PA 19019  	34.1	3	26	0.00	36	SE 12	31	69	25
Wed Feb  3 03:48:20 2010	San Jose, CA 95101  	55.0	0	47	0.02	59	NW 6	55	79	49
Wed Feb  3 03:48:22 2010	Charlotte, NC 28201  	36.2	2	32	0.41	38	NE 14	36	100	36
Wed Feb  3 03:48:26 2010	San Diego, CA 92101  	57.5	4	52	0.00	63	W 13	57	86	53
Wed Feb  3 03:48:29 2010	Denver, CO 80214  	34.8	0	19	0.00	48	ESE 11	35	45	15
Wed Feb  3 03:48:31 2010	Memphis, TN 37501  	37.0	3	36	0.00	45	N 11	35	74	30
Wed Feb  3 03:48:33 2010	Los Angeles, CA 90001  	56.9	2	52	0.00	68	WNW 17	57	78	50
Wed Feb  3 03:48:35 2010	El Paso, TX 79901  	55.7	7	41	0.00	66	SE 20	54	46	35
Wed Feb  3 03:48:38 2010	New York, NY 10001  	31.1	0	28	0.00	34	SSW 12	31	85	27
Wed Feb  3 03:48:44 2010	Baltimore, MD 21201  	30.7	3	26	0.00	35	SE 16	31	99	31
Wed Feb  3 03:48:50 2010	Las Vegas, NV 89101  	51.6	1	41	0.00	59	NE 16	52	43	30
Wed Feb  3 03:48:57 2010	Washington, DC 20001  	31.9	4	27	0.00	40	SE 11	29	100	32
Wed Feb  3 03:49:05 2010	Austin, TX 73301  	52.0	6	45	0.00	54	NE 15	50	80	46
Wed Feb  3 03:49:14 2010	San Francisco, CA 94101  	55.5	3	50	0.00	59	SW 11	56	N/A	--
Wed Feb  3 03:49:17 2010	Oklahoma City, OK 73101  	31.5	1	30	0.23	42	WSW 7	32	100	32
Wed Feb  3 03:49:21 2010	Nashville, TN 37201  	41.3	1	36	0.11	52	SW 11	41	75	34
Wed Feb  3 03:49:27 2010	Fort Worth, TX 76101  	44.7	3	40	0.00	52	NE 12	45	80	39
Wed Feb  3 03:49:32 2010	Phoenix, AZ 85001  	66.0	2	53	0.00	74	E 11	66	36	39
Wed Feb  3 03:49:37 2010	Portland, OR 97201  	47.5	5	40	0.01	54	E 13	45	77	41
Wed Feb  3 03:49:42 2010	Chicago, IL 60601  	28.4	11	28	0.00	34	SSW 24	19	82	24
Wed Feb  3 03:49:56 2010	San Antonio, TX 78201  	46.9	4	43	0.00	49	NNE 19	46	96	46
Wed Feb  3 03:50:01 2010	Indianapolis, IN 46201  	33.8	2	31	0.00	41	WNW 14	34	89	31
Wed Feb  3 03:50:08 2010	Boston, MA 02101  	25.9	9	22	0.00	31	NNW 15	17	58	13
Wed Feb  3 03:50:16 2010	Jacksonville, FL 32099  	55.9	14	55	0.47	61	WNW 18	52	79	49
Wed Feb  3 03:50:22 2010	Columbus, OH 43085  	35.7	0	28	N/A	43	SSE 10	36	N/A	--
Wed Feb  3 03:50:28 2010	Dallas, TX 75201  	46.8	1	42	0.00	55	NW 18	47	74	39
Wed Feb  3 03:50:34 2010	Houston, TX 77001  	54.4	2	45	0.01	55	NNE 15	54	80	49
Wed Feb  3 03:50:38 2010	Seattle, WA 98101  	49.0	1	43	0.01	54	SW 12	49	66	38
Wed Feb  3 03:50:42 2010	Milwaukee, WI 53201  	28.2	4	24	0.00	31	S 10	24	100	28
Wed Feb  3 03:50:45 2010	Detroit, MI 48201  	28.0	0	22	0.00	30	ENE 12	28	91	26
Wed Feb  3 03:50:48 2010	Philadelphia, PA 19019  	33.9	3	26	0.00	36	SE 12	34	72	26
Wed Feb  3 04:33:22 2010	San Jose, CA 95101  	55.0	0	47	0.02	59	NW 6	55	79	49
Wed Feb  3 04:33:26 2010	Charlotte, NC 28201  	36.2	2	32	0.41	38	NE 14	36	100	36
Wed Feb  3 04:33:28 2010	San Diego, CA 92101  	57.5	4	52	0.00	63	W 13	57	86	53
Wed Feb  3 04:33:42 2010	Denver, CO 80214  	34.8	0	19	0.00	48	ESE 11	35	45	15
Wed Feb  3 04:33:44 2010	Memphis, TN 37501  	37.0	3	36	0.00	45	N 11	35	74	30
Wed Feb  3 04:33:48 2010	Los Angeles, CA 90001  	56.9	2	52	0.00	68	WNW 17	57	78	50
Wed Feb  3 04:33:51 2010	El Paso, TX 79901  	55.7	7	41	0.00	66	SE 20	54	46	35
Wed Feb  3 04:33:52 2010	New York, NY 10001  	31.1	0	28	0.00	34	SSW 12	31	85	27
Wed Feb  3 04:33:55 2010	Baltimore, MD 21201  	30.7	3	26	0.00	35	SE 16	31	99	31
Wed Feb  3 04:33:58 2010	Las Vegas, NV 89101  	51.6	1	41	0.00	59	NE 16	52	43	30
Wed Feb  3 04:34:00 2010	Washington, DC 20001  	31.9	4	27	0.00	40	SE 11	29	100	32
Wed Feb  3 04:34:08 2010	Austin, TX 73301  	48.4	1	41	0.00	49	ENE 17	48	85	44
Wed Feb  3 04:34:11 2010	San Francisco, CA 94101  	55.5	3	50	0.00	59	SW 11	56	N/A	--
Wed Feb  3 04:34:12 2010	Nashville, TN 37201  	41.3	1	36	0.11	52	SW 11	41	75	34
Wed Feb  3 04:34:12 2010	Oklahoma City, OK 73101  	31.5	1	30	0.23	42	WSW 7	32	100	32
Wed Feb  3 04:34:13 2010	Phoenix, AZ 85001  	66.0	2	53	0.00	74	E 11	66	36	39
Wed Feb  3 04:34:13 2010	Fort Worth, TX 76101  	44.7	3	40	0.00	52	NE 12	45	80	39
Wed Feb  3 04:34:14 2010	Portland, OR 97201  	47.5	5	40	0.01	54	E 13	45	77	41
Wed Feb  3 04:34:15 2010	San Antonio, TX 78201  	46.9	4	43	0.00	49	NNE 19	46	96	46
Wed Feb  3 04:34:15 2010	Chicago, IL 60601  	28.4	11	28	0.00	34	SSW 24	19	82	24
Wed Feb  3 04:34:16 2010	Indianapolis, IN 46201  	33.8	2	31	0.00	41	WNW 14	34	89	31
Wed Feb  3 04:34:17 2010	Boston, MA 02101  	25.9	9	22	0.00	31	NNW 15	17	58	13
Wed Feb  3 04:34:17 2010	Jacksonville, FL 32099  	55.9	14	55	0.47	61	WNW 18	52	79	49
Wed Feb  3 04:34:18 2010	Columbus, OH 43085  	35.7	0	28	N/A	43	SSE 10	36	N/A	--
Wed Feb  3 04:34:19 2010	Houston, TX 77001  	54.4	2	45	0.01	55	NNE 15	54	80	49
Wed Feb  3 04:34:19 2010	Dallas, TX 75201  	46.8	1	42	0.00	55	NW 18	47	74	39
Wed Feb  3 04:34:20 2010	Milwaukee, WI 53201  	28.2	4	24	0.00	31	S 10	24	100	28
Wed Feb  3 04:34:20 2010	Seattle, WA 98101  	49.0	1	43	0.01	54	SW 12	49	66	38
Wed Feb  3 04:34:21 2010	Detroit, MI 48201  	28.0	0	22	0.00	30	ENE 12	28	91	26
Wed Feb  3 04:34:22 2010	Philadelphia, PA 19019  	33.9	3	26	0.00	36	SE 12	34	72	26
Wed Feb  3 05:20:51 2010	San Jose, CA 95101  	53.1	6	47	0.02	59	NW 6	51	84	48
Wed Feb  3 05:20:54 2010	Charlotte, NC 28201  	36.4	0	32	0.41	38	NE 14	36	100	36
Wed Feb  3 05:20:57 2010	San Diego, CA 92101  	57.2	1	52	0.00	63	W 13	57	89	54
Wed Feb  3 05:21:02 2010	Denver, CO 80214  	33.4	0	19	0.00	48	ESE 11	33	47	15
Wed Feb  3 05:21:04 2010	Memphis, TN 37501  	36.0	0	36	0.00	45	N 11	36	76	29
Wed Feb  3 05:21:08 2010	Los Angeles, CA 90001  	56.3	2	52	0.00	68	WNW 17	56	86	52
Wed Feb  3 05:21:11 2010	El Paso, TX 79901  	52.3	9	41	0.00	66	SE 20	49	55	37
Wed Feb  3 05:21:14 2010	New York, NY 10001  	30.1	1	28	0.00	34	SSW 12	30	89	27
Wed Feb  3 05:21:16 2010	Baltimore, MD 21201  	30.5	3	26	0.00	35	SE 16	31	97	30
Wed Feb  3 05:21:19 2010	Las Vegas, NV 89101  	49.3	1	41	0.00	59	NE 16	49	48	30
Wed Feb  3 05:21:29 2010	Washington, DC 20001  	31.7	1	27	0.00	40	SE 11	32	100	32
Wed Feb  3 05:21:32 2010	Austin, TX 73301  	50.0	5	45	0.00	54	NE 15	48	86	46
Wed Feb  3 05:21:35 2010	San Francisco, CA 94101  	55.4	0	50	0.00	59	SW 11	55	N/A	--
Wed Feb  3 05:21:38 2010	Oklahoma City, OK 73101  	29.3	2	29	0.23	42	WSW 7	29	84	25
Wed Feb  3 05:21:42 2010	Nashville, TN 37201  	39.5	3	36	0.11	52	NW 13	38	76	33
Wed Feb  3 05:21:44 2010	Fort Worth, TX 76101  	43.7	2	40	0.00	52	NE 12	44	83	39
Wed Feb  3 05:21:50 2010	Phoenix, AZ 85001  	63.9	1	53	0.00	74	E 11	64	39	38
Wed Feb  3 05:21:58 2010	Portland, OR 97201  	46.3	1	40	0.01	54	E 13	46	89	43
Wed Feb  3 05:22:03 2010	Chicago, IL 60601  	26.2	5	26	0.00	34	SSW 24	21	83	22
Wed Feb  3 05:22:06 2010	San Antonio, TX 78201  	46.5	5	43	0.03	49	NE 19	44	99	46
Wed Feb  3 05:22:12 2010	Indianapolis, IN 46201  	33.4	2	31	0.00	41	WNW 15	33	88	30
Wed Feb  3 05:22:16 2010	Boston, MA 02101  	27.6	0	22	0.00	31	NNW 15	28	58	14
Wed Feb  3 05:22:31 2010	Jacksonville, FL 32099  	54.0	10	54	0.47	61	WNW 18	51	81	48
Wed Feb  3 05:22:36 2010	Columbus, OH 43085  	36.0	1	28	N/A	43	SSE 10	36	N/A	--
Wed Feb  3 05:22:41 2010	Dallas, TX 75201  	45.0	1	42	0.00	55	NW 18	45	79	39
Wed Feb  3 05:22:46 2010	Houston, TX 77001  	51.6	5	45	0.01	55	NNE 15	50	84	47
Wed Feb  3 05:22:51 2010	Seattle, WA 98101  	48.1	3	43	0.01	54	SW 12	47	73	40
Wed Feb  3 05:22:55 2010	Milwaukee, WI 53201  	27.5	4	24	0.00	31	W 11	24	100	28
Wed Feb  3 05:23:00 2010	Detroit, MI 48201  	27.1	1	22	0.00	30	ENE 12	27	93	25
Wed Feb  3 05:23:06 2010	Philadelphia, PA 19019  	32.0	2	26	0.00	36	SE 12	32	91	30
Wed Feb  3 06:07:55 2010	San Jose, CA 95101  	53.1	6	47	0.02	59	NW 6	51	84	48
Wed Feb  3 06:07:57 2010	Charlotte, NC 28201  	36.4	0	32	0.41	38	NE 14	36	100	36
Wed Feb  3 06:07:59 2010	San Diego, CA 92101  	57.2	1	52	0.00	63	W 13	57	89	54
Wed Feb  3 06:08:00 2010	Denver, CO 80214  	33.4	0	19	0.00	48	ESE 11	33	47	15
Wed Feb  3 06:08:02 2010	Memphis, TN 37501  	36.0	0	36	0.00	45	N 11	36	76	29
Wed Feb  3 06:08:03 2010	Los Angeles, CA 90001  	56.3	2	52	0.00	68	WNW 17	56	86	52
Wed Feb  3 06:08:05 2010	El Paso, TX 79901  	52.3	9	41	0.00	66	SE 20	49	55	37
Wed Feb  3 06:08:06 2010	New York, NY 10001  	30.1	1	28	0.00	34	SSW 12	30	89	27
Wed Feb  3 06:08:08 2010	Baltimore, MD 21201  	30.5	3	26	0.00	35	SE 16	31	97	30
Wed Feb  3 06:08:09 2010	Las Vegas, NV 89101  	49.3	1	41	0.00	59	NE 16	49	48	30
Wed Feb  3 06:08:11 2010	Washington, DC 20001  	31.7	1	27	0.00	40	SE 11	32	100	32
Wed Feb  3 06:08:12 2010	Austin, TX 73301  	50.0	5	45	0.00	54	NE 15	48	86	46
Wed Feb  3 06:08:14 2010	San Francisco, CA 94101  	55.4	0	50	0.00	59	SW 11	55	N/A	--
Wed Feb  3 06:08:15 2010	Oklahoma City, OK 73101  	29.3	2	29	0.23	42	WSW 7	29	84	25
Wed Feb  3 06:08:17 2010	Nashville, TN 37201  	39.5	3	36	0.11	52	NW 13	38	76	33
Wed Feb  3 06:08:18 2010	Fort Worth, TX 76101  	43.7	2	40	0.00	52	NE 12	44	83	39
Wed Feb  3 06:08:20 2010	Phoenix, AZ 85001  	63.9	1	53	0.00	74	E 11	64	39	38
Wed Feb  3 06:08:21 2010	Portland, OR 97201  	46.3	1	40	0.01	54	E 13	46	89	43
Wed Feb  3 06:08:23 2010	Chicago, IL 60601  	26.2	5	26	0.00	34	SSW 24	21	83	22
Wed Feb  3 06:08:24 2010	San Antonio, TX 78201  	46.5	5	43	0.03	49	NE 19	44	99	46
Wed Feb  3 06:08:26 2010	Indianapolis, IN 46201  	33.4	2	31	0.00	41	WNW 15	33	88	30
Wed Feb  3 06:08:27 2010	Boston, MA 02101  	27.6	0	22	0.00	31	NNW 15	28	58	14
Wed Feb  3 06:08:29 2010	Jacksonville, FL 32099  	54.0	10	54	0.47	61	WNW 18	51	81	48
Wed Feb  3 06:08:30 2010	Columbus, OH 43085  	36.0	1	28	N/A	43	SSE 10	36	N/A	--
Wed Feb  3 06:08:32 2010	Dallas, TX 75201  	45.0	1	42	0.00	55	NW 18	45	79	39
Wed Feb  3 06:08:33 2010	Houston, TX 77001  	51.6	5	45	0.01	55	NNE 15	50	84	47
Wed Feb  3 06:08:35 2010	Seattle, WA 98101  	48.1	3	43	0.01	54	SW 12	47	73	40
Wed Feb  3 06:08:37 2010	Milwaukee, WI 53201  	27.5	4	24	0.00	31	W 11	24	100	28
Wed Feb  3 06:08:38 2010	Detroit, MI 48201  	27.1	1	22	0.00	30	ENE 12	27	93	25
Wed Feb  3 06:08:40 2010	Philadelphia, PA 19019  	32.0	2	26	0.00	36	SE 12	32	91	30
Wed Feb  3 06:55:17 2010	San Jose, CA 95101  	52.0	0	47	0.02	59	NW 6	52	90	49
Wed Feb  3 06:55:21 2010	Charlotte, NC 28201  	36.8	0	37	0.00	37	WNW 3	37	100	37
Wed Feb  3 06:55:24 2010	San Diego, CA 92101  	57.3	2	52	0.00	63	W 13	57	89	54
Wed Feb  3 06:55:27 2010	Denver, CO 80214  	31.0	0	19	0.00	48	ESE 11	31	47	13
Wed Feb  3 06:55:30 2010	Memphis, TN 37501  	32.0	0	32	0.00	45	N 11	32	81	27
Wed Feb  3 06:55:33 2010	Los Angeles, CA 90001  	55.0	0	52	0.00	68	WNW 17	55	89	52
Wed Feb  3 06:55:37 2010	El Paso, TX 79901  	47.6	5	41	0.00	66	SE 20	45	68	38
Wed Feb  3 06:55:40 2010	New York, NY 10001  	30.1	2	30	0.00	30	SE 7	30	92	28
Wed Feb  3 06:55:43 2010	Baltimore, MD 21201  	30.8	3	30	0.00	31	ENE 7	28	96	30
Wed Feb  3 06:55:45 2010	Las Vegas, NV 89101  	46.6	0	41	0.00	59	NE 16	47	58	33
Wed Feb  3 06:55:48 2010	Washington, DC 20001  	31.5	4	31	0.00	32	NE 9	28	100	32
Wed Feb  3 06:55:52 2010	Austin, TX 73301  	51.1	6	45	0.00	54	NE 15	49	80	45
Wed Feb  3 06:55:54 2010	San Francisco, CA 94101  	53.9	1	50	0.00	59	SW 11	54	N/A	--
Wed Feb  3 06:55:57 2010	Oklahoma City, OK 73101  	29.0	2	28	0.23	42	WSW 7	29	65	19
Wed Feb  3 06:56:00 2010	Nashville, TN 37201  	39.0	2	36	0.11	52	NW 13	39	77	32
Wed Feb  3 06:56:03 2010	Fort Worth, TX 76101  	42.6	1	40	0.00	52	NE 12	43	88	39
Wed Feb  3 06:56:06 2010	Phoenix, AZ 85001  	62.6	1	53	0.00	74	E 11	63	39	38
Wed Feb  3 06:56:10 2010	Portland, OR 97201  	45.0	1	40	0.01	54	E 13	45	86	41
Wed Feb  3 06:56:13 2010	Chicago, IL 60601  	24.2	7	24	0.00	34	SSW 24	16	85	20
Wed Feb  3 06:56:16 2010	San Antonio, TX 78201  	45.8	11	43	0.14	49	NE 19	41	100	46
Wed Feb  3 06:56:18 2010	Indianapolis, IN 46201  	33.0	2	33	0.00	33	WNW 10	33	88	30
Wed Feb  3 06:56:22 2010	Boston, MA 02101  	27.8	0	27	0.00	28	NW 5	28	59	15
Wed Feb  3 06:56:24 2010	Jacksonville, FL 32099  	52.0	9	52	0.47	61	WNW 18	49	77	45
Wed Feb  3 06:56:27 2010	Columbus, OH 43085  	34.6	4	35	N/A	36	NNW 17	31	N/A	--
Wed Feb  3 06:56:31 2010	Dallas, TX 75201  	44.1	2	42	0.00	55	NW 18	44	80	38
Wed Feb  3 06:56:34 2010	Houston, TX 77001  	51.4	9	45	0.01	55	NNE 15	48	81	46
Wed Feb  3 06:56:36 2010	Seattle, WA 98101  	46.7	0	43	0.01	54	SW 12	47	78	40
Wed Feb  3 06:56:40 2010	Milwaukee, WI 53201  	27.5	4	24	0.00	31	W 11	23	100	28
Wed Feb  3 06:56:43 2010	Detroit, MI 48201  	27.7	0	27	0.00	28	SSE 4	28	93	26
Wed Feb  3 06:56:45 2010	Philadelphia, PA 19019  	30.8	5	30	0.00	31	NE 7	25	100	31
Wed Feb  3 07:39:29 2010	San Jose, CA 95101  	52.0	0	47	0.02	59	NW 6	52	90	49
Wed Feb  3 07:39:30 2010	Charlotte, NC 28201  	36.8	0	37	0.00	37	WNW 3	37	100	37
Wed Feb  3 07:39:31 2010	Denver, CO 80214  	31.0	0	19	0.00	48	ESE 11	31	47	13
Wed Feb  3 07:39:31 2010	San Diego, CA 92101  	57.3	2	52	0.00	63	W 13	57	89	54
Wed Feb  3 07:39:32 2010	Memphis, TN 37501  	32.0	0	32	0.00	45	N 11	32	81	27
Wed Feb  3 07:39:33 2010	El Paso, TX 79901  	47.6	5	41	0.00	66	SE 20	45	68	38
Wed Feb  3 07:39:33 2010	Los Angeles, CA 90001  	55.0	0	52	0.00	68	WNW 17	55	89	52
Wed Feb  3 07:39:34 2010	New York, NY 10001  	30.1	2	30	0.00	30	SE 7	30	92	28
Wed Feb  3 07:39:35 2010	Baltimore, MD 21201  	30.8	3	30	0.00	31	ENE 7	28	96	30
Wed Feb  3 07:39:35 2010	Las Vegas, NV 89101  	46.6	0	41	0.00	59	NE 16	47	58	33
Wed Feb  3 07:39:36 2010	Washington, DC 20001  	31.5	4	31	0.00	32	NE 9	28	100	32
Wed Feb  3 07:39:37 2010	Austin, TX 73301  	51.1	6	45	0.00	54	NE 15	49	80	45
Wed Feb  3 07:39:37 2010	San Francisco, CA 94101  	53.9	1	50	0.00	59	SW 11	54	N/A	--
Wed Feb  3 07:39:38 2010	Oklahoma City, OK 73101  	29.0	2	28	0.23	42	WSW 7	29	65	19
Wed Feb  3 07:39:39 2010	Fort Worth, TX 76101  	42.6	1	40	0.00	52	NE 12	43	88	39
Wed Feb  3 07:39:39 2010	Nashville, TN 37201  	39.0	2	36	0.11	52	NW 13	39	77	32
Wed Feb  3 07:39:40 2010	Phoenix, AZ 85001  	62.6	1	53	0.00	74	E 11	63	39	38
Wed Feb  3 07:39:41 2010	Portland, OR 97201  	45.0	1	40	0.01	54	E 13	45	86	41
Wed Feb  3 07:39:42 2010	San Antonio, TX 78201  	45.8	11	43	0.14	49	NE 19	41	100	46
Wed Feb  3 07:39:42 2010	Chicago, IL 60601  	24.2	7	24	0.00	34	SSW 24	16	85	20
Wed Feb  3 07:39:43 2010	Boston, MA 02101  	27.8	0	27	0.00	28	NW 5	28	59	15
Wed Feb  3 07:39:43 2010	Indianapolis, IN 46201  	33.0	2	33	0.00	33	WNW 10	33	88	30
Wed Feb  3 07:39:44 2010	Jacksonville, FL 32099  	52.0	9	52	0.47	61	WNW 18	49	77	45
Wed Feb  3 07:39:45 2010	Columbus, OH 43085  	34.6	4	35	N/A	36	NNW 17	31	N/A	--
Wed Feb  3 07:39:45 2010	Dallas, TX 75201  	44.1	2	42	0.00	55	NW 18	44	80	38
Wed Feb  3 07:39:46 2010	Houston, TX 77001  	51.4	9	45	0.01	55	NNE 15	48	81	46
Wed Feb  3 07:39:47 2010	Seattle, WA 98101  	46.7	0	43	0.01	54	SW 12	47	78	40
Wed Feb  3 07:39:48 2010	Milwaukee, WI 53201  	27.5	4	24	0.00	31	W 11	23	100	28
Wed Feb  3 07:39:49 2010	Detroit, MI 48201  	27.7	0	27	0.00	28	SSE 4	28	93	26
Wed Feb  3 07:39:50 2010	Philadelphia, PA 19019  	30.8	5	30	0.00	31	NE 7	25	100	31
Wed Feb  3 08:22:33 2010	San Jose, CA 95101  	50.0	3	47	0.02	59	NW 6	49	93	48
Wed Feb  3 08:22:36 2010	Charlotte, NC 28201  	36.1	3	36	0.00	37	NW 8	34	100	36
Wed Feb  3 08:22:37 2010	San Diego, CA 92101  	56.5	0	52	0.00	63	W 13	56	91	54
Wed Feb  3 08:22:38 2010	Denver, CO 80214  	30.7	0	30	0.00	31	NE 2	31	48	13
Wed Feb  3 08:22:39 2010	Memphis, TN 37501  	33.1	3	33	0.00	33	NNE 3	30	76	26
Wed Feb  3 08:22:41 2010	Los Angeles, CA 90001  	54.7	0	52	0.00	68	WNW 17	55	90	52
Wed Feb  3 08:22:42 2010	El Paso, TX 79901  	47.2	5	47	0.00	47	ESE 17	45	69	38
Wed Feb  3 08:22:45 2010	New York, NY 10001  	30.8	6	30	0.00	31	SSE 9	25	92	29
Wed Feb  3 08:22:46 2010	Baltimore, MD 21201  	29.8	1	30	0.00	31	ENE 7	30	96	29
Wed Feb  3 08:22:47 2010	Las Vegas, NV 89101  	45.0	2	41	0.00	59	NE 16	45	63	33
Wed Feb  3 08:22:48 2010	Washington, DC 20001  	32.0	3	31	0.00	32	NE 9	29	100	32
Wed Feb  3 08:22:50 2010	Austin, TX 73301  	48.9	7	49	0.00	49	NNE 7	46	92	47
Wed Feb  3 08:22:52 2010	San Francisco, CA 94101  	53.5	2	50	0.00	59	SW 11	53	N/A	--
Wed Feb  3 08:22:53 2010	Oklahoma City, OK 73101  	27.1	0	27	0.00	30	SW 6	27	5	-37
Wed Feb  3 08:22:54 2010	Nashville, TN 37201  	37.7	2	38	0.00	39	NNW 12	38	72	29
Wed Feb  3 08:22:55 2010	Fort Worth, TX 76101  	40.1	4	40	0.00	43	ENE 8	38	95	39
Wed Feb  3 08:22:57 2010	Phoenix, AZ 85001  	59.9	2	60	0.00	60	W 7	60	48	40
Wed Feb  3 08:22:58 2010	Portland, OR 97201  	43.7	2	40	0.01	54	E 13	44	87	40
Wed Feb  3 08:22:59 2010	Chicago, IL 60601  	23.5	8	23	0.00	25	W 21	15	85	20
Wed Feb  3 08:23:00 2010	San Antonio, TX 78201  	45.9	9	46	0.13	46	NE 18	41	100	46
Wed Feb  3 08:23:02 2010	Indianapolis, IN 46201  	32.7	6	33	0.00	33	WNW 10	27	90	30
Wed Feb  3 08:23:04 2010	Boston, MA 02101  	26.4	0	26	0.00	28	NW 5	26	75	19
Wed Feb  3 08:23:05 2010	Jacksonville, FL 32099  	51.1	15	51	0.00	51	NNE 22	46	72	42
Wed Feb  3 08:23:06 2010	Columbus, OH 43085  	33.7	3	33	N/A	36	NNW 17	31	N/A	--
Wed Feb  3 08:23:07 2010	Dallas, TX 75201  	42.8	7	43	0.00	44	E 11	39	82	38
