6	www.washingtonpost.com							
(Timestamp)	(Location)	Condition	Temperature (F C)	RealFeel® (F C)	(Wind Speed) (mph)	Wind	Barometer	Humidity (%)
Tue Feb  2 18:17:03 2010	SAN JOSE, CA	Cloudy	49 9	53 12	0	CLM	29.88	86
Tue Feb  2 18:17:04 2010	CHARLOTTE, NC	Rain	35 2	25 -4	10	NNE	30.07	92
Tue Feb  2 18:17:05 2010	SAN DIEGO, CA	Intermittent Clouds	56 13	64 18	0	CLM	29.86	74
Tue Feb  2 18:17:06 2010	DENVER, CO	Sunny	34 1	35 2	6	NE	29.97	37
Tue Feb  2 18:17:08 2010	MEMPHIS, TN	Cloudy	44 7	43 6	7	NW	30.16	70
Tue Feb  2 18:17:10 2010	LOS ANGELES, CA	Partly Sunny	57 14	64 18	0	CLM	29.86	77
Tue Feb  2 18:17:11 2010	EL PASO, TX	Partly Sunny	52 11	55 13	6	N	29.96	44
Tue Feb  2 18:17:13 2010	NEW YORK, NY	Mostly Cloudy	32 0	35 2	5	N	30.23	43
Tue Feb  2 18:17:14 2010	BALTIMORE, MD	Cloudy	33 1	32 0	6	ENE	30.20	78
Tue Feb  2 18:17:15 2010	LAS VEGAS, NV	Intermittent Clouds	50 10	57 14	0	CLM	29.90	46
Tue Feb  2 18:17:17 2010	WASHINGTON, DC	Cloudy	36 2	44 7	0	CLM	30.20	54
Tue Feb  2 18:17:18 2010	AUSTIN, TX	Fog	50 10	54 12	3	N	30.21	89
Tue Feb  2 18:17:20 2010	SAN FRANCISCO, CA	Cloudy	50 10	52 11	3	ESE	29.89	79
Tue Feb  2 18:17:21 2010	OKLAHOMA CITY, OK	Cloudy	35 2	45 7	0	CLM	30.25	81
Tue Feb  2 18:17:22 2010	NASHVILLE, TN	Fog	38 3	40 4	0	CLM	30.11	96
Tue Feb  2 18:17:23 2010	FORT WORTH, TX	Cloudy	42 6	42 6	7	NNE	30.23	70
Tue Feb  2 18:17:25 2010	PHOENIX, AZ	Intermittent Clouds	60 16	63 17	5	E	29.85	42
Tue Feb  2 18:17:26 2010	PORTLAND, OR	Mostly Cloudy	41 5	42 6	3	NW	29.89	93
Tue Feb  2 18:17:28 2010	CHICAGO, IL	Flurries	30 -1	25 -4	7	S	30.02	92
Tue Feb  2 18:17:29 2010	SAN ANTONIO, TX	Fog	49 9	48 9	7	NE	30.15	96
Tue Feb  2 18:17:31 2010	INDIANAPOLIS, IN	Cloudy	37 3	39 4	5	SSW	30.03	54
Tue Feb  2 18:17:33 2010	BOSTON, MA	Cloudy	29 -2	31 -1	5	N	30.24	41
Tue Feb  2 18:17:34 2010	JACKSONVILLE, FL	Cloudy	59 15	59 15	9	W	29.96	100
Tue Feb  2 18:17:36 2010	COLUMBUS, OH	Cloudy	35 2	33 1	5	E	30.08	53
Tue Feb  2 18:17:37 2010	DALLAS, TX	Cloudy	43 6	40 4	9	N	30.22	70
Tue Feb  2 18:17:38 2010	HOUSTON, TX	Cloudy	52 11	54 12	6	NE	30.18	86
Tue Feb  2 18:17:39 2010	SEATTLE, WA	Mostly Cloudy	44 7	42 6	6	SE	29.91	85
Tue Feb  2 18:17:40 2010	MILWAUKEE, WI	Flurries	31 -1	22 -6	8	S	30.03	85
Tue Feb  2 18:17:41 2010	DETROIT, MI	Flurries	29 -2	23 -5	6	ESE	30.12	78
Tue Feb  2 18:17:43 2010	PHILADELPHIA, PA	Cloudy	35 2	32 0	8	ESE	30.23	39
Tue Feb  2 19:01:06 2010	SAN JOSE, CA	Cloudy	49 9	53 12	0	CLM	29.88	86
Tue Feb  2 19:01:08 2010	CHARLOTTE, NC	Fog	36 2	28 -2	12	N	30.03	93
Tue Feb  2 19:01:09 2010	SAN DIEGO, CA	Intermittent Clouds	56 13	64 18	0	CLM	29.86	74
Tue Feb  2 19:01:11 2010	DENVER, CO	Sunny	36 2	44 7	3	NNE	29.97	35
Tue Feb  2 19:01:12 2010	MEMPHIS, TN	Cloudy	44 7	43 6	7	NW	30.16	70
Tue Feb  2 19:01:14 2010	LOS ANGELES, CA	Cloudy	57 14	63 17	0	CLM	29.86	77
Tue Feb  2 19:01:15 2010	EL PASO, TX	Partly Sunny	52 11	55 13	6	N	29.96	44
Tue Feb  2 19:01:17 2010	NEW YORK, NY	Cloudy	32 0	34 1	5	N	30.23	43
Tue Feb  2 19:01:19 2010	BALTIMORE, MD	Cloudy	33 1	32 0	6	ENE	30.20	78
Tue Feb  2 19:01:20 2010	LAS VEGAS, NV	Intermittent Clouds	50 10	57 14	0	CLM	29.90	46
Tue Feb  2 19:01:22 2010	WASHINGTON, DC	Cloudy	36 2	44 7	0	CLM	30.20	54
Tue Feb  2 19:01:24 2010	AUSTIN, TX	Fog	50 10	54 12	3	N	30.21	89
Tue Feb  2 19:01:25 2010	SAN FRANCISCO, CA	Cloudy	50 10	52 11	3	ESE	29.89	79
Tue Feb  2 19:01:27 2010	OKLAHOMA CITY, OK	Cloudy	35 2	45 7	0	CLM	30.25	81
Tue Feb  2 19:01:28 2010	NASHVILLE, TN	Fog	39 4	46 8	0	CLM	30.08	93
Tue Feb  2 19:01:30 2010	FORT WORTH, TX	Cloudy	42 6	42 6	7	NNE	30.23	70
Tue Feb  2 19:01:31 2010	PHOENIX, AZ	Intermittent Clouds	60 16	63 17	5	E	29.85	42
Tue Feb  2 19:01:33 2010	PORTLAND, OR	Mostly Cloudy	41 5	42 6	3	NW	29.89	93
Tue Feb  2 19:01:34 2010	CHICAGO, IL	Flurries	30 -1	25 -4	6	S	29.98	86
Tue Feb  2 19:01:36 2010	SAN ANTONIO, TX	Fog	50 10	50 10	8	NE	30.16	93
Tue Feb  2 19:01:37 2010	INDIANAPOLIS, IN	Cloudy	37 3	39 4	5	SSW	30.03	54
Tue Feb  2 19:01:39 2010	BOSTON, MA	Cloudy	29 -2	31 -1	5	N	30.24	41
Tue Feb  2 19:01:40 2010	JACKSONVILLE, FL	Cloudy	59 15	59 15	9	W	29.96	100
Tue Feb  2 19:01:43 2010	COLUMBUS, OH	Cloudy	35 2	33 1	5	E	30.08	53
Tue Feb  2 19:01:44 2010	DALLAS, TX	Cloudy	43 6	40 4	9	N	30.22	70
Tue Feb  2 19:01:46 2010	HOUSTON, TX	Cloudy	52 11	54 12	6	NE	30.18	86
Tue Feb  2 19:01:48 2010	SEATTLE, WA	Mostly Cloudy	44 7	42 6	6	SE	29.91	85
Tue Feb  2 19:01:49 2010	MILWAUKEE, WI	Flurries	30 -1	22 -6	7	S	29.99	92
Tue Feb  2 19:01:51 2010	DETROIT, MI	Flurries	29 -2	23 -5	6	ESE	30.12	78
Tue Feb  2 19:01:53 2010	PHILADELPHIA, PA	Cloudy	35 2	32 0	8	ESE	30.23	39
Tue Feb  2 19:50:19 2010	SAN JOSE, CA	Cloudy	51 11	56 13	0	CLM	29.89	82
Tue Feb  2 19:50:21 2010	CHARLOTTE, NC	Cloudy	36 2	30 -1	10	N	30.03	92
Tue Feb  2 19:50:23 2010	SAN DIEGO, CA	Intermittent Clouds	58 14	64 18	5	WNW	29.87	69
Tue Feb  2 19:50:24 2010	DENVER, CO	Mostly Sunny	37 3	49 9	0	CLM	29.96	30
Tue Feb  2 19:50:26 2010	MEMPHIS, TN	Cloudy	45 7	42 6	9	WNW	30.15	68
Tue Feb  2 19:50:28 2010	LOS ANGELES, CA	Hazy Sunshine	61 16	70 21	0	CLM	29.85	67
Tue Feb  2 19:50:30 2010	EL PASO, TX	Partly Sunny	55 13	58 14	7	NNE	29.94	39
Tue Feb  2 19:50:31 2010	NEW YORK, NY	Cloudy	33 1	30 -1	7	SSE	30.21	36
Tue Feb  2 19:50:32 2010	BALTIMORE, MD	Cloudy	34 1	35 2	5	ENE	30.17	75
Tue Feb  2 19:50:34 2010	LAS VEGAS, NV	Intermittent Clouds	53 12	52 11	9	NE	29.90	36
Tue Feb  2 19:50:36 2010	WASHINGTON, DC	Cloudy	37 3	45 7	0	CLM	30.17	54
Tue Feb  2 19:50:38 2010	AUSTIN, TX	Fog	50 10	42 6	15	NNE	30.15	93
Tue Feb  2 19:50:40 2010	SAN FRANCISCO, CA	Cloudy	52 11	50 10	7	E	29.89	80
Tue Feb  2 19:50:41 2010	OKLAHOMA CITY, OK	Cloudy	35 2	41 5	3	WNW	30.25	81
Tue Feb  2 19:50:42 2010	NASHVILLE, TN	Mostly Cloudy	43 6	47 8	5	WNW	30.07	81
Tue Feb  2 19:50:44 2010	FORT WORTH, TX	Cloudy	42 6	47 8	5	NW	30.24	72
Tue Feb  2 19:50:46 2010	PHOENIX, AZ	Partly Sunny	63 17	65 18	8	E	29.85	38
Tue Feb  2 19:50:47 2010	PORTLAND, OR	Partly Sunny	43 6	44 7	5	NW	29.88	88
Tue Feb  2 19:50:49 2010	CHICAGO, IL	Cloudy	31 -1	30 -1	6	S	30.00	82
Tue Feb  2 19:50:50 2010	SAN ANTONIO, TX	Fog	51 11	50 10	9	NE	30.10	92
Tue Feb  2 19:50:52 2010	INDIANAPOLIS, IN	Cloudy	38 3	35 2	7	SSW	30.00	52
Tue Feb  2 19:50:54 2010	BOSTON, MA	Cloudy	30 -1	38 3	0	CLM	30.21	39
Tue Feb  2 19:50:55 2010	JACKSONVILLE, FL	Cloudy	59 15	59 15	9	W	29.94	93
Tue Feb  2 19:50:57 2010	COLUMBUS, OH	Cloudy	38 3	37 3	6	E	30.04	50
Tue Feb  2 19:50:59 2010	DALLAS, TX	Intermittent Clouds	45 7	58 14	6	CLM	30.22	65
Tue Feb  2 19:51:00 2010	HOUSTON, TX	Cloudy	53 12	62 17	0	CLM	30.17	82
Tue Feb  2 19:51:02 2010	SEATTLE, WA	Intermittent Clouds	45 7	46 8	5	S	29.91	85
Tue Feb  2 19:51:04 2010	MILWAUKEE, WI	Flurries	32 0	26 -3	6	SSW	29.97	82
Tue Feb  2 19:51:05 2010	DETROIT, MI	Flurries	30 -1	30 -1	3	E	30.04	80
Tue Feb  2 19:51:07 2010	PHILADELPHIA, PA	Cloudy	35 2	37 3	5	E	30.21	39
Tue Feb  2 20:41:44 2010	SAN JOSE, CA	Cloudy	55 13	61 16	0	CLM	29.88	71
Tue Feb  2 20:41:46 2010	CHARLOTTE, NC	Rain	36 2	27 -3	9	N	29.98	93
Tue Feb  2 20:41:47 2010	SAN DIEGO, CA	Intermittent Clouds	60 16	62 17	8	NW	29.86	64
Tue Feb  2 20:41:48 2010	DENVER, CO	Partly Sunny	39 4	47 8	3	ENE	29.92	30
Tue Feb  2 20:41:50 2010	MEMPHIS, TN	Cloudy	45 7	40 4	12	NNW	30.15	65
Tue Feb  2 20:41:51 2010	LOS ANGELES, CA	Hazy Sunshine	63 17	73 23	0	CLM	29.84	51
Tue Feb  2 20:41:52 2010	EL PASO, TX	Partly Sunny	59 15	61 16	9	NNE	29.89	33
Tue Feb  2 20:41:54 2010	NEW YORK, NY	Cloudy	33 1	27 -3	8	SSE	30.19	39
Tue Feb  2 20:41:56 2010	BALTIMORE, MD	Cloudy	35 2	29 -2	8	ENE	30.15	72
Tue Feb  2 20:41:58 2010	LAS VEGAS, NV	Intermittent Clouds	55 13	51 11	14	NE	29.88	35
Tue Feb  2 20:41:59 2010	WASHINGTON, DC	Cloudy	40 4	47 8	0	CLM	30.15	46
Tue Feb  2 20:42:01 2010	AUSTIN, TX	Fog	50 10	45 7	13	NNE	30.14	87
Tue Feb  2 20:42:03 2010	SAN FRANCISCO, CA	Mostly Cloudy	53 12	54 12	6	ENE	29.88	76
Tue Feb  2 20:42:04 2010	OKLAHOMA CITY, OK	Cloudy	37 3	47 8	0	CLM	30.22	78
Tue Feb  2 20:42:05 2010	NASHVILLE, TN	Mostly Cloudy	44 7	47 8	5	N	30.06	73
Tue Feb  2 20:42:07 2010	FORT WORTH, TX	Partly Sunny	45 7	52 11	5	NW	30.21	70
Tue Feb  2 20:42:08 2010	PHOENIX, AZ	Partly Sunny	67 19	71 22	5	E	29.81	31
Tue Feb  2 20:42:10 2010	PORTLAND, OR	Partly Sunny	45 7	52 11	0	CLM	29.87	82
Tue Feb  2 20:42:11 2010	CHICAGO, IL	Cloudy	32 0	30 -1	6	SSW	29.98	78
Tue Feb  2 20:42:13 2010	SAN ANTONIO, TX	Cloudy	52 11	50 10	10	NE	30.09	89
Tue Feb  2 20:42:14 2010	INDIANAPOLIS, IN	Cloudy	37 3	31 -1	9	WSW	29.99	56
Tue Feb  2 20:42:15 2010	BOSTON, MA	Cloudy	30 -1	25 -4	7	S	30.20	43
Tue Feb  2 20:42:17 2010	JACKSONVILLE, FL	Cloudy	59 15	58 14	9	WNW	29.93	87
Tue Feb  2 20:42:18 2010	COLUMBUS, OH	Cloudy	41 5	47 8	0	CLM	30.01	44
Tue Feb  2 20:42:20 2010	DALLAS, TX	Intermittent Clouds	47 8	49 9	7	NNE	30.21	60
Tue Feb  2 20:42:21 2010	HOUSTON, TX	Cloudy	55 13	53 12	10	N	30.14	79
Tue Feb  2 20:42:22 2010	SEATTLE, WA	Intermittent Clouds	46 8	49 9	3	SSE	29.91	79
Tue Feb  2 20:42:24 2010	MILWAUKEE, WI	Flurries	32 0	32 0	3	SW	29.96	80
Tue Feb  2 20:42:25 2010	DETROIT, MI	Snow	30 -1	25 -4	6	SE	30.02	86
Tue Feb  2 20:42:26 2010	PHILADELPHIA, PA	Cloudy	36 2	43 6	0	CLM	30.19	40
Tue Feb  2 21:28:20 2010	SAN JOSE, CA	Cloudy	55 13	61 16	0	CLM	29.85	71
Tue Feb  2 21:28:21 2010	CHARLOTTE, NC	Showers	36 2	27 -3	9	N	29.98	96
Tue Feb  2 21:28:22 2010	SAN DIEGO, CA	Intermittent Clouds	60 16	63 17	7	WNW	29.84	66
Tue Feb  2 21:28:25 2010	DENVER, CO	Mostly Sunny	41 5	44 7	6	N	29.91	28
Tue Feb  2 21:28:27 2010	MEMPHIS, TN	Cloudy	45 7	42 6	8	WNW	30.14	62
Tue Feb  2 21:28:29 2010	LOS ANGELES, CA	Partly Sunny	65 18	72 22	0	CLM	29.82	50
Tue Feb  2 21:28:30 2010	EL PASO, TX	Partly Sunny	61 16	61 16	12	ESE	29.84	30
Tue Feb  2 21:28:31 2010	NEW YORK, NY	Mostly Cloudy	33 1	30 -1	6	N	30.20	47
Tue Feb  2 21:28:33 2010	BALTIMORE, MD	Cloudy	36 2	33 1	6	E	30.12	64
Tue Feb  2 21:28:35 2010	LAS VEGAS, NV	Intermittent Clouds	56 13	59 15	6	N	29.84	35
Tue Feb  2 21:28:36 2010	WASHINGTON, DC	Cloudy	41 5	47 8	0	CLM	30.12	44
Tue Feb  2 21:28:38 2010	AUSTIN, TX	Fog	51 11	45 7	14	NNE	30.13	85
Tue Feb  2 21:28:39 2010	SAN FRANCISCO, CA	Cloudy	52 11	53 12	6	ENE	29.86	80
Tue Feb  2 21:28:41 2010	OKLAHOMA CITY, OK	Cloudy	35 2	37 3	5	SSW	30.22	81
Tue Feb  2 21:28:43 2010	NASHVILLE, TN	Mostly Cloudy	45 7	46 8	5	W	30.06	68
Tue Feb  2 21:28:44 2010	FORT WORTH, TX	Sunny	47 8	53 12	5	NNE	30.19	63
Tue Feb  2 21:28:46 2010	PHOENIX, AZ	Partly Sunny	68 20	71 22	5	N	29.78	30
Tue Feb  2 21:28:48 2010	PORTLAND, OR	Intermittent Clouds	46 8	48 9	5	W	29.85	85
Tue Feb  2 21:28:50 2010	CHICAGO, IL	Flurries	31 -1	24 -4	7	W	29.97	82
Tue Feb  2 21:28:52 2010	SAN ANTONIO, TX	Cloudy	53 12	51 11	9	NNE	30.06	85
Tue Feb  2 21:28:53 2010	INDIANAPOLIS, IN	Cloudy	37 3	33 1	7	WSW	29.99	59
Tue Feb  2 21:28:54 2010	BOSTON, MA	Intermittent Clouds	30 -1	25 -4	7	SE	30.20	44
Tue Feb  2 21:28:56 2010	JACKSONVILLE, FL	Cloudy	59 15	58 14	7	NW	29.93	87
Tue Feb  2 21:28:58 2010	COLUMBUS, OH	Cloudy	42 6	40 4	6	SE	29.99	39
Tue Feb  2 21:28:59 2010	DALLAS, TX	Intermittent Clouds	50 10	53 12	6	NNE	30.18	53
Tue Feb  2 21:29:01 2010	HOUSTON, TX	Cloudy	57 14	56 13	9	NE	30.11	74
Tue Feb  2 21:29:02 2010	SEATTLE, WA	Mostly Cloudy	48 9	54 12	0	CLM	29.89	76
Tue Feb  2 21:29:13 2010	MILWAUKEE, WI	Cloudy	33 1	39 4	0	CLM	29.98	78
Tue Feb  2 21:29:15 2010	DETROIT, MI	Flurries	30 -1	27 -3	5	SE	30.04	85
Tue Feb  2 21:29:17 2010	PHILADELPHIA, PA	Cloudy	36 2	36 2	5	ESE	30.19	40
Tue Feb  2 22:16:07 2010	SAN JOSE, CA	Cloudy	57 14	62 17	0	CLM	29.83	68
Tue Feb  2 22:16:09 2010	CHARLOTTE, NC	Showers	37 3	27 -3	10	N	29.99	92
Tue Feb  2 22:16:50 2010								
Tue Feb  2 22:16:56 2010	DENVER, CO	Sunny	41 5	43 6	6	NNE	29.89	30
Tue Feb  2 22:16:58 2010	MEMPHIS, TN	Cloudy	44 7	38 3	10	NW	30.15	65
Tue Feb  2 22:17:00 2010	LOS ANGELES, CA	Hazy Sunshine	64 18	68 20	6	N	29.80	60
Tue Feb  2 22:17:05 2010	EL PASO, TX	Partly Sunny	62 17	62 17	10	E	29.82	29
Tue Feb  2 22:17:07 2010	NEW YORK, NY	Mostly Cloudy	33 1	31 -1	5	S	30.20	47
Tue Feb  2 22:17:08 2010	BALTIMORE, MD	Cloudy	35 2	30 -1	7	ENE	30.12	69
Tue Feb  2 22:17:10 2010	LAS VEGAS, NV	Intermittent Clouds	58 14	61 16	5	E	29.81	34
Tue Feb  2 22:17:12 2010	WASHINGTON, DC	Cloudy	40 4	34 1	8	ESE	30.12	48
Tue Feb  2 22:17:13 2010	AUSTIN, TX	Cloudy	53 12	48 9	12	NNE	30.10	79
Tue Feb  2 22:17:15 2010	SAN FRANCISCO, CA	Cloudy	53 12	56 13	3	N	29.84	79
Tue Feb  2 22:17:16 2010	OKLAHOMA CITY, OK	Cloudy	35 2	42 6	0	CLM	30.20	84
Tue Feb  2 22:17:17 2010	NASHVILLE, TN	Mostly Cloudy	46 8	43 6	7	WNW	30.07	57
Tue Feb  2 22:17:19 2010	FORT WORTH, TX	Sunny	50 10	55 13	3	N	30.17	58
Tue Feb  2 22:17:20 2010	PHOENIX, AZ	Intermittent Clouds	71 22	72 22	6	E	29.75	27
Tue Feb  2 22:17:22 2010	PORTLAND, OR	Intermittent Clouds	48 9	51 11	3	N	29.81	82
Tue Feb  2 22:17:23 2010	CHICAGO, IL	Cloudy	32 0	31 -1	5	W	29.99	81
Tue Feb  2 22:17:25 2010	SAN ANTONIO, TX	Cloudy	53 12	50 10	9	ENE	30.07	85
Tue Feb  2 22:17:26 2010	INDIANAPOLIS, IN	Cloudy	38 3	28 -2	12	WSW	29.99	59
Tue Feb  2 22:17:27 2010	BOSTON, MA	Cloudy	30 -1	26 -3	6	S	30.20	44
Tue Feb  2 22:17:29 2010	JACKSONVILLE, FL	Cloudy	59 15	56 13	9	NNW	29.93	87
Tue Feb  2 22:17:31 2010	COLUMBUS, OH	Cloudy	42 6	39 4	6	SSE	29.97	39
Tue Feb  2 22:17:32 2010	DALLAS, TX	Intermittent Clouds	50 10	47 8	9	NE	30.18	56
Tue Feb  2 22:17:33 2010	HOUSTON, TX	Cloudy	59 15	59 15	5	N	30.12	69
Tue Feb  2 22:17:35 2010	SEATTLE, WA	Intermittent Clouds	51 11	53 12	3	N	29.86	68
Tue Feb  2 22:17:36 2010	MILWAUKEE, WI	Flurries	32 0	31 -1	3	W	29.99	78
Tue Feb  2 22:17:38 2010	DETROIT, MI	Snow	30 -1	28 -2	3	SE	30.01	86
Tue Feb  2 22:17:39 2010	PHILADELPHIA, PA	Cloudy	36 2	35 2	5	E	30.17	43
Tue Feb  2 23:01:18 2010	SAN JOSE, CA	Cloudy	57 14	62 17	0	CLM	29.83	68
Tue Feb  2 23:01:19 2010	CHARLOTTE, NC	Rain	37 3	28 -2	8	N	29.99	93
Tue Feb  2 23:01:20 2010	SAN DIEGO, CA	Mostly Cloudy	61 16	61 16	8	W	29.82	64
Tue Feb  2 23:01:22 2010	DENVER, CO	Mostly Sunny	43 6	47 8	3	NNE	29.89	26
Tue Feb  2 23:01:23 2010	MEMPHIS, TN	Cloudy	44 7	38 3	10	NW	30.15	65
Tue Feb  2 23:01:25 2010	LOS ANGELES, CA	Cloudy	64 18	66 19	6	N	29.80	60
Tue Feb  2 23:01:26 2010	EL PASO, TX	Partly Sunny	62 17	62 17	10	E	29.82	29
Tue Feb  2 23:01:28 2010	NEW YORK, NY	Cloudy	33 1	31 -1	5	S	30.20	47
Tue Feb  2 23:01:29 2010	BALTIMORE, MD	Cloudy	35 2	30 -1	7	ENE	30.12	69
Tue Feb  2 23:01:30 2010	LAS VEGAS, NV	Intermittent Clouds	58 14	61 16	5	E	29.81	34
Tue Feb  2 23:01:31 2010	WASHINGTON, DC	Cloudy	40 4	34 1	8	ESE	30.12	48
Tue Feb  2 23:01:33 2010	AUSTIN, TX	Cloudy	53 12	48 9	12	NNE	30.10	79
Tue Feb  2 23:01:34 2010	SAN FRANCISCO, CA	Cloudy	53 12	56 13	3	N	29.84	79
Tue Feb  2 23:01:35 2010	OKLAHOMA CITY, OK	Cloudy	35 2	42 6	0	CLM	30.20	84
Tue Feb  2 23:01:37 2010	NASHVILLE, TN	Mostly Cloudy	46 8	43 6	7	WNW	30.07	57
Tue Feb  2 23:01:38 2010	FORT WORTH, TX	Sunny	50 10	55 13	3	N	30.17	58
Tue Feb  2 23:01:39 2010	PHOENIX, AZ	Intermittent Clouds	71 22	72 22	6	E	29.75	27
Tue Feb  2 23:01:40 2010	PORTLAND, OR	Intermittent Clouds	48 9	51 11	3	N	29.81	82
Tue Feb  2 23:01:42 2010	CHICAGO, IL	Cloudy	32 0	31 -1	5	W	29.99	81
Tue Feb  2 23:01:43 2010	SAN ANTONIO, TX	Cloudy	53 12	50 10	9	ENE	30.07	85
Tue Feb  2 23:01:44 2010	INDIANAPOLIS, IN	Cloudy	38 3	28 -2	12	WSW	29.99	59
Tue Feb  2 23:01:45 2010	BOSTON, MA	Cloudy	30 -1	26 -3	6	S	30.20	44
Tue Feb  2 23:01:47 2010	JACKSONVILLE, FL	Cloudy	59 15	56 13	9	NNW	29.93	87
Tue Feb  2 23:01:49 2010	COLUMBUS, OH	Cloudy	42 6	39 4	6	SSE	29.97	39
Tue Feb  2 23:01:50 2010	DALLAS, TX	Intermittent Clouds	50 10	47 8	9	NE	30.18	56
Tue Feb  2 23:01:51 2010	HOUSTON, TX	Cloudy	59 15	54 12	12	NNE	30.09	67
Tue Feb  2 23:01:52 2010	SEATTLE, WA	Intermittent Clouds	51 11	53 12	3	N	29.86	68
Tue Feb  2 23:01:53 2010	MILWAUKEE, WI	Flurries	32 0	31 -1	3	W	29.99	78
Tue Feb  2 23:01:55 2010	DETROIT, MI	Flurries	30 -1	28 -2	3	SE	30.01	86
Tue Feb  2 23:01:56 2010	PHILADELPHIA, PA	Cloudy	36 2	35 2	5	E	30.17	43
Tue Feb  2 23:46:16 2010	SAN JOSE, CA	Cloudy	58 14	62 17	0	CLM	29.82	69
Tue Feb  2 23:46:18 2010	CHARLOTTE, NC	Rain	37 3	27 -3	8	N	30.01	92
Tue Feb  2 23:46:19 2010	SAN DIEGO, CA	Mostly Cloudy	61 16	59 15	9	NW	29.81	66
Tue Feb  2 23:46:20 2010	DENVER, CO	Partly Sunny	43 6	42 6	6	NNE	29.89	28
Tue Feb  2 23:46:22 2010	MEMPHIS, TN	Cloudy	43 6	38 3	8	NNW	30.16	67
Tue Feb  2 23:46:23 2010	LOS ANGELES, CA	Hazy Sunshine	64 18	67 19	5	W	29.79	60
Tue Feb  2 23:46:24 2010	EL PASO, TX	Intermittent Clouds	63 17	60 16	13	E	29.80	29
Tue Feb  2 23:46:26 2010	NEW YORK, NY	Cloudy	33 1	29 -2	6	N	30.18	53
Tue Feb  2 23:46:27 2010	BALTIMORE, MD	Cloudy	35 2	30 -1	7	E	30.13	69
Tue Feb  2 23:46:28 2010	LAS VEGAS, NV	Intermittent Clouds	58 14	57 14	7	ENE	29.80	34
Tue Feb  2 23:46:29 2010	WASHINGTON, DC	Cloudy	38 3	33 1	7	E	30.12	64
Tue Feb  2 23:46:31 2010	AUSTIN, TX	Cloudy	53 12	46 8	14	NNE	30.13	76
Tue Feb  2 23:46:32 2010	SAN FRANCISCO, CA	Cloudy	54 12	60 16	0	CLM	29.83	74
Tue Feb  2 23:46:33 2010	OKLAHOMA CITY, OK	Mostly Cloudy	35 2	41 5	0	CLM	30.19	81
Tue Feb  2 23:46:35 2010	NASHVILLE, TN	Cloudy	45 7	42 6	6	WNW	30.08	57
Tue Feb  2 23:46:36 2010	FORT WORTH, TX	Sunny	50 10	47 8	8	NNE	30.16	56
Tue Feb  2 23:46:38 2010	PHOENIX, AZ	Intermittent Clouds	71 22	74 23	0	CLM	29.73	27
Tue Feb  2 23:46:39 2010	PORTLAND, OR	Intermittent Clouds	50 10	52 11	3	N	29.79	79
Tue Feb  2 23:46:40 2010	CHICAGO, IL	Flurries	30 -1	22 -6	7	W	29.98	86
Tue Feb  2 23:46:42 2010	SAN ANTONIO, TX	Cloudy	52 11	48 9	9	ENE	30.08	89
Tue Feb  2 23:46:43 2010	INDIANAPOLIS, IN	Cloudy	37 3	29 -2	9	W	30.01	61
Tue Feb  2 23:46:45 2010	BOSTON, MA	Cloudy	29 -2	18 -8	10	SE	30.21	53
Tue Feb  2 23:46:46 2010	JACKSONVILLE, FL	Cloudy	57 14	51 11	12	NW	29.95	87
Tue Feb  2 23:46:48 2010	COLUMBUS, OH	Cloudy	41 5	41 5	3	SSE	29.98	42
Tue Feb  2 23:46:49 2010	DALLAS, TX	Intermittent Clouds	50 10	45 7	9	NNE	30.16	53
Tue Feb  2 23:46:50 2010	HOUSTON, TX	Cloudy	58 14	56 13	7	N	30.11	71
Tue Feb  2 23:46:52 2010	SEATTLE, WA	Intermittent Clouds	52 11	50 10	7	NNE	29.84	66
Tue Feb  2 23:46:53 2010	MILWAUKEE, WI	Flurries	32 0	28 -2	5	W	29.99	81
Tue Feb  2 23:46:55 2010	DETROIT, MI	Flurries	30 -1	26 -3	5	SE	30.01	86
Tue Feb  2 23:46:58 2010	PHILADELPHIA, PA	Cloudy	35 2	35 2	3	NE	30.16	47
Wed Feb  3 00:31:09 2010	SAN JOSE, CA	Cloudy	59 15	59 15	5	NW	29.82	64
Wed Feb  3 00:31:10 2010	CHARLOTTE, NC	Rain	37 3	29 -2	7	NE	29.99	95
Wed Feb  3 00:31:11 2010	SAN DIEGO, CA	Mostly Cloudy	61 16	59 15	7	WNW	29.80	66
Wed Feb  3 00:31:13 2010	DENVER, CO	Mostly Sunny	43 6	41 5	6	N	29.89	28
Wed Feb  3 00:31:14 2010	MEMPHIS, TN	Cloudy	41 5	35 2	8	NNW	30.17	70
Wed Feb  3 00:31:15 2010	LOS ANGELES, CA	Partly Sunny	64 18	65 18	3	N	29.78	60
Wed Feb  3 00:31:16 2010	EL PASO, TX	Intermittent Clouds	63 17	61 16	9	ESE	29.78	31
Wed Feb  3 00:31:17 2010	NEW YORK, NY	Cloudy	33 1	33 1	3	N	30.17	56
Wed Feb  3 00:31:18 2010	BALTIMORE, MD	Flurries	34 1	30 -1	5	ENE	30.12	74
Wed Feb  3 00:31:19 2010	LAS VEGAS, NV	Intermittent Clouds	59 15	62 17	0	CLM	29.78	34
Wed Feb  3 00:31:20 2010	WASHINGTON, DC	Flurries	37 3	27 -3	9	NE	30.12	69
