2	weather.cnn.com										
(Timestamp)	(Location)	Current Conditions  updated 	(Temperature) (°)	Hi (°)	Lo (°)	(Conditions)	Barometer (" Hg)	Feels like (°)	Humidity (%)	Wind	(Wind Speed) (mph)
Tue Feb  2 21:32:45 2010	Philadelphia, PA 	3:26 PM ET	35	37	29	 Mostly Cloudy 	30.21	35	43	E	3
Tue Feb  2 22:19:55 2010	San Jose, CA 	3:26 PM ET	55	60	45	Cloudy 	29.85	61	71	CLM	0
Tue Feb  2 22:19:57 2010	Charlotte, NC 	3:26 PM ET	36	39	27	Showers 	29.99	36	96	N	9
Tue Feb  2 22:19:59 2010	San Diego, CA 	3:26 PM ET	60	61	54	 Intermittent Clouds 	29.84	65	66	WNW	7
Tue Feb  2 22:20:01 2010	Denver, CO 	3:26 PM ET	45	49	19	 Mostly Sunny 	29.91	45	26	N	8
Tue Feb  2 22:20:03 2010	Memphis, TN 	3:26 PM ET	45	48	31	Cloudy 	30.15	47	62	WNW	8
Tue Feb  2 22:20:05 2010	Los Angeles, CA 	3:26 PM ET	65	64	52	 Partly Sunny 	29.82	67	50	CLM	0
Tue Feb  2 22:20:07 2010	El Paso, TX 	3:26 PM ET	61	62	42	 Partly Sunny 	29.84	62	30	ESE	12
Tue Feb  2 22:20:09 2010	New York, NY 	3:26 PM ET	33	36	30	 Mostly Cloudy 	30.21	33	47	N	6
Tue Feb  2 22:20:11 2010	Baltimore, MD 	3:26 PM ET	36	37	28	Cloudy 	30.13	36	64	E	6
Tue Feb  2 22:20:12 2010	Las Vegas, NV 	3:26 PM ET	56	62	42	 Intermittent Clouds 	29.84	57	35	N	6
Tue Feb  2 22:20:15 2010	Washington, DC 	3:26 PM ET	5	3	-1	Cloudy 	30.13	5	44	CLM	0
Tue Feb  2 22:20:17 2010	Austin, TX 	3:26 PM ET	51	57	48	Fog 	30.13	56	85	NNE	14
Tue Feb  2 22:20:19 2010	San Francisco, CA 	3:26 PM ET	52	57	48	Cloudy 	29.86	57	80	ENE	6
Tue Feb  2 22:20:21 2010	Oklahoma City, OK 	3:26 PM ET	35	47	28	Cloudy 	30.22	35	81	SSW	5
Tue Feb  2 22:20:23 2010	Nashville, TN 	3:26 PM ET	45	48	28	 Mostly Cloudy 	30.07	48	68	W	5
Tue Feb  2 22:20:25 2010	Fort Worth, TX 	3:26 PM ET	47	55	36	 Sunny 	30.19	49	63	NNE	5
Tue Feb  2 22:20:27 2010	Phoenix, AZ 	3:26 PM ET	68	69	52	 Partly Sunny 	29.78	66	30	N	5
Tue Feb  2 22:20:29 2010	Portland, OR 	3:26 PM ET	46	53	41	 Intermittent Clouds 	29.85	49	85	W	5
Tue Feb  2 22:20:30 2010	Chicago, IL 	3:26 PM ET	31	33	23	Flurries 	29.98	31	82	W	7
Tue Feb  2 22:20:33 2010	San Antonio, TX 	3:26 PM ET	53	57	49	Cloudy 	30.07	58	85	NNE	9
Tue Feb  2 22:20:35 2010	Indianapolis, IN 	3:26 PM ET	37	42	26	Cloudy 	29.99	37	59	WSW	7
Tue Feb  2 22:20:37 2010	Boston, MA 	3:26 PM ET	30	31	21	 Intermittent Clouds 	30.2	30	44	SE	7
Tue Feb  2 22:20:39 2010	Jacksonville, FL 	3:26 PM ET	59	65	42	Cloudy 	29.94	65	87	NW	7
Tue Feb  2 22:20:41 2010	Columbus, OH 	3:26 PM ET	40	40	25	Cloudy 	29.99	41	48	ESE	3
Tue Feb  2 22:20:43 2010	Dallas, TX 	3:26 PM ET	50	55	36	 Intermittent Clouds 	30.19	53	53	NNE	6
Tue Feb  2 22:20:45 2010	Houston, TX 	3:26 PM ET	55	62	48	Cloudy 	30.12	61	83	NNE	9
Tue Feb  2 22:20:46 2010	Seattle, WA 	3:26 PM ET	48	52	39	 Sunny 	29.89	51	79	CLM	0
Tue Feb  2 22:20:48 2010	Milwaukee, WI 	3:26 PM ET	33	33	22	Cloudy 	29.98	33	78	CLM	0
Tue Feb  2 22:20:50 2010	Detroit, MI 	3:26 PM ET	29	31	23	Flurries 	30.07	29	85	E	6
Tue Feb  2 22:20:52 2010	Philadelphia, PA 	3:26 PM ET	35	37	29	 Mostly Cloudy 	30.21	35	43	E	3
Tue Feb  2 23:04:12 2010	San Jose, CA 	4:32 PM ET	57	60	45	Cloudy 	29.83	61	68	CLM	0
Tue Feb  2 23:04:14 2010	Charlotte, NC 	4:32 PM ET	37	39	27	Showers 	29.99	37	92	N	10
Tue Feb  2 23:04:16 2010	San Diego, CA 	4:32 PM ET	61	61	54	 Intermittent Clouds 	29.82	65	64	W	8
Tue Feb  2 23:04:18 2010	Denver, CO 	4:32 PM ET	47	49	19	 Partly Sunny 	29.89	47	25	N	8
Tue Feb  2 23:04:20 2010	Memphis, TN 	4:32 PM ET	44	48	31	Cloudy 	30.15	46	65	NW	10
Tue Feb  2 23:04:22 2010	Los Angeles, CA 	4:32 PM ET	64	64	52	 Hazy Sunshine 	29.8	65	60	N	6
Tue Feb  2 23:04:24 2010	El Paso, TX 	4:32 PM ET	62	62	42	 Partly Sunny 	29.82	63	29	E	10
Tue Feb  2 23:04:26 2010	New York, NY 	4:32 PM ET	33	36	30	 Mostly Cloudy 	30.21	33	47	S	5
Tue Feb  2 23:04:28 2010	Baltimore, MD 	4:32 PM ET	35	37	28	Cloudy 	30.13	35	69	ENE	7
Tue Feb  2 23:04:30 2010	Las Vegas, NV 	4:32 PM ET	58	62	42	 Intermittent Clouds 	29.81	59	34	E	5
Tue Feb  2 23:04:32 2010	Washington, DC 	4:32 PM ET	40	39	30	Cloudy 	30.13	41	48	ESE	8
Tue Feb  2 23:04:34 2010	Austin, TX 	4:32 PM ET	53	57	48	Cloudy 	30.11	58	79	NNE	12
Tue Feb  2 23:04:36 2010	San Francisco, CA 	4:32 PM ET	53	57	48	Cloudy 	29.84	58	79	N	3
Tue Feb  2 23:04:38 2010	Oklahoma City, OK 	4:32 PM ET	35	47	28	Cloudy 	30.21	35	84	CLM	0
Tue Feb  2 23:04:40 2010	Nashville, TN 	4:32 PM ET	46	48	28	 Mostly Cloudy 	30.07	47	57	WNW	7
Tue Feb  2 23:04:43 2010	Fort Worth, TX 	4:32 PM ET	50	55	36	 Sunny 	30.18	53	58	N	3
Tue Feb  2 23:04:45 2010	Phoenix, AZ 	4:32 PM ET	21	20	11	 Intermittent Clouds 	29.75	20	27	E	6
Tue Feb  2 23:04:46 2010	Portland, OR 	4:32 PM ET	48	53	41	 Intermittent Clouds 	29.82	51	82	N	3
Tue Feb  2 23:04:48 2010	Chicago, IL 	4:32 PM ET	32	33	23	Cloudy 	29.99	32	81	W	5
Tue Feb  2 23:04:50 2010	San Antonio, TX 	4:32 PM ET	53	57	49	Cloudy 	30.07	58	85	ENE	9
Tue Feb  2 23:04:53 2010	Indianapolis, IN 	4:32 PM ET	38	42	26	Cloudy 	30	38	59	WSW	12
Tue Feb  2 23:04:55 2010	Boston, MA 	4:32 PM ET	30	31	21	Cloudy 	30.21	30	44	S	6
Tue Feb  2 23:04:57 2010	Jacksonville, FL 	4:32 PM ET	59	65	42	Cloudy 	29.94	65	87	NNW	9
Tue Feb  2 23:04:58 2010	Columbus, OH 	4:32 PM ET	41	40	25	Cloudy 	29.98	42	44	S	5
Tue Feb  2 23:05:00 2010	Dallas, TX 	4:32 PM ET	50	55	36	 Intermittent Clouds 	30.18	53	56	NE	9
Tue Feb  2 23:05:02 2010	Houston, TX 	4:32 PM ET	57	62	48	Cloudy 	30.13	61	77	NE	10
Tue Feb  2 23:05:04 2010	Seattle, WA 	4:32 PM ET	52	52	39	 Intermittent Clouds 	29.85	55	61	CLM	0
Tue Feb  2 23:05:06 2010	Milwaukee, WI 	4:32 PM ET	32	33	22	Flurries 	29.99	32	78	W	3
Tue Feb  2 23:05:08 2010	Detroit, MI 	4:32 PM ET	28	31	23	Flurries 	30.03	28	92	ESE	8
Tue Feb  2 23:05:10 2010	Philadelphia, PA 	4:32 PM ET	35	37	29	Cloudy 	30.19	35	47	E	6
Tue Feb  2 23:49:45 2010	San Jose, CA 	5:25 PM ET	58	60	45	Cloudy 	29.82	61	69	CLM	0
Tue Feb  2 23:49:47 2010	Charlotte, NC 	5:25 PM ET	37	39	27	Rain 	30.01	37	92	N	8
Tue Feb  2 23:49:49 2010	San Diego, CA 	5:25 PM ET	61	61	54	 Mostly Cloudy 	29.81	65	66	NW	9
Tue Feb  2 23:49:51 2010	Denver, CO 	5:25 PM ET	48	49	19	 Partly Sunny 	29.88	48	24	N	7
Tue Feb  2 23:49:53 2010	Memphis, TN 	5:25 PM ET	43	48	31	Cloudy 	30.16	45	67	NNW	8
Tue Feb  2 23:49:55 2010	Los Angeles, CA 	5:25 PM ET	64	64	52	 Hazy Sunshine 	29.79	65	60	W	5
Tue Feb  2 23:49:57 2010	El Paso, TX 	5:25 PM ET	63	62	42	 Intermittent Clouds 	29.8	64	29	E	13
Tue Feb  2 23:49:59 2010	New York, NY 	5:25 PM ET	33	36	30	 Mostly Cloudy 	30.19	33	53	N	6
Tue Feb  2 23:50:01 2010	Baltimore, MD 	5:25 PM ET	35	37	28	Cloudy 	30.13	35	69	E	7
Tue Feb  2 23:50:03 2010	Las Vegas, NV 	5:25 PM ET	58	62	42	 Intermittent Clouds 	29.8	59	34	ENE	7
Tue Feb  2 23:50:05 2010	Washington, DC 	5:25 PM ET	38	39	30	Cloudy 	30.13	38	64	E	7
Tue Feb  2 23:50:07 2010	Austin, TX 	5:25 PM ET	53	57	48	Cloudy 	30.13	58	76	NNE	14
Tue Feb  2 23:50:09 2010	San Francisco, CA 	5:25 PM ET	54	57	48	Cloudy 	29.83	59	74	CLM	0
Tue Feb  2 23:50:11 2010	Oklahoma City, OK 	5:25 PM ET	35	47	28	 Mostly Cloudy 	30.2	35	81	CLM	0
Tue Feb  2 23:50:12 2010	Nashville, TN 	5:25 PM ET	45	48	28	Cloudy 	30.09	46	57	WNW	6
Tue Feb  2 23:50:14 2010	Fort Worth, TX 	5:25 PM ET	50	55	36	 Sunny 	30.17	53	56	NNE	8
Tue Feb  2 23:50:16 2010	Phoenix, AZ 	5:25 PM ET	71	69	52	 Intermittent Clouds 	29.73	68	27	CLM	0
Tue Feb  2 23:50:18 2010	Portland, OR 	5:25 PM ET	50	53	41	 Intermittent Clouds 	29.79	55	79	N	3
Tue Feb  2 23:50:20 2010	Chicago, IL 	5:25 PM ET	30	33	23	Flurries 	29.99	30	86	W	5
Tue Feb  2 23:50:22 2010	San Antonio, TX 	5:25 PM ET	52	57	49	Cloudy 	30.08	58	89	ENE	9
Tue Feb  2 23:50:24 2010	Indianapolis, IN 	5:25 PM ET	37	42	26	Cloudy 	30.01	37	61	W	9
Tue Feb  2 23:50:26 2010	Boston, MA 	5:25 PM ET	29	31	21	Cloudy 	30.22	29	53	SE	10
Tue Feb  2 23:50:28 2010	Jacksonville, FL 	5:25 PM ET	57	65	42	Cloudy 	29.96	63	87	NW	12
Tue Feb  2 23:50:30 2010	Columbus, OH 	5:25 PM ET	40	40	25	Cloudy 	29.99	41	48	SSW	3
Tue Feb  2 23:50:32 2010	Dallas, TX 	5:25 PM ET	50	55	36	 Intermittent Clouds 	30.17	53	53	NNE	9
Tue Feb  2 23:50:34 2010	Houston, TX 	5:25 PM ET	57	62	48	Cloudy 	30.13	61	77	NNE	9
Tue Feb  2 23:50:36 2010	Seattle, WA 	5:25 PM ET	52	52	39	 Sunny 	29.83	56	71	NW	6
Tue Feb  2 23:50:38 2010	Milwaukee, WI 	5:25 PM ET	32	33	22	Flurries 	30	32	81	W	5
Tue Feb  2 23:50:40 2010	Detroit, MI 	5:25 PM ET	27	31	23	Flurries 	30.02	27	92	ESE	9
Tue Feb  2 23:50:41 2010	Philadelphia, PA 	5:25 PM ET	35	37	29	Cloudy 	30.18	35	49	E	6
Wed Feb  3 00:34:11 2010	San Jose, CA 	5:25 PM ET	58	60	45	Cloudy 	29.82	61	69	CLM	0
Wed Feb  3 00:34:13 2010	Charlotte, NC 	5:25 PM ET	37	39	27	Rain 	30.01	37	92	N	8
Wed Feb  3 00:34:15 2010	San Diego, CA 	5:25 PM ET	61	61	54	 Mostly Cloudy 	29.81	65	66	NW	9
Wed Feb  3 00:34:17 2010	Denver, CO 	5:25 PM ET	48	49	19	 Partly Sunny 	29.88	48	24	N	7
Wed Feb  3 00:34:19 2010	Memphis, TN 	5:25 PM ET	43	48	31	Cloudy 	30.16	45	67	NNW	8
Wed Feb  3 00:34:21 2010	Los Angeles, CA 	5:25 PM ET	64	64	52	 Hazy Sunshine 	29.79	65	60	W	5
Wed Feb  3 00:34:24 2010	El Paso, TX 	5:25 PM ET	63	62	42	 Intermittent Clouds 	29.8	64	29	E	13
Wed Feb  3 00:34:26 2010	New York, NY 	5:25 PM ET	33	36	30	 Mostly Cloudy 	30.19	33	53	N	6
Wed Feb  3 00:34:28 2010	Baltimore, MD 	5:25 PM ET	35	37	28	Cloudy 	30.13	35	69	E	7
Wed Feb  3 00:34:29 2010	Las Vegas, NV 	5:25 PM ET	58	62	42	 Intermittent Clouds 	29.8	59	34	ENE	7
Wed Feb  3 00:34:32 2010	Washington, DC 	5:25 PM ET	38	39	30	Cloudy 	30.13	38	64	E	7
Wed Feb  3 00:34:33 2010	Austin, TX 	5:25 PM ET	53	57	48	Cloudy 	30.13	58	76	NNE	14
Wed Feb  3 00:34:35 2010	San Francisco, CA 	5:25 PM ET	54	57	48	Cloudy 	29.83	59	74	CLM	0
Wed Feb  3 00:34:37 2010	Oklahoma City, OK 	5:25 PM ET	35	47	28	 Mostly Cloudy 	30.2	35	81	CLM	0
Wed Feb  3 00:34:39 2010	Nashville, TN 	5:25 PM ET	45	48	28	Cloudy 	30.09	46	57	WNW	6
Wed Feb  3 00:34:41 2010	Fort Worth, TX 	5:25 PM ET	50	55	36	 Sunny 	30.17	53	56	NNE	8
Wed Feb  3 00:34:43 2010	Phoenix, AZ 	5:25 PM ET	71	69	52	 Intermittent Clouds 	29.73	68	27	CLM	0
Wed Feb  3 00:34:45 2010	Portland, OR 	5:25 PM ET	50	53	41	 Intermittent Clouds 	29.79	55	79	N	3
Wed Feb  3 00:34:47 2010	Chicago, IL 	5:25 PM ET	30	33	23	Flurries 	29.99	30	86	W	5
Wed Feb  3 00:34:49 2010	San Antonio, TX 	5:25 PM ET	52	57	49	Cloudy 	30.08	58	89	ENE	9
Wed Feb  3 00:34:51 2010	Indianapolis, IN 	5:25 PM ET	37	42	26	Cloudy 	30.01	37	61	W	9
Wed Feb  3 00:34:54 2010	Boston, MA 	5:25 PM ET	29	31	21	Cloudy 	30.22	29	53	SE	10
Wed Feb  3 00:34:55 2010	Jacksonville, FL 	5:25 PM ET	57	65	42	Cloudy 	29.96	63	87	NW	12
Wed Feb  3 00:34:57 2010	Columbus, OH 	5:25 PM ET	40	40	25	Cloudy 	29.99	41	48	SSW	3
Wed Feb  3 00:34:59 2010	Dallas, TX 	5:25 PM ET	50	55	36	 Intermittent Clouds 	30.17	53	53	NNE	9
Wed Feb  3 00:35:02 2010	Houston, TX 	5:25 PM ET	57	62	48	Cloudy 	30.13	61	77	NNE	9
Wed Feb  3 00:35:03 2010	Seattle, WA 	5:25 PM ET	52	52	39	 Sunny 	29.83	56	71	NW	6
Wed Feb  3 00:35:05 2010	Milwaukee, WI 	5:25 PM ET	32	33	22	Flurries 	30	32	81	W	5
Wed Feb  3 00:35:07 2010	Detroit, MI 	5:25 PM ET	27	31	23	Flurries 	30.02	27	92	ESE	9
Wed Feb  3 00:35:09 2010	Philadelphia, PA 	5:25 PM ET	35	37	29	Cloudy 	30.18	35	49	E	6
Wed Feb  3 01:21:20 2010	San Jose, CA 	5:25 PM ET	58	60	45	Cloudy 	29.82	61	69	CLM	0
Wed Feb  3 01:21:22 2010	Charlotte, NC 	5:25 PM ET	37	39	27	Rain 	30.01	37	92	N	8
Wed Feb  3 01:21:24 2010	San Diego, CA 	5:25 PM ET	61	61	54	 Mostly Cloudy 	29.81	65	66	NW	9
Wed Feb  3 01:21:25 2010	Denver, CO 	5:25 PM ET	48	49	19	 Partly Sunny 	29.88	48	24	N	7
Wed Feb  3 01:21:28 2010	Memphis, TN 	5:25 PM ET	43	48	31	Cloudy 	30.16	45	67	NNW	8
Wed Feb  3 01:21:29 2010	Los Angeles, CA 	5:25 PM ET	64	64	52	 Hazy Sunshine 	29.79	65	60	W	5
Wed Feb  3 01:21:31 2010	El Paso, TX 	5:25 PM ET	63	62	42	 Intermittent Clouds 	29.8	64	29	E	13
Wed Feb  3 01:21:33 2010	New York, NY 	5:25 PM ET	33	36	30	 Mostly Cloudy 	30.19	33	53	N	6
Wed Feb  3 01:21:35 2010	Baltimore, MD 	5:25 PM ET	35	37	28	Cloudy 	30.13	35	69	E	7
Wed Feb  3 01:21:37 2010	Las Vegas, NV 	5:25 PM ET	58	62	42	 Intermittent Clouds 	29.8	59	34	ENE	7
Wed Feb  3 01:21:39 2010	Washington, DC 	5:25 PM ET	38	39	30	Cloudy 	30.13	38	64	E	7
Wed Feb  3 01:21:41 2010	Austin, TX 	5:25 PM ET	53	57	48	Cloudy 	30.13	58	76	NNE	14
Wed Feb  3 01:21:43 2010	San Francisco, CA 	5:25 PM ET	54	57	48	Cloudy 	29.83	59	74	CLM	0
Wed Feb  3 01:21:45 2010	Oklahoma City, OK 	5:25 PM ET	35	47	28	 Mostly Cloudy 	30.2	35	81	CLM	0
Wed Feb  3 01:21:47 2010	Nashville, TN 	5:25 PM ET	45	48	28	Cloudy 	30.09	46	57	WNW	6
Wed Feb  3 01:21:49 2010	Fort Worth, TX 	5:25 PM ET	50	55	36	 Sunny 	30.17	53	56	NNE	8
Wed Feb  3 01:21:51 2010	Phoenix, AZ 	5:25 PM ET	71	69	52	 Intermittent Clouds 	29.73	68	27	CLM	0
Wed Feb  3 01:21:53 2010	Portland, OR 	5:25 PM ET	50	53	41	 Intermittent Clouds 	29.79	55	79	N	3
Wed Feb  3 01:21:55 2010	Chicago, IL 	5:25 PM ET	30	33	23	Flurries 	29.99	30	86	W	5
Wed Feb  3 01:21:57 2010	San Antonio, TX 	5:25 PM ET	52	57	49	Cloudy 	30.08	58	89	ENE	9
Wed Feb  3 01:21:59 2010	Indianapolis, IN 	5:25 PM ET	37	42	26	Cloudy 	30.01	37	61	W	9
Wed Feb  3 01:22:01 2010	Boston, MA 	5:25 PM ET	29	31	21	Cloudy 	30.22	29	53	SE	10
Wed Feb  3 01:22:03 2010	Jacksonville, FL 	5:25 PM ET	57	65	42	Cloudy 	29.96	63	87	NW	12
Wed Feb  3 01:22:05 2010	Columbus, OH 	5:25 PM ET	40	40	25	Cloudy 	29.99	41	48	SSW	3
Wed Feb  3 01:22:07 2010	Dallas, TX 	5:25 PM ET	50	55	36	 Intermittent Clouds 	30.17	53	53	NNE	9
Wed Feb  3 01:22:09 2010	Houston, TX 	5:25 PM ET	57	62	48	Cloudy 	30.13	61	77	NNE	9
Wed Feb  3 01:22:10 2010	Seattle, WA 	5:25 PM ET	52	52	39	 Sunny 	29.83	56	71	NW	6
Wed Feb  3 01:22:12 2010	Milwaukee, WI 	5:25 PM ET	32	33	22	Flurries 	30	32	81	W	5
Wed Feb  3 01:22:14 2010	Detroit, MI 	5:25 PM ET	27	31	23	Flurries 	30.02	27	92	ESE	9
Wed Feb  3 01:22:16 2010	Philadelphia, PA 	5:25 PM ET	35	37	29	Cloudy 	30.18	35	49	E	6
Wed Feb  3 02:06:34 2010	San Jose, CA 	7:48 PM ET	57	60	45	Showers 	29.83	61	77	WNW	6
Wed Feb  3 02:06:36 2010	Charlotte, NC 	7:48 PM ET	37	39	27	Rain 	29.99	37	93	N	3
Wed Feb  3 02:06:38 2010	San Diego, CA 	7:48 PM ET	60	61	54	 Mostly Cloudy 	29.8	65	69	WNW	9
Wed Feb  3 02:06:40 2010	Denver, CO 	7:48 PM ET	39	49	19	 Intermittent Clouds 	29.93	39	40	N	7
Wed Feb  3 02:06:42 2010	Memphis, TN 	7:48 PM ET	41	48	31	Cloudy 	30.2	44	70	NW	5
Wed Feb  3 02:06:45 2010	Los Angeles, CA 	7:48 PM ET	64	64	52	 Sunny 	29.78	64	57	N	3
Wed Feb  3 02:06:47 2010	El Paso, TX 	7:48 PM ET	61	62	42	 Mostly Cloudy 	29.78	62	34	E	13
Wed Feb  3 02:06:48 2010	New York, NY 	7:48 PM ET	32	36	30	Cloudy 	30.17	32	60	N	7
Wed Feb  3 02:06:50 2010	Baltimore, MD 	7:48 PM ET	32	37	28	Flurries 	30.12	32	80	NE	7
Wed Feb  3 02:06:53 2010	Las Vegas, NV 	7:48 PM ET	58	62	42	 Intermittent Clouds 	29.78	59	35	NE	5
Wed Feb  3 02:06:55 2010	Washington, DC 	7:48 PM ET	34	39	30	Flurries 	30.13	34	80	NE	6
Wed Feb  3 02:06:57 2010	Austin, TX 	7:48 PM ET	52	57	48	Cloudy 	30.16	57	80	NNE	8
Wed Feb  3 02:06:58 2010	San Francisco, CA 	7:48 PM ET	54	57	48	Cloudy 	29.84	59	80	ENE	3
Wed Feb  3 02:07:00 2010	Oklahoma City, OK 	7:48 PM ET	34	47	28	Cloudy 	30.19	34	86	S	3
Wed Feb  3 02:07:02 2010	Nashville, TN 	7:48 PM ET	43	48	28	Cloudy 	30.12	45	62	WNW	5
Wed Feb  3 02:07:05 2010	Fort Worth, TX 	7:48 PM ET	47	55	36	Cloudy 	30.16	49	63	NNE	8
Wed Feb  3 02:07:06 2010	Phoenix, AZ 	7:48 PM ET	71	69	52	 Intermittent Clouds 	29.7	69	29	E	3
Wed Feb  3 02:07:09 2010	Portland, OR 	7:48 PM ET	51	53	41	 Intermittent Clouds 	29.77	55	68	CLM	0
Wed Feb  3 02:07:11 2010	Chicago, IL 	7:48 PM ET	30	33	23	Cloudy 	30.02	30	92	W	6
Wed Feb  3 02:07:13 2010	San Antonio, TX 	7:48 PM ET	51	57	49	Showers 	30.11	57	89	NE	10
Wed Feb  3 02:07:14 2010	Indianapolis, IN 	7:48 PM ET	34	42	26	Cloudy 	30.03	34	74	W	10
Wed Feb  3 02:07:16 2010	Boston, MA 	7:48 PM ET	28	31	21	 Intermittent Clouds 	30.2	28	48	SSW	5
Wed Feb  3 02:07:18 2010	Jacksonville, FL 	7:48 PM ET	55	65	42	Cloudy 	30.01	61	87	NNW	5
Wed Feb  3 02:07:20 2010	Columbus, OH 	7:48 PM ET	37	40	25	Cloudy 	30.01	37	61	CLM	1
Wed Feb  3 02:07:22 2010	Dallas, TX 	7:48 PM ET	46	55	36	Cloudy 	30.16	48	65	NNE	10
Wed Feb  3 02:07:24 2010	Houston, TX 	7:48 PM ET	57	62	48	Cloudy 	30.17	61	74	NE	7
Wed Feb  3 02:07:26 2010	Seattle, WA 	7:48 PM ET	53	52	39	 Mostly Sunny 	29.81	56	60	WNW	7
Wed Feb  3 02:07:28 2010	Milwaukee, WI 	7:48 PM ET	32	33	22	Flurries 	30.02	32	81	W	5
Wed Feb  3 02:07:30 2010	Detroit, MI 	7:48 PM ET	27	31	23	Cloudy 	30.05	27	94	SE	6
Wed Feb  3 02:07:32 2010	Philadelphia, PA 	7:48 PM ET	34	37	29	Cloudy 	30.18	34	58	ESE	6
Wed Feb  3 02:58:00 2010	San Jose, CA 	8:25 PM ET	55	60	45	Showers 	29.84	61	79	CLM	0
Wed Feb  3 02:58:02 2010	Charlotte, NC 	8:25 PM ET	37	39	27	Fog 	30.01	37	95	N	5
Wed Feb  3 02:58:04 2010	San Diego, CA 	8:25 PM ET	59	61	54	 Mostly Cloudy 	29.81	61	71	WNW	6
Wed Feb  3 02:58:06 2010	Denver, CO 	8:25 PM ET	36	49	19	 Intermittent Clouds 	29.94	36	46	NNW	5
Wed Feb  3 02:58:08 2010	Memphis, TN 	8:25 PM ET	39	48	31	Cloudy 	30.22	39	72	NW	3
Wed Feb  3 02:58:10 2010	Los Angeles, CA 	8:25 PM ET	63	64	52	 Sunny 	29.78	65	59	W	5
Wed Feb  3 02:58:12 2010	El Paso, TX 	8:25 PM ET	57	62	42	Cloudy 	29.8	59	41	ENE	10
Wed Feb  3 02:58:14 2010	New York, NY 	8:25 PM ET	32	36	30	Cloudy 	30.17	32	63	SE	8
Wed Feb  3 02:58:16 2010	Baltimore, MD 	8:25 PM ET	30	37	28	Snow 	30.11	30	92	NE	7
Wed Feb  3 02:58:18 2010	Las Vegas, NV 	8:25 PM ET	57	62	42	 Intermittent Clouds 	29.78	59	38	E	5
Wed Feb  3 02:58:20 2010	Washington, DC 	8:25 PM ET	34	39	30	Flurries 	30.12	34	80	NNE	6
Wed Feb  3 02:58:22 2010	Austin, TX 	8:25 PM ET	49	57	48	 Mostly Cloudy 	30.17	52	86	N	7
Wed Feb  3 02:58:24 2010	San Francisco, CA 	8:25 PM ET	54	57	48	Cloudy 	29.84	59	82	E	3
Wed Feb  3 02:58:26 2010	Oklahoma City, OK 	8:25 PM ET	33	47	28	Fog 	30.22	33	88	SSE	7
Wed Feb  3 02:58:28 2010	Nashville, TN 	8:25 PM ET	42	48	28	Cloudy 	30.14	44	62	WNW	8
Wed Feb  3 02:58:30 2010	Fort Worth, TX 	8:25 PM ET	44	55	36	 Clear 	30.21	46	67	E	6
Wed Feb  3 02:58:32 2010	Phoenix, AZ 	8:25 PM ET	70	69	52	 Intermittent Clouds 	29.7	69	32	CLM	0
Wed Feb  3 02:58:34 2010	Portland, OR 	8:25 PM ET	48	53	41	 Intermittent Clouds 	29.76	51	70	ESE	13
Wed Feb  3 02:58:36 2010	Chicago, IL 	8:25 PM ET	31	33	23	Cloudy 	30.05	31	88	W	8
Wed Feb  3 02:58:38 2010	San Antonio, TX 	8:25 PM ET	51	57	49	Showers 	30.1	57	89	ENE	8
Wed Feb  3 02:58:40 2010	Indianapolis, IN 	8:25 PM ET	34	42	26	Cloudy 	30.07	34	78	W	12
Wed Feb  3 02:58:42 2010	Boston, MA 	8:25 PM ET	26	31	21	 Intermittent Clouds 	30.2	26	55	S	6
Wed Feb  3 02:58:44 2010	Jacksonville, FL 	8:25 PM ET	55	65	42	Cloudy 	30.02	61	81	NNW	10
Wed Feb  3 02:58:46 2010	Columbus, OH 	8:25 PM ET	36	40	25	Cloudy 	30.02	36	61	NNW	3
Wed Feb  3 02:58:48 2010	Dallas, TX 	8:25 PM ET	44	55	36	Cloudy 	30.2	46	67	N	6
Wed Feb  3 02:58:50 2010	Houston, TX 	8:25 PM ET	56	62	48	Cloudy 	30.17	61	77	ENE	6
Wed Feb  3 02:58:52 2010	Seattle, WA 	8:25 PM ET	52	52	39	 Mostly Cloudy 	29.79	55	61	NNW	6
Wed Feb  3 02:58:54 2010	Milwaukee, WI 	8:25 PM ET	32	33	22	Flurries 	30.03	32	81	W	3
Wed Feb  3 02:58:56 2010	Detroit, MI 	8:25 PM ET	27	31	23	Flurries 	30.06	27	91	SE	5
Wed Feb  3 02:58:58 2010	Philadelphia, PA 	8:25 PM ET	33	37	29	Cloudy 	30.17	33	63	E	6
Wed Feb  3 03:41:22 2010	San Jose, CA 	9:23 PM ET	55	60	45	Cloudy 	29.83	61	79	CLM	0
Wed Feb  3 03:41:24 2010	Charlotte, NC 	9:23 PM ET	37	39	27	Fog 	30.01	37	95	N	3
Wed Feb  3 03:41:26 2010	San Diego, CA 	9:23 PM ET	59	61	54	 Mostly Cloudy 	29.82	61	74	NW	6
Wed Feb  3 03:41:28 2010	Denver, CO 	9:23 PM ET	37	49	19	 Intermittent Clouds 	29.94	37	44	WNW	6
Wed Feb  3 03:41:31 2010	Memphis, TN 	9:23 PM ET	37	48	31	 Clear 	30.24	37	75	WNW	3
Wed Feb  3 03:41:32 2010	Los Angeles, CA 	9:23 PM ET	60	64	52	 Mostly Cloudy 	29.78	65	69	W	3
