18	igoogle.wunderground.com										
(Timestamp)	(Location)	(Temperature) (°F)	(Conditions)	Humidity (%)	(Wind Speed)	Wind (variable)	Visibility (miles)	Dew Point (°F)	Precipitation (% Chance of Rain)	Air quality	Pressure (in)
Wed Feb  3 05:12:51 2010	San Francisco, California (94101) 	55.3	Mostly Cloudy	84	Calm		10.0	51	58	Good 	29.84
Wed Feb  3 05:12:52 2010	Oklahoma City, Oklahoma (73101) 	33.3	Mist	77	3.0	SSW	0.5	27	0	Moderate 	28.82
Wed Feb  3 05:12:53 2010	Nashville, Tennessee (37201) 	39.9	Overcast	72	Calm		10.0	32	10	Moderate 	30.18
Wed Feb  3 05:12:55 2010	Fort Worth, Texas (76101) 	39.8	Clear	85	Calm		10.0	36	3	Good 	30.22
Wed Feb  3 05:12:56 2010	Phoenix, Arizona (85001) 	57.6	Overcast	61	Calm		10.0	44	3	Good 	29.70
Wed Feb  3 05:12:57 2010	Portland, Oregon (97201) 	43.6	Overcast	89	Calm		10.0	41	21	Good 	29.73
Wed Feb  3 05:12:58 2010	Chicago, Illinois (60290) 	29.1	Haze	79	4.0	West	6.0	23	26	Moderate 	30.07
Wed Feb  3 05:12:59 2010	San Antonio, Texas (78201) 	50.6	Light Rain	83	5.1	ENE	8.0	46	20	Moderate 	30.02
Wed Feb  3 05:13:00 2010	Indianapolis, Indiana (46201) 	33.7	Overcast	80	2.0	West	10.0	28	17		30.08
Wed Feb  3 05:13:02 2010	Boston, Massachusetts (02101) 	27.0	Overcast	58	5.0	South	10.0	14	5	Good 	30.14
Wed Feb  3 05:13:03 2010	Jacksonville, Florida (32099) 	52.7	Overcast	84	3.0	North	10.0	48	80	Good 	30.05
Wed Feb  3 05:13:04 2010	Columbus, Ohio (43085) 	35.1	Overcast	76	Calm		9.0	28	14	Good 	30.06
Wed Feb  3 05:13:05 2010	Dallas, Texas (75201) 	43.2	Partly Cloudy	77	Calm		10.0	36	3	Good 	30.27
Wed Feb  3 05:13:07 2010	Houston, Texas (77001) 	54.1	Mostly Cloudy	85	1.0	NNE	10.0	50	20	Good 	30.09
Wed Feb  3 05:13:08 2010	Seattle, Washington (98101) 	46.2	Scattered Clouds	77	Calm		10.0	39	39	Good 	29.76
Wed Feb  3 05:13:09 2010	Milwaukee, Wisconsin (53201) 	30.1	Light Snow	88	Calm		3.0	27	98	Moderate 	30.10
Wed Feb  3 05:13:10 2010	Detroit, Michigan (48201) 	27.9	Light Snow Mist	93	3.0	SSW	3.0	26	100	Moderate 	30.00
Wed Feb  3 05:13:11 2010	Philadelphia, Pennsylvania (19019) 	31.7	Overcast	82	Calm		10.0	27	30	Moderate 	30.12
Wed Feb  3 06:00:44 2010	San Jose, California (95101) 	51.0	Partly Cloudy	100	Calm		8.0	51	58	Moderate 	29.83
Wed Feb  3 06:00:46 2010	Charlotte, North Carolina (28201) 	36.1	Overcast	97	Calm		2.0	35	98	Good 	30.08
Wed Feb  3 06:00:47 2010	San Diego, California (92101) 	55.9	Overcast	87	Calm		10.0	52	5	Moderate 	29.73
Wed Feb  3 06:00:48 2010	Denver, Colorado (80002) 	27.9	Clear	62	Calm		10.0	17	0	Moderate 	30.00
Wed Feb  3 06:00:49 2010	Memphis, Tennessee (37501) 	33.3	Clear	43	Calm		10.0	13	0	Moderate 	30.44
Wed Feb  3 06:00:50 2010	Los Angeles, California (90001) 	56.8	Clear	83	Calm		8.0	52	9		29.79
Wed Feb  3 06:00:51 2010	El Paso, Texas (79821) 	54.7	Overcast	47	4.7	SSW	10.0	35	6	Good 	30.03
Wed Feb  3 06:00:52 2010	New York, New York (10001) 	31.3	Light Snow Mist	49	3.6	NNW	1.2	14	23	Moderate 	29.88
Wed Feb  3 06:00:54 2010	Baltimore, Maryland (21201) 	31.0	Light Snow Mist	95	Calm		0.8	30	82	Moderate 	30.08
Wed Feb  3 06:00:55 2010	Las Vegas, Nevada (89044) 	47.3	Mostly Cloudy	58	Calm		10.0	33	3	Good 	29.77
Wed Feb  3 06:00:56 2010	Washington, District of Columbia (20001) 	31.9	Light Snow Mist	93	Calm		1.0	30	84	Moderate 	30.05
Wed Feb  3 06:00:57 2010	Austin, Texas (78701) 	51.3	Overcast	72	Calm		10.0	42	20	Good 	29.56
Wed Feb  3 06:00:58 2010	San Francisco, California (94101) 	55.0	Mostly Cloudy	85	Calm		10.0	51	58	Good 	29.84
Wed Feb  3 06:00:59 2010	Oklahoma City, Oklahoma (73101) 	32.4	Freezing Fog	77	4.0	South	0.2	26	0	Moderate 	28.82
Wed Feb  3 06:01:00 2010	Nashville, Tennessee (37201) 	39.2	Overcast	72	1.0	West	10.0	31	10	Moderate 	30.17
Wed Feb  3 06:01:02 2010	Fort Worth, Texas (76101) 	39.8	Clear	85	Calm		10.0	36	3	Good 	30.22
Wed Feb  3 06:01:03 2010	Phoenix, Arizona (85001) 	58.7	Mostly Cloudy	56	Calm		10.0	43	3	Good 	29.69
Wed Feb  3 06:01:04 2010	Portland, Oregon (97201) 	42.8	Light Rain	89	2.0	NNE	10.0	40	21	Good 	29.72
Wed Feb  3 06:01:05 2010	Chicago, Illinois (60290) 	27.8	Haze	80	1.0	West	4.0	22	26	Moderate 	30.07
Wed Feb  3 06:01:06 2010	San Antonio, Texas (78201) 	50.3	Light Rain	84	7.8	ENE	7.0	46	20	Good 	30.00
Wed Feb  3 06:01:08 2010	Indianapolis, Indiana (46201) 	33.3	Overcast	80	4.0	WNW	10.0	28	17	Moderate 	30.09
Wed Feb  3 06:01:09 2010	Boston, Massachusetts (02101) 	27.0	Overcast	63	5.0	South	10.0	16	5	Good 	30.14
Wed Feb  3 06:01:10 2010	Jacksonville, Florida (32099) 	51.7	Overcast	86	1.0	North	10.0	48	80	Good 	30.06
Wed Feb  3 06:01:11 2010	Columbus, Ohio (43085) 	34.8	Overcast	78	1.0	WNW	9.0	29	14	Moderate 	30.08
Wed Feb  3 06:01:13 2010	Dallas, Texas (75201) 	42.2	Mostly Cloudy	79	Calm		10.0	36	3	Good 	30.27
Wed Feb  3 06:01:14 2010	Houston, Texas (77001) 	54.0	Mostly Cloudy	84	5.0	NE	10.0	49	20	Good 	30.10
Wed Feb  3 06:01:15 2010	Seattle, Washington (98101) 	46.1	Clear	78	Calm		10.0	40	39	Moderate 	29.76
Wed Feb  3 06:01:16 2010	Milwaukee, Wisconsin (53201) 	29.1	Mostly Cloudy	89	Calm		3.0	26	98	Moderate 	30.11
Wed Feb  3 06:01:21 2010	Detroit, Michigan (48201) 	28.3	Light Snow Mist	93	1.0	NW	3.0	26	100	Moderate 	30.00
Wed Feb  3 06:01:22 2010	Philadelphia, Pennsylvania (19019) 	30.6	Light Snow Mist	89	Calm		2.5	28	30	Moderate 	30.11
Wed Feb  3 06:47:31 2010	San Jose, California (95101) 	48.0	Partly Cloudy	100	Calm		8.0	48	58	Moderate 	29.84
Wed Feb  3 06:47:32 2010	Charlotte, North Carolina (28201) 	36.2	Overcast	97	Calm		2.0	35	98	Good 	30.08
Wed Feb  3 06:47:33 2010	San Diego, California (92101) 	55.5	Overcast	87	Calm		10.0	52	5	Good 	29.73
Wed Feb  3 06:47:35 2010	Denver, Colorado (80002) 	27.5	Clear	64	Calm		10.0	17	0	Moderate 	30.00
Wed Feb  3 06:47:36 2010	Memphis, Tennessee (37501) 	32.5	Clear	44	Calm		10.0	13	0	Moderate 	30.44
Wed Feb  3 06:47:37 2010	Los Angeles, California (90001) 	56.0	Clear	84	1.0	West	8.0	51	9		29.79
Wed Feb  3 06:47:38 2010	El Paso, Texas (79821) 	53.1	Overcast	50	3.5	SSW	10.0	35	6	Good 	30.03
Wed Feb  3 06:47:39 2010	New York, New York (10001) 	31.3	Light Snow Mist	48	3.6	variable	1.2	14	23	Moderate 	29.88
Wed Feb  3 06:47:40 2010	Baltimore, Maryland (21201) 	30.8	Light Snow Mist	95	Calm		0.8	30	82	Moderate 	30.07
Wed Feb  3 06:47:41 2010	Las Vegas, Nevada (89044) 	46.4	Mostly Cloudy	59	Calm		10.0	33	3	Good 	29.76
Wed Feb  3 06:47:43 2010	Washington, District of Columbia (20001) 	31.7	Light Snow Mist	93	Calm		0.8	30	84	Moderate 	30.04
Wed Feb  3 06:47:44 2010	Austin, Texas (78701) 	50.7	Overcast	73	Calm		10.0	42	20	Good 	29.56
Wed Feb  3 06:47:45 2010	San Francisco, California (94101) 	54.1	Mostly Cloudy	85	Calm		10.0	50	58	Good 	29.84
Wed Feb  3 06:47:46 2010	Oklahoma City, Oklahoma (73101) 	32.5	Freezing Fog	78	2.0	South	0.5	26	0	Moderate 	28.82
Wed Feb  3 06:47:47 2010	Nashville, Tennessee (37201) 	38.8	Overcast	72	2.0	West	10.0	31	10	Good 	30.18
Wed Feb  3 06:47:48 2010	Fort Worth, Texas (76101) 	39.1	Clear	86	Calm		10.0	35	3	Good 	30.22
Wed Feb  3 06:47:50 2010	Phoenix, Arizona (85001) 	59.0	Mostly Cloudy	53	Calm		10.0	42	3	Good 	29.68
Wed Feb  3 06:47:51 2010	Portland, Oregon (97201) 	41.8	Light Rain	89	2.0	NE	10.0	39	21	Good 	29.71
Wed Feb  3 06:47:52 2010	Chicago, Illinois (60290) 	26.9	Haze	80	4.0	West	4.0	22	26	Unhealthy for Sensitive Groups 	30.09
Wed Feb  3 06:47:53 2010	San Antonio, Texas (78201) 	50.3	Rain Mist	85	10.5	ENE	3.0	46	20	Good 	29.99
Wed Feb  3 06:47:54 2010	Indianapolis, Indiana (46201) 	32.9	Overcast	79	Calm		10.0	27	17	Moderate 	30.09
Wed Feb  3 06:47:55 2010	Boston, Massachusetts (02101) 	27.0	Overcast	63	3.0	South	10.0	16	5	Good 	30.13
Wed Feb  3 06:47:57 2010	Jacksonville, Florida (32099) 	50.8	Overcast	83	7.0	North	10.0	46	80	Good 	30.07
Wed Feb  3 06:47:58 2010	Columbus, Ohio (43085) 	34.4	Overcast	76	2.0	WNW	9.0	28	14	Moderate 	30.08
Wed Feb  3 06:47:59 2010	Dallas, Texas (75201) 	42.0	Mostly Cloudy	78	Calm		10.0	36	3	Good 	30.28
Wed Feb  3 06:48:00 2010	Houston, Texas (77001) 	53.4	Mostly Cloudy	84	2.0	NE	10.0	49	20	Moderate 	30.09
Wed Feb  3 06:48:01 2010	Seattle, Washington (98101) 	45.2	Clear	79	Calm		10.0	39	39	Moderate 	29.76
Wed Feb  3 06:48:02 2010	Milwaukee, Wisconsin (53201) 	29.5	Mostly Cloudy	89	Calm		3.0	27	98	Moderate 	30.13
Wed Feb  3 06:48:04 2010	Detroit, Michigan (48201) 	28.4	Light Snow Mist	93	1.0	SW	2.5	27	100	Moderate 	30.01
Wed Feb  3 06:48:05 2010	Philadelphia, Pennsylvania (19019) 	30.2	Light Snow Mist	92	Calm		3.0	28	30	Moderate 	30.08
Wed Feb  3 07:32:07 2010	San Jose, California (95101) 	48.0	Partly Cloudy	100	1.0	ESE	8.0	48	58	Moderate 	29.83
Wed Feb  3 07:32:08 2010	Charlotte, North Carolina (28201) 	36.1	Overcast	97	Calm		2.0	35	98	Good 	30.07
Wed Feb  3 07:32:09 2010	San Diego, California (92101) 	55.2	Overcast	88	Calm		10.0	52	5	Good 	29.72
Wed Feb  3 07:32:10 2010	Denver, Colorado (80002) 	26.7	Partly Cloudy	64	Calm		10.0	16	0	Moderate 	30.00
Wed Feb  3 07:32:11 2010	Memphis, Tennessee (37501) 	32.4	Clear	46	Calm		10.0	14	0	Moderate 	30.47
Wed Feb  3 07:32:12 2010	Los Angeles, California (90001) 	55.2	Mostly Cloudy	84	Calm		8.0	50	9		29.79
Wed Feb  3 07:32:13 2010	El Paso, Texas (79821) 	51.6	Light Rain	54	4.6	East	10.0	36	6	Good 	30.00
Wed Feb  3 07:32:14 2010	New York, New York (10001) 	30.7	Light Snow Mist	48	2.7	variable	2.0	13	23	Moderate 	29.85
Wed Feb  3 07:32:16 2010	Baltimore, Maryland (21201) 	30.9	Light Snow Mist	96	Calm		1.0	30	82	Moderate 	30.06
Wed Feb  3 07:32:17 2010	Las Vegas, Nevada (89044) 	46.7	Mostly Cloudy	58	Calm		10.0	33	3	Good 	29.76
Wed Feb  3 07:32:18 2010	Washington, District of Columbia (20001) 	31.7	Light Snow Mist	93	Calm		0.8	30	84	Moderate 	30.04
Wed Feb  3 07:32:19 2010	Austin, Texas (78701) 	50.4	Overcast	75	Calm		10.0	43	20	Good 	29.53
Wed Feb  3 07:32:20 2010	San Francisco, California (94101) 	53.4	Scattered Clouds	85	Calm		10.0	49	58	Good 	29.84
Wed Feb  3 07:32:22 2010	Oklahoma City, Oklahoma (73101) 	32.4	Overcast	77	2.0	South	0.5	26	0	Moderate 	28.82
Wed Feb  3 07:32:23 2010	Nashville, Tennessee (37201) 	38.3	Overcast	74	3.0	WNW	10.0	31	10	Good 	30.19
Wed Feb  3 07:32:25 2010	Fort Worth, Texas (76101) 	38.8	Clear	88	Calm		10.0	36	3	Good 	30.21
Wed Feb  3 07:32:26 2010	Phoenix, Arizona (85001) 	59.5	Overcast	52	Calm		10.0	42	3	Good 	29.67
Wed Feb  3 07:32:27 2010	Portland, Oregon (97201) 	41.3	Light Rain	88	Calm		10.0	38	21	Good 	29.68
Wed Feb  3 07:32:28 2010	Chicago, Illinois (60290) 	26.6	Haze	82	2.0	West	4.0	22	26	Unhealthy for Sensitive Groups 	30.09
Wed Feb  3 07:32:29 2010	San Antonio, Texas (78201) 	50.2	Light Rain Mist	85	4.3	ENE	5.0	46	20	Good 	29.98
Wed Feb  3 07:32:30 2010	Indianapolis, Indiana (46201) 	32.4	Overcast	81	Calm		10.0	27	17	Moderate 	30.11
Wed Feb  3 07:32:31 2010	Boston, Massachusetts (02101) 	27.0	Overcast	63	Calm		10.0	16	5		30.12
Wed Feb  3 07:32:32 2010	Jacksonville, Florida (32099) 	50.4	Overcast	83	5.0	North	10.0	45	80	Good 	30.08
Wed Feb  3 07:32:34 2010	Columbus, Ohio (43085) 	33.7	Overcast	80	1.0	WNW	7.0	28	14	Moderate 	30.09
Wed Feb  3 07:32:35 2010	Dallas, Texas (75201) 	41.9	Overcast	79	Calm		10.0	36	3	Good 	30.27
Wed Feb  3 07:32:36 2010	Houston, Texas (77001) 	53.1	Mostly Cloudy	83	6.0	NE	10.0	48	20	Moderate 	30.10
Wed Feb  3 07:32:37 2010	Seattle, Washington (98101) 	44.7	Scattered Clouds	85	1.0	NNW	10.0	40	39	Moderate 	29.75
Wed Feb  3 07:32:38 2010	Milwaukee, Wisconsin (53201) 	29.5	Mostly Cloudy	88	1.0	SW	3.0	26	98	Unhealthy for Sensitive Groups 	30.14
Wed Feb  3 07:32:39 2010	Detroit, Michigan (48201) 	28.2	Overcast	93	2.0	WSW	3.0	26	100		30.01
Wed Feb  3 07:32:41 2010	Philadelphia, Pennsylvania (19019) 	30.1	Light Snow Mist	94	Calm		2.0	29	30	Moderate 	30.08
Wed Feb  3 08:15:11 2010	San Jose, California (95101) 	47.0	Partly Cloudy	100	Calm		9.0	47	58	Moderate 	29.83
Wed Feb  3 08:15:13 2010	Charlotte, North Carolina (28201) 	36.0	Overcast	97	Calm		2.0	35	98	Good 	30.09
Wed Feb  3 08:15:14 2010	San Diego, California (92101) 	55.4	Mostly Cloudy	88	Calm		8.0	52	5	Good 	29.72
Wed Feb  3 08:15:15 2010	Denver, Colorado (80002) 	26.1	Partly Cloudy	65	Calm		10.0	16	0	Moderate 	30.00
Wed Feb  3 08:15:18 2010	Memphis, Tennessee (37501) 	31.3	Clear	48	Calm		10.0	14	0	Moderate 	30.47
Wed Feb  3 08:15:19 2010	Los Angeles, California (90001) 	54.1	Mostly Cloudy	86	Calm		8.0	50	9		29.79
Wed Feb  3 08:15:20 2010	El Paso, Texas (79821) 	50.2	Overcast	58	2.6	ENE	10.0	36	6	Good 	30.00
Wed Feb  3 08:15:22 2010	New York, New York (10001) 	30.7	Light Snow Mist	49	Calm		2.0	14	23	Moderate 	29.85
Wed Feb  3 08:15:23 2010	Baltimore, Maryland (21201) 	31.0	Light Snow Mist	95	Calm		1.0	30	82	Moderate 	30.06
Wed Feb  3 08:15:24 2010	Las Vegas, Nevada (89044) 	46.2	Overcast	59	Calm		10.0	33	3	Good 	29.75
Wed Feb  3 08:15:25 2010	Washington, District of Columbia (20001) 	32.0	Light Snow Mist	94	Calm		2.0	30	84	Moderate 	30.04
Wed Feb  3 08:15:26 2010	Austin, Texas (78701) 	50.2	Overcast	77	Calm		8.0	43	20	Good 	29.53
Wed Feb  3 08:15:27 2010	San Francisco, California (94101) 	53.3	Mostly Cloudy	85	3.0	NW	10.0	49	58	Good 	29.85
Wed Feb  3 08:15:29 2010	Oklahoma City, Oklahoma (73101) 	32.4	Overcast	76	3.0	SSW	0.5	26	0	Moderate 	28.79
Wed Feb  3 08:15:30 2010	Nashville, Tennessee (37201) 	37.6	Overcast	73	4.0	West	10.0	30	10	Good 	30.20
Wed Feb  3 08:15:31 2010	Fort Worth, Texas (76101) 	39.0	Clear	87	3.0	NE	10.0	36	3	Good 	30.18
Wed Feb  3 08:15:32 2010	Phoenix, Arizona (85001) 	57.1	Overcast	57	Calm		10.0	42	3	Good 	29.66
Wed Feb  3 08:15:33 2010	Portland, Oregon (97201) 	41.2	Mostly Cloudy	87	3.0	NE	10.0	38	21	Good 	29.68
Wed Feb  3 08:15:34 2010	Chicago, Illinois (60290) 	26.3	Haze	82	1.0	West	4.0	22	26	Unhealthy for Sensitive Groups 	30.10
Wed Feb  3 08:15:36 2010	San Antonio, Texas (78201) 	50.5	Light Rain Mist	86	2.2	East	3.0	46	20	Good 	29.95
Wed Feb  3 08:15:37 2010	Indianapolis, Indiana (46201) 	32.4	Overcast	80	Calm		9.0	27	17	Moderate 	30.11
Wed Feb  3 08:15:38 2010	Boston, Massachusetts (02101) 	27.0	Overcast	68	3.0	NNE	7.0	18	5		30.12
Wed Feb  3 08:15:39 2010	Jacksonville, Florida (32099) 	50.4	Overcast	82	5.0	North	10.0	45	80	Good 	30.08
Wed Feb  3 08:15:40 2010	Columbus, Ohio (43085) 	33.3	Haze	83	1.0	West	6.0	29	14	Moderate 	30.10
Wed Feb  3 08:15:41 2010	Dallas, Texas (75201) 	40.8	Overcast	81	Calm		10.0	35	3	Good 	30.25
Wed Feb  3 08:15:43 2010	Houston, Texas (77001) 	53.0	Mostly Cloudy	81	3.0	NE	10.0	47	20	Moderate 	30.08
Wed Feb  3 08:15:44 2010	Seattle, Washington (98101) 	43.3	Clear	85	Calm		10.0	39	39	Moderate 	29.75
Wed Feb  3 08:15:45 2010	Milwaukee, Wisconsin (53201) 	29.3	Overcast	87	4.0	WNW	5.0	26	98	Unhealthy for Sensitive Groups 	30.14
Wed Feb  3 08:15:46 2010	Detroit, Michigan (48201) 	28.5	Clear	93	1.0	SW	4.0	27	100		30.01
Wed Feb  3 08:15:47 2010	Philadelphia, Pennsylvania (19019) 	30.2	Light Snow Mist	94	Calm		2.5	29	30	Moderate 	30.08
Wed Feb  3 09:01:40 2010	San Jose, California (95101) 	45.0	Partly Cloudy	100	Calm		9.0	45	58	Moderate 	29.85
Wed Feb  3 09:01:41 2010	Charlotte, North Carolina (28201) 	35.9	Overcast	97	1.0	WNW	0.8	35	98	Good 	30.10
Wed Feb  3 09:01:42 2010	San Diego, California (92101) 	54.6	Mostly Cloudy	89	Calm		7.0	52	5	Moderate 	29.70
Wed Feb  3 09:01:44 2010	Denver, Colorado (80002) 	24.6	Partly Cloudy	65	Calm		10.0	14	0	Moderate 	29.99
Wed Feb  3 09:01:45 2010	Memphis, Tennessee (37501) 	31.1	Clear	47	Calm		9.0	13	0	Good 	30.47
Wed Feb  3 09:01:46 2010	Los Angeles, California (90001) 	54.3	Overcast	83	Calm		7.0	49	9		29.79
Wed Feb  3 09:01:47 2010	El Paso, Texas (79821) 	49.6	Overcast	63	5.8	ENE	10.0	38	6	Good 	30.00
Wed Feb  3 09:01:48 2010	New York, New York (10001) 	30.9	Light Snow Mist	49	3.1	NNW	3.0	14	23	Moderate 	29.85
Wed Feb  3 09:01:49 2010	Baltimore, Maryland (21201) 	30.9	Light Snow Mist	96	Calm		1.5	30	82	Moderate 	30.06
Wed Feb  3 09:01:50 2010	Las Vegas, Nevada (89044) 	45.5	Mostly Cloudy	60	Calm		10.0	32	3	Good 	29.74
Wed Feb  3 09:01:51 2010	Washington, District of Columbia (20001) 	32.4	Light Snow Mist	94	Calm		2.5	31	84	Moderate 	30.04
Wed Feb  3 09:01:53 2010	Austin, Texas (78701) 	50.2	Overcast	78	Calm		7.0	44	20	Good 	29.50
Wed Feb  3 09:01:54 2010	San Francisco, California (94101) 	53.0	Scattered Clouds	85	Calm		10.0	49	58	Good 	29.85
Wed Feb  3 09:01:55 2010	Oklahoma City, Oklahoma (73101) 	31.1	Overcast	76	4.0	South	0.5	24	0		28.82
Wed Feb  3 09:01:56 2010	Nashville, Tennessee (37201) 	37.0	Overcast	66	2.0	WNW	10.0	27	10	Good 	30.22
Wed Feb  3 09:01:57 2010	Fort Worth, Texas (76101) 	38.0	Clear	88	1.0	NE	10.0	35	3	Good 	30.17
Wed Feb  3 09:01:58 2010	Phoenix, Arizona (85001) 	56.4	Overcast	60	Calm		10.0	43	3	Good 	29.65
Wed Feb  3 09:02:00 2010	Portland, Oregon (97201) 	41.5	Overcast	84	3.0	NE	10.0	37	21	Good 	29.67
Wed Feb  3 09:02:01 2010	Chicago, Illinois (60290) 	26.0	Haze	81	4.0	West	4.0	21	26	Unhealthy for Sensitive Groups 	30.12
Wed Feb  3 09:02:02 2010	San Antonio, Texas (78201) 	50.8	Light Rain Mist	86	11.2	East	3.0	47	20	Good 	29.93
Wed Feb  3 09:02:03 2010	Indianapolis, Indiana (46201) 	32.4	Light Rain Snow Mist	80	3.0	West	5.0	27	17	Moderate 	30.14
Wed Feb  3 09:02:04 2010	Boston, Massachusetts (02101) 	27.0	Light Snow	68	Calm		3.0	18	5		30.12
Wed Feb  3 09:02:05 2010	Jacksonville, Florida (32099) 	50.3	Overcast	84	2.0	North	10.0	46	80	Good 	30.07
Wed Feb  3 09:02:06 2010	Columbus, Ohio (43085) 	33.1	Haze	84	1.0	WNW	5.0	29	14	Moderate 	30.11
Wed Feb  3 09:02:08 2010	Dallas, Texas (75201) 	40.2	Overcast	81	5.0	NE	10.0	35	3	Good 	30.22
Wed Feb  3 09:02:09 2010	Houston, Texas (77001) 	52.8	Overcast	81	4.0	NE	10.0	47	20	Moderate 	30.06
Wed Feb  3 09:02:10 2010	Seattle, Washington (98101) 	42.8	Mostly Cloudy	84	Calm		10.0	38	39	Moderate 	29.75
Wed Feb  3 09:02:11 2010	Milwaukee, Wisconsin (53201) 	28.5	Haze	84	3.0	WNW	4.0	24	98		30.16
Wed Feb  3 09:02:13 2010	Detroit, Michigan (48201) 	28.4	Mostly Cloudy	92	2.0	SSW	4.0	26	100	Moderate 	30.02
Wed Feb  3 09:02:14 2010	Philadelphia, Pennsylvania (19019) 	30.3	Light Snow Mist	95	Calm		3.0	29	30	Moderate 	30.07
Wed Feb  3 09:45:02 2010	San Jose, California (95101) 	45.0	Partly Cloudy	100	Calm		9.0	45	58		29.84
Wed Feb  3 09:45:03 2010	Charlotte, North Carolina (28201) 	35.7	Fog	97	Calm		0.5	35	98	Good 	30.10
Wed Feb  3 09:45:04 2010	San Diego, California (92101) 	53.4	Mostly Cloudy	90	Calm		7.0	51	5	Moderate 	29.69
Wed Feb  3 09:45:05 2010	Denver, Colorado (80002) 	23.4	Partly Cloudy	65	Calm		10.0	13	0	Good 	29.99
Wed Feb  3 09:45:07 2010	Memphis, Tennessee (37501) 	30.7	Clear	47	Calm		9.0	13	0	Moderate 	30.44
Wed Feb  3 09:45:08 2010	Los Angeles, California (90001) 	54.1	Overcast	83	1.0	ENE	7.0	49	9		29.78
Wed Feb  3 09:45:09 2010	El Paso, Texas (79821) 	49.8	Overcast	63	3.5	WSW	10.0	38	6	Good 	29.98
Wed Feb  3 09:45:10 2010	New York, New York (10001) 	30.9	Overcast	49	4.0	NNW	8.0	14	23	Moderate 	29.82
Wed Feb  3 09:45:14 2010	Baltimore, Maryland (21201) 	31.0	Light Snow Mist	96	Calm		1.5	30	82	Moderate 	30.06
Wed Feb  3 09:45:15 2010	Las Vegas, Nevada (89044) 	45.4	Mostly Cloudy	61	Calm		10.0	33	3	Good 	29.73
Wed Feb  3 09:45:17 2010	Washington, District of Columbia (20001) 	32.1	Light Snow Mist	93	Calm		3.0	30	84	Moderate 	30.04
Wed Feb  3 09:45:18 2010	Austin, Texas (78701) 	49.6	Overcast	78	Calm		7.0	43	20	Good 	29.47
Wed Feb  3 09:45:19 2010	San Francisco, California (94101) 	52.4	Scattered Clouds	85	Calm		10.0	48	58		29.84
Wed Feb  3 09:45:20 2010	Oklahoma City, Oklahoma (73101) 	31.1	Overcast	76	2.0	SSE	0.5	24	0		28.79
Wed Feb  3 09:45:22 2010	Nashville, Tennessee (37201) 	37.0	Overcast	67	Calm		10.0	27	10	Good 	30.21
Wed Feb  3 09:45:23 2010	Fort Worth, Texas (76101) 	38.6	Clear	88	4.0	NNE	10.0	35	3	Good 	30.15
Wed Feb  3 09:45:24 2010	Phoenix, Arizona (85001) 	55.0	Overcast	65	Calm		10.0	44	3	Good 	29.63
Wed Feb  3 09:45:25 2010	Portland, Oregon (97201) 	41.5	Overcast	85	2.0	NE	10.0	37	21	Good 	29.66
Wed Feb  3 09:45:26 2010	Chicago, Illinois (60290) 	26.1	Haze	81	3.0	West	4.0	21	26	Unhealthy for Sensitive Groups 	30.15
Wed Feb  3 09:45:28 2010	San Antonio, Texas (78201) 	50.8	Light Rain Mist	87	9.8	NNE	3.0	47	20	Good 	29.92
Wed Feb  3 09:45:29 2010	Indianapolis, Indiana (46201) 	30.3	Light Rain Snow Mist	83	Calm		4.0	26	17	Moderate 	30.15
Wed Feb  3 09:45:30 2010	Boston, Massachusetts (02101) 	27.0	Light Snow	74	Calm		2.5	19	5		30.10
Wed Feb  3 09:45:31 2010	Jacksonville, Florida (32099) 	49.9	Overcast	82	5.0	North	10.0	45	80	Good 	30.08
Wed Feb  3 09:45:32 2010	Columbus, Ohio (43085) 	32.9	Haze	85	2.0	West	4.0	29	14	Good 	30.11
Wed Feb  3 09:45:33 2010	Dallas, Texas (75201) 	39.5	Overcast	83	Calm		10.0	35	3	Good 	30.22
Wed Feb  3 09:45:35 2010	Houston, Texas (77001) 	52.6	Overcast	82	5.0	NE	10.0	47	20	Moderate 	30.04
Wed Feb  3 09:45:36 2010	Seattle, Washington (98101) 	43.4	Mostly Cloudy	85	Calm		10.0	39	39	Moderate 	29.74
Wed Feb  3 09:45:37 2010	Milwaukee, Wisconsin (53201) 	28.4	Haze	84	4.0	WNW	4.0	24	98		30.18
Wed Feb  3 09:45:38 2010	Detroit, Michigan (48201) 	28.3	Mostly Cloudy	93	3.0	SW	4.0	26	100	Moderate 	30.03
Wed Feb  3 09:45:40 2010	Philadelphia, Pennsylvania (19019) 	30.3	Light Snow Mist	95	Calm		1.8	29	30	Moderate 	30.06
Wed Feb  3 10:29:01 2010	San Jose, California (95101) 	45.0	Clear	100	Calm		10.0	45	58		29.84
Wed Feb  3 10:29:02 2010	Charlotte, North Carolina (28201) 	35.4	Overcast	98	1.0	NW	0.8	35	98	Good 	30.13
Wed Feb  3 10:29:04 2010	San Diego, California (92101) 	52.0	Haze	91	Calm		6.0	50	5	Moderate 	29.69
Wed Feb  3 10:29:05 2010	Denver, Colorado (80002) 	22.4	Partly Cloudy	67	Calm		10.0	13	0		29.99
Wed Feb  3 10:29:06 2010	Memphis, Tennessee (37501) 	30.2	Clear	48	Calm		9.0	13	0	Moderate 	30.47
