#foreign_key_ltable=ltable.Sno
#foreign_key_rtable=rtable.Sno
#key=_id
#ltable=POINTER
#rtable=POINTER
Unnamed: 0,_id,ltable.Sno,rtable.Sno,ltable.Album_Name,ltable.Artist_Name,ltable.CopyRight,ltable.Released,ltable.Song_Name,ltable.Time,rtable.Album_Name,rtable.Artist_Name,rtable.CopyRight,rtable.Released,rtable.Song_Name,rtable.Time,label
43909,43909,4207,27828,"lights, pt. 2 (the remixes) - ep",ellie goulding, 2011 polydor ltd. (uk),19-Jul-11,lights (rac mix),5:44,lights (amazon exclusive version) [+digital booklet],ellie goulding, (c) 2011 polydor ltd. (uk)," March 8, 2011",lights (single version),3:32,0
44005,44005,4237,27843,starry eyed (remixes) - ep,ellie goulding, 2011 polydor ltd. (uk),15-Feb-11,starry eyed (an21 and max vangeli remix),8:14,lights (the remixes part 1),ellie goulding, (c) 2011 polydor ltd. (uk)," May 23, 2011",lights (shook remix),3:49,0
44223,44223,4302,29727,love stuff,elle king," 2014 rca records, a division of sony music entertainment",13-Feb-15,see you again,3:26,love stuff,elle king, (c) 1996 the island def jam music group," February 13, 2015",see you again,3:26,1
44259,44259,4313,6133,be here,rachel platten," 2011 great unknown, llc",26-Apr-11,remark,2:57,be here,rachel platten," 2014 great unknown, llc"," April 26, 2011",remark,2:57,1
44290,44290,4327,23388,i'll stay me,luke bryan,"  2006, 2007  capitol records nashville. all rights reserved. unauthorized reproduction is a violation of applicable laws.  manufactured by capitol records nashville, 3322 west end avenue, 11th floor, nashville, tn   37203",14-Aug-07,tackle box,4:02,i'll stay me,luke bryan," (c) 2007 capitol records nashville. all rights reserved. unauthorized reproduction is a violation of applicable laws. manufactured by capitol records nashville, 3322 west end avenue, 11th floor, nash"," August 14, 2007",tackle box,4:02,1
44634,44634,4385,23388,i'll stay me,luke bryan,"  2006, 2007  capitol records nashville. all rights reserved. unauthorized reproduction is a violation of applicable laws.  manufactured by capitol records nashville, 3322 west end avenue, 11th floor, nashville, tn   37203",14-Aug-07,tackle box,4:02,i'll stay me,luke bryan," (c) 2007 capitol records nashville. all rights reserved. unauthorized reproduction is a violation of applicable laws. manufactured by capitol records nashville, 3322 west end avenue, 11th floor, nash"," August 14, 2007",tackle box,4:02,1
44838,44838,4414,42138,spring break...checkin' out,luke bryan, 2015 capitol records nashville,10-Mar-15,are you leaving with him,3:23,spring break...checkin' out,luke bryan, (c) 2015 capitol records nashville," March 10, 2015",are you leaving with him,3:24,1
44894,44894,4427,43734,four (ultimate edition),one direction, 2014 simco limited under exclusive license to sony music entertainment uk limited,17-Nov-14,act my age,3:18,take me home: yearbook edition,one direction, 2008 big love," November 9, 2012",change my mind,3:32,0
45008,45008,4469,31105,midnight memories,one direction, 2013 simco limited under exclusive license to sony music entertainment uk limited,25-Nov-13,better than words,3:27,midnight memories (deluxe),one direction," (c) 2014 disney enterprises, inc."," November 25, 2013",better than words,3:28,1
45164,45164,4548,26169,in the ranch,keith urban,  1997 capitol nashville,1997,billy,3:46,keith urban in the ranch,keith urban, (c) 1997 capitol nashville," February 10, 2004",billy,3:46,1
45220,45220,4588,26169,in the ranch,keith urban,  1997 capitol nashville,1997,billy,3:46,keith urban in the ranch,keith urban, (c) 1997 capitol nashville," February 10, 2004",billy,3:46,1
45271,45271,4611,26181,keith urban,keith urban,  1999 capitol records nashville,19-Oct-99,i thought you knew,3:51,keith urban,keith urban, (c) 1999 capitol records nashville," October 19, 1999",i thought you knew,3:51,1
45359,45359,4660,41125,skrillex and diplo present jack ê_,skrillex & diplo, 2015 atlantic recording corporation for the us and wea international for the world outside the united states. a warner music group company,24-Feb-15,take ê_ there (feat. kiesza) [missy elliott remix] [bonus track],3:30,skrillex and diplo present jack ê_ [explicit],"skrillex, diplo", 2012 knight skreams," February 24, 2015",take ê_ there (feat. kiesza) [missy elliott remix] [bonus track],3:30,1
45642,45642,4670,41118,skrillex and diplo present jack ê_,skrillex & diplo, 2015 atlantic recording corporation for the us and wea international for the world outside the united states. a warner music group company,24-Feb-15,take ê_ there (feat. kiesza) [missy elliott remix] [bonus track],3:30,skrillex and diplo present jack ê– [explicit],"skrillex, diplo", 2012 knight skreams," February 24, 2015",take ê– there (feat. kiesza),3:30,1
45922,45922,4679,41149,skrillex and diplo present jack ê_,skrillex & diplo, 2015 atlantic recording corporation for the us and wea international for the world outside the united states. a warner music group company,24-Feb-15,take ê_ there (feat. kiesza) [missy elliott remix] [bonus track],3:30,skrillex and diplo present jack Íñ [explicit],"skrillex, diplo", 2012 knight skreams," February 24, 2015",febreze (feat. 2 chainz) [explicit],3:34,0
46237,46237,4693,40194,dirty vibe (remixes) - ep,skrillex," 2014 owsla/big beat records, inc. for the united states and wea international inc. for the world outside of the united states.",15-Dec-14,dirty vibe (ricky remedy remix),3:42,scary monsters and nice sprites ep [explicit],skrillex, (c) 2013 digitop ltd," December 21, 2010",scary monsters and nice sprites (noisa remix),3:24,0
46349,46349,4698,43791,make it bun dem after hours (remixes),"skrillex & damian ""jr. gong"" marley", 2012 owsla and big beat records for the united states and wea international for the world outside the united states.,28-Aug-12,make it bun dem (alvin risk remix),3:58,take ê_ there (feat. kiesza) [remixes],skrillex & diplo, 2010 robbins entertainment llc," December 23, 2014",take ê_ there (feat. kiesza) [felix cartal remix],4:22,0
46371,46371,4699,30437,make it bun dem after hours (remixes),"skrillex & damian ""jr. gong"" marley", 2012 owsla and big beat records for the united states and wea international for the world outside the united states.,28-Aug-12,make it bun dem (alvin risk remix),3:58,make it bun dem after hours ep,"skrillex & damian jr gong"" marley""", 2015 rgk," August 28, 2012",make it bun dem (david heartbreak remix),3:29,0
46636,46636,4715,40205,recess remixes - ep,skrillex & kill the noise," 2014 owsla/big beat records, inc. for the united states and wea international inc. for the world outside of the united states.",7-Jul-14,recess (feat. fatman scoop and michael angelakos) [flux pavilion remix],3:47,scary monsters and nice sprites ep [explicit],skrillex, (c) 2013 digitop ltd," December 21, 2010",kill everybody (bare noize remix),4:41,0
46687,46687,4716,31645,ease my mind v ragga bomb remixes - ep,skrillex," 2014 owsla/big beat records, inc. for the united states and wea international inc. for the world outside of the united states.",24-Nov-14,ease my mind (feat. niki and the dove) [gta remix],4:41,more monsters and sprites ep,skrillex, 2011 rory bourke music co. (bmi)," June 7, 2011",scary monsters and nice sprites (the juggernaut remix),3:53,0
46980,46980,4727,40191,more monsters and sprites,skrillex," 2011 big beat records, inc. for the united states and wea international for the world outside the united states.",21-Jun-11,rock n' roll (will take you to the mountain),4:34,scary monsters and nice sprites ep [explicit],skrillex, (c) 2013 digitop ltd," December 21, 2010",all i ask of you (feat. penny),5:40,0
47026,47026,4731,17362,fire & ice,kaskade," 2011 ultra records, inc.",25-Oct-11,kaskade - fire & ice booklet,--,fire & ice,kaskade, 2012 coastal entertainment," July 23, 2013",ice (kaskades ice mix),4:30,0
47079,47079,4734,31651,lick it (remixes) - ep,kaskade & skrillex," 2012 ultra records, inc.",17-Apr-12,lick it (norman doray remix),6:14,more monsters and sprites ep,skrillex, 2011 rory bourke music co. (bmi)," June 7, 2011",scary monsters and nice sprites (phonat remix),3:39,0
47101,47101,4734,43790,lick it (remixes) - ep,kaskade & skrillex," 2012 ultra records, inc.",17-Apr-12,lick it (norman doray remix),6:14,take Íñ there (feat. kiesza) [remixes],skrillex & diplo, 2010 robbins entertainment llc," December 23, 2014",take Íñ there (feat. kiesza) [netsky remix],3:29,0
47136,47136,4735,31637,lick it (remixes) - ep,kaskade & skrillex," 2012 ultra records, inc.",17-Apr-12,lick it (norman doray remix),6:14,more monsters and sprites ep,skrillex, 2011 rory bourke music co. (bmi)," June 7, 2011",scary monsters and nice sprites (phonat remix),3:39,0
47259,47259,4737,30438,lick it (remixes) - ep,kaskade & skrillex," 2012 ultra records, inc.",17-Apr-12,lick it (norman doray remix),6:14,make it bun dem after hours ep,"skrillex & damian jr gong"" marley""", 2015 rgk," August 28, 2012",make it bun dem (flinch remix),3:55,0
47305,47305,4737,54374,lick it (remixes) - ep,kaskade & skrillex," 2012 ultra records, inc.",17-Apr-12,lick it (norman doray remix),6:14,where are ê_ now (with justin bieber) [remixes],skrillex & diplo, 2015 owsla / mad decent / atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," June 16, 2015",where are ê_ now (with justin bieber) [marshmello remix],3:26,0
47445,47445,4744,41149,skrillex and diplo present jack ê_,skrillex & diplo, 2015 atlantic recording corporation for the us and wea international for the world outside the united states. a warner music group company,24-Feb-15,take ê_ there (feat. kiesza) [missy elliott remix] [bonus track],3:30,skrillex and diplo present jack ê_ [explicit],"skrillex, diplo", 2012 knight skreams," February 24, 2015",febreze (feat. 2 chainz) [explicit],3:34,0
47446,47446,4744,41150,skrillex and diplo present jack ê_,skrillex & diplo, 2015 atlantic recording corporation for the us and wea international for the world outside the united states. a warner music group company,24-Feb-15,take ê_ there (feat. kiesza) [missy elliott remix] [bonus track],3:30,skrillex and diplo present jack Íñ [explicit],"skrillex, diplo", 2012 knight skreams," February 24, 2015",to Íñ (feat. alunageorge),3:57,0
47513,47513,4746,41130,skrillex and diplo present jack ê_,skrillex & diplo, 2015 atlantic recording corporation for the us and wea international for the world outside the united states. a warner music group company,24-Feb-15,take ê_ there (feat. kiesza) [missy elliott remix] [bonus track],3:30,skrillex and diplo present jack Íñ [explicit],"skrillex, diplo", 2012 knight skreams," February 24, 2015",to Íñ (feat. alunageorge),3:57,0
47558,47558,4748,5685,bangarang,skrillex," 2012 big beat records, inc. for the united states and wea international for the world outside the united states.",27-Dec-11,skrillex orchestral suite by varien (bonus track),6:54,bangarang ep [explicit],skrillex, elektroshok records," December 27, 2011",skrillex orchestral suite by varien (bonus track),6:54,1
47563,47563,4762,6232,"now that's what i call music, vol. 49",zedd,"_ Ü 2014 umg recordings, inc. and sony music entertainment",4-Feb-14,stay the night (feat. hayley williams),3:34,beautiful now (remixes),zedd, (c) 2015 interscope records," July 10, 2015",beautiful now (zonderling remix) [feat. jon bellion],3:53,0
47569,47569,4762,6238,"now that's what i call music, vol. 49",zedd,"_ Ü 2014 umg recordings, inc. and sony music entertainment",4-Feb-14,stay the night (feat. hayley williams),3:34,beautiful now (scout remix),zedd, (c) 2015 interscope records," October 9, 2015",beautiful now (scout remix) [feat. jon bellion],3:18,0
47657,47657,4824,20614,halcyon days (deluxe edition),ellie goulding,_Üã 2013 polydor ltd. (uk),27-Aug-13,halcyon,3:24,halcyon,ellie goulding, (c) 2013 polydor ltd. (uk)," August 27, 2013",halcyon,3:24,1
47955,47955,4891,35809,sorry for party rocking (deluxe version),lmfao,"_ Ü 2011 foo & blu, llc under exclusive license to interscope records",21-Jun-11,sorry for party rocking,3:23,party rock anthem (karaoke),lmfao feat lauren bennett & goon rock karaoke band, (c) 2011 bgm industrias del disco s.a. (magenta discos)," July 14, 2011",party rock anthem (made famous by lmfao feat lauren bennett & goon rock) (karaoke version),4:24,0
48160,48160,4937,36707,play on,carrie underwood,"_ Ü 2009 19 recordings limited, under exclusive license to arista nashville",3-Nov-09,songs like this,2:37,play on,carrie underwood," (p) 2009 19 recordings limited, under exclusive license to arista nashville"," November 3, 2009",this time,3:52,0
48209,48209,4981,20093,"beyond the hits, vol. 1",toby keith,_ Ü 2011 tripower,20-Dec-11,hurt a lot worse when you go,4:21,greatest hits - 18 kids,keith urban," ‘© 2007 capitol records nashville. all rights reserved. unauthorized reproduction is a violation of applicable laws. manufactured by capitol records nashville, 3322 west end avenue, 11th floor, nash"," November 20, 2007",days go by,3:49,0
48252,48252,5002,3102,a.m.,chris young,__Ê 2013 sony music entertainment,16-Sep-13,who i am with you,3:13,a.m.,chris young," (c) 2010 hollywood records, inc."," September 16, 2013",who i am with you,3:11,1
48335,48335,5031,21830,hold my home (deluxe edition),cold war kids,_ Ü 2014 downtown records,11-Sep-15,first - return to tackyland,3:26,hold my home,cold war kids, (c) 2014 downtown records," October 21, 2014",first,3:20,0
48548,48548,5060,34913,pop life (extended version) [bonus version],david guetta,_ Ü 2007 gum records,18-Sep-07,delirious (feat. tara mcdonald),4:31,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",one love (feat. estelle),4:01,0
48560,48560,5060,34929,pop life (extended version) [bonus version],david guetta,__Ê 2007 gum records,18-Sep-07,delirious (feat. tara mcdonald),4:31,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",it's the way you love me (feat. kelly rowland;continuous mix version),4:11,0
48665,48665,5063,34935,pop life (extended version) [bonus version],david guetta,__Ê 2007 gum records,18-Sep-07,do something love (feat. juliet),4:10,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",when love takes over (feat. kelly rowland),3:11,0
48855,48855,5066,36989,pop life (extended version) [bonus version],david guetta & jd davis,_ Ü 2007 gum records,18-Sep-07,this is not a love song,3:46,pop for your weekend [explicit],david guetta, 2012 blue drum records,,drunk in love [explicit],5:23,0
49097,49097,5072,34933,pop life (extended version) [bonus version],david guetta,__Ê 2007 gum records,18-Sep-07,obsession (feat. jd davis & miss b),3:06,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",memories (feat. kid cudi),3:30,0
49114,49114,5072,34954,pop life (extended version) [bonus version],david guetta,__Ê 2007 gum records,18-Sep-07,obsession (feat. jd davis & miss b),3:06,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",gettin' over (feat. chris willis;continuous mix version),3:31,0
49180,49180,5074,34911,pop life (extended version) [bonus version],david guetta,_ Ü 2007 gum records,18-Sep-07,baby when the light (david guetta & fred rister remix),6:17,one love (deluxe version),david guetta, (c) 2014 swedish house mafia holdings ltd (bvi) under exclusive license to virgin records ltd," August 21, 2009",revolver (madonna vs. david guetta feat. lil' wayne) (one love remix),3:18,0
49228,49228,5075,36980,pop life (extended version) [bonus version],david guetta,__Ê 2007 gum records,18-Sep-07,love is gone (fred rister & joachim garraud remix),3:42,pop for your weekend [explicit],david guetta, 2012 blue drum records,,we found love,3:35,0
49289,49289,5078,40500,settle (deluxe version),disclosure,"_Ê† 2014 universal island records, a division of universal music operations limited",15-Apr-14,latch (feat. sam smith),4:15,settle,disclosure," (c) 2013 universal island records, a division of universal music operations limited"," June 11, 2013",latch [feat. sam smith],4:15,1
49293,49293,5078,40508,settle (deluxe version),disclosure,"__Ê 2014 universal island records, a division of universal music operations limited",15-Apr-14,latch (feat. sam smith),4:15,settle,disclosure," (c) 2013 universal island records, a division of universal music operations limited"," June 11, 2013",you & me [feat. eliza doolittle],4:27,0
49365,49365,5080,40488,settle (deluxe version),disclosure,"__Ê 2014 universal island records, a division of universal music operations limited",15-Apr-14,white noise (feat. alunageorge),4:37,settle (the remixes),disclosure," (c) 2013 universal island records, a division of universal music operations limited"," December 16, 2013",voices (wookie remix) [feat. sasha keable],5:33,0
49401,49401,5081,9490,settle (deluxe version),disclosure,"__Ê 2014 universal island records, a division of universal music operations limited",15-Apr-14,defeated no more (feat. edward macfarlane),6:07,caracal (deluxe),disclosure," (c) 2015 island records, a division of universal music operations limited"," September 25, 2015",magnets [feat. lorde],3:19,0
49525,49525,5083,40511,settle (deluxe version),disclosure,"__Ê 2014 universal island records, a division of universal music operations limited",15-Apr-14,voices (feat. sasha keable),4:09,settle,disclosure," (c) 2013 universal island records, a division of universal music operations limited"," June 11, 2013",help me lose my mind [feat. london grammar],4:05,0
49544,49544,5084,40506,settle (deluxe version),disclosure,"__Ê 2014 universal island records, a division of universal music operations limited",15-Apr-14,second chance,2:27,settle,disclosure," (c) 2013 universal island records, a division of universal music operations limited"," June 11, 2013",second chance,2:27,1
49622,49622,5086,40531,settle (deluxe version),disclosure,"_ Ü 2014 universal island records, a division of universal music operations limited",15-Apr-14,you & me (feat. eliza doolittle),4:26,settle,disclosure," (c) 2013 universal island records, a division of universal music operations limited"," June 11, 2013",defeated no more [feat. edward macfarlane],6:07,0
49662,49662,5087,40481,settle (deluxe version),disclosure,"_ Ü 2014 universal island records, a division of universal music operations limited",15-Apr-14,january (feat. jamie woon),5:54,settle (deluxe edition),disclosure," (c) 2014 universal island records, a division of universal music operations limited"," April 15, 2014",confess to me [feat. jessie ware],4:10,0
49699,49699,5088,9486,settle (deluxe version),disclosure,"_ Ü 2014 universal island records, a division of universal music operations limited",15-Apr-14,confess to me (feat. jessie ware),4:10,caracal (deluxe),disclosure," (c) 2015 island records, a division of universal music operations limited"," September 25, 2015",omen [feat. sam smith],3:50,0
49787,49787,5089,9511,settle (deluxe version),disclosure,"_ Ü 2014 universal island records, a division of universal music operations limited",15-Apr-14,help me lose my mind (feat. london grammar),4:04,caracal (deluxe),disclosure," (c) 2015 island records, a division of universal music operations limited"," September 25, 2015",moving mountains [feat. brendan reilly],5:36,0
49826,49826,5089,40522,settle (deluxe version),disclosure,"__Ê 2014 universal island records, a division of universal music operations limited",15-Apr-14,help me lose my mind (feat. london grammar),4:04,settle,disclosure," (c) 2013 universal island records, a division of universal music operations limited"," June 11, 2013",you & me [feat. eliza doolittle],4:27,0
50029,50029,5123,34147,nothing was the same,drake,__Ê 2013 cash money records inc.,24-Sep-13,from time (feat. jhene aiko),5:22,nothing was the same ,drake, (c) 2013 cash money records inc.," September 24, 2013",from time [feat. jhenê© aiko],5:22,1
50092,50092,5131,37257,pricele$$,"birdman, lil wayne & drake",_ Ü 2009 cash money records inc.,23-Nov-09,money to blow,4:18,pricele$$ (edited version),birdman, (c) 2009 cash money records inc.," November 23, 2009",been about money (album version (edited)),4:12,0
50156,50156,5144,43682,take care (deluxe version),drake,_Üã 2011 cash money records inc.,15-Nov-11,over my dead body,4:32,take care (deluxe edition),drake, (c) 2012 cash money records inc.," March 20, 2012",over my dead body [clean],4:32,1
50178,50178,5147,34127,take care (deluxe version),drake,__Ê 2011 cash money records inc.,15-Nov-11,crew love (feat. the weeknd),3:28,nothing was the same (deluxe) [explicit],drake, (c) 2013 cash money records inc.," September 24, 2013",all me [feat. 2 chainz] [explicit],4:30,0
50205,50205,5147,44729,take care (deluxe version),drake,_ Ü 2011 cash money records inc.,15-Nov-11,crew love (feat. the weeknd),3:28,thank me later (explicit version) [explicit],drake, (c) 2010 young money entertainment/cash money records," June 15, 2010",up all night (explicit) [feat. nicki minaj],3:54,0
50224,50224,5148,43691,take care (deluxe version),drake,__Ê 2011 cash money records inc.,15-Nov-11,take care (feat. rihanna),4:37,take care (deluxe edition),drake, (c) 2012 cash money records inc.," March 20, 2012",make me proud [feat. nicki minaj] [clean],3:39,0
50234,50234,5148,43714,take care (deluxe version),drake,__Ê 2011 cash money records inc.,15-Nov-11,take care (feat. rihanna),4:37,take care (deluxe edition) [explicit],drake, (c) 2012 cash money records inc.," March 20, 2012",the real her [feat. andre 3000] [explicit],5:21,0
50410,50410,5154,44733,take care (deluxe version),drake,__Ê 2011 cash money records inc.,15-Nov-11,lord knows (feat. rick ross),5:07,thank me later (explicit version) [explicit],drake, (c) 2010 young money entertainment/cash money records," June 15, 2010",light up (explicit) [feat. jay-z],4:34,0
50506,50506,5162,34124,take care (deluxe version),drake,__Ê 2011 cash money records inc.,15-Nov-11,the motto (bonus track) [feat. lil wayne],3:01,nothing was the same (deluxe) [explicit],drake, (c) 2013 cash money records inc.," September 24, 2013",too much [feat. sampha] [explicit],4:21,0
50685,50685,5202,22936,i am not a human being,lil wayne & t streets,__Ê 2010 cash money records inc.,15-Nov-10,hold up (feat. t streets),4:10,i am not a human being ii (explicit version) [+digital booklet],lil wayne, 2005 secretly canadian," March 26, 2013",wowzerz (album version (explicit)) [feat. trina] [explicit],3:45,0
50791,50791,5208,22928,i am not a human being,lil wayne & lil' twist,_ Ü 2010 cash money records inc.,15-Nov-10,popular (feat. lil' twist),4:40,i am not a human being ii (explicit version) [+digital booklet],lil wayne, 2005 secretly canadian," March 26, 2013",no worries (album version (explicit)) [feat. detail] [explicit],3:42,0
50818,50818,5209,22934,i am not a human being,lil wayne & jay sean,__Ê 2010 cash money records inc.,15-Nov-10,that ain't me (feat. jay sean),4:02,i am not a human being ii (explicit version) [+digital booklet],lil wayne, 2005 secretly canadian," March 26, 2013",love me (album version (explicit)) [feat. drake] [explicit],4:15,0
50965,50965,5216,44716,take care (deluxe version),drake,__Ê 2011 cash money records inc.,15-Nov-11,the motto (feat. lil wayne) [bonus track],3:01,thank me later (edited version),drake, (c) 2010 young money entertainment/cash money records/universal motown," June 16, 2010","fancy (edited) [feat. t.i., swizz beatz]",5:19,0
51318,51318,5228,27283,last train to paris,"diddy - dirty money, chris brown, wiz khalifa & seven",_Ê† 2010 bad boy/interscope records,14-Dec-10,"i know (feat. chris brown, wiz khalifa & seven)",4:31,last train to paris [explicit],diddy - dirty money, (c) 2010 bad boy/interscope records," December 14, 2010",i know [feat. wiz khalifa] [explicit],4:31,1
51884,51884,5344,47931,the hobbit: the desolation of smaug (original motion picture soundtrack) [special edition],howard shore,__Ê 2013 watertower music,10-Dec-13,the woodland realm (extended version),5:14,the hobbit: the desolation of smaug (original motion picture soundtrack) [special edition],howard shore, 2013 watertower music / warner bros. entertainment / metro - goldwyn mayer pictures inc.," December 10, 2013",the high fells (extended version),3:38,0
51970,51970,5350,47930,the hobbit: the desolation of smaug (original motion picture soundtrack) [special edition],howard shore,_ Ü 2013 watertower music,10-Dec-13,the nature of evil,3:20,the hobbit: the desolation of smaug (original motion picture soundtrack) [special edition],howard shore, 2013 watertower music / warner bros. entertainment / metro - goldwyn mayer pictures inc.," December 10, 2013","bard, a man of lake-town (extended version)",3:18,0
52007,52007,5353,30529,the hobbit: the desolation of smaug (original motion picture soundtrack) [special edition],howard shore,_ Ü 2013 watertower music,10-Dec-13,"girion, lord of dale (extended version)",4:15,maleficent (original motion picture soundtrack),james newton howard," (c) 2014 disney enterprises, inc."," May 27, 2014",path of destruction,1:48,0
52135,52135,5364,47946,the hobbit: the desolation of smaug (original motion picture soundtrack) [special edition],howard shore,_Ê† 2013 watertower music,10-Dec-13,my armor is iron,5:16,the hobbit: the desolation of smaug (original motion picture soundtrack) [special edition],howard shore, 2013 watertower music / warner bros. entertainment / metro - goldwyn mayer pictures inc.," December 10, 2013",my armor is iron,5:16,1
52152,52152,5407,27853,bright lights (deluxe version),ellie goulding,_Üã 2010 polydor ltd. (uk),29-Nov-10,this love (will be your downfall),3:53,lights,ellie goulding, (c) 2011 polydor ltd. (uk)," March 8, 2011",this love (will be your downfall),3:53,1
52160,52160,5410,20577,bright lights (deluxe version),ellie goulding,__Ê 2010 polydor ltd. (uk),29-Nov-10,every time you go,3:25,halcyon (deluxe),ellie goulding, (c) 2013 polydor ltd. (uk)," August 27, 2013",i know you care,3:26,0
52311,52311,5516,9838,caught in the act (live),eric church,"__Ê   2013 emi records nashville. all rights reserved. unauthorized reproduction is a violation of applicable laws.  manufactured by capitol records nashville, 401 commerce street, suite 1100, nashville, tn 37219",5-Apr-13,before she does (live),3:42,caught in the act: live,eric church, (c) 2013 emi records nashville," April 5, 2013",pledge allegiance to the hag (live),4:55,0
52321,52321,5519,9831,caught in the act (live),eric church,"_Ê†   2013 emi records nashville. all rights reserved. unauthorized reproduction is a violation of applicable laws.  manufactured by capitol records nashville, 401 commerce street, suite 1100, nashville, tn 37219",5-Apr-13,over when it's over (live),2:59,caught in the act: live,eric church, (c) 2013 emi records nashville," April 5, 2013",over when it's over,2:59,1
52376,52376,5543,10254,chief,eric church,"_ Ü   2011 emi records nashville. all rights reserved. unauthorized reproduction is a violation of applicable laws.  manufactured by capitol records nashville, 3322 west end avenue, 11th floor, nashville, tn   37203",22-Jul-11,over when it's over,2:39,chief,eric church, (c) 2011 emi records nashville," July 22, 2011",over when it's over,2:39,1
52667,52667,5683,35090,"only one flo, pt. 1 (deluxe version)",flo rida,__Ê 2010 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,26-Nov-10,who dat girl (feat. akon),3:19,only one flo (part 1) [deluxe] [+video] [+digital booklet],flo rida, 2010 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," November 26, 2010",on and on (feat. kevin rudolf),2:58,0
52777,52777,5696,37693,r.o.o.t.s. (deluxe version),flo rida,__Ê 2009 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,30-Mar-09,jump (feat. nelly furtado),3:28,r.o.o.t.s. (route of overcoming the struggle) (amended amazon exclusive) [clean],flo rida," (c) 2012 motown records, a division of umg recordings, inc."," March 30, 2009","yayo [feat. brisco, billy blue, ball greezy, rick ross, red eyezz, bred, pitbull & ace hood] (amended bonus version)",7:53,0
52839,52839,5703,37688,r.o.o.t.s. (deluxe version),flo rida,_Ê† 2009 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,30-Mar-09,available (feat. akon),4:24,r.o.o.t.s. (route of overcoming the struggle) (amended amazon exclusive) [clean],flo rida," (c) 2012 motown records, a division of umg recordings, inc."," March 30, 2009",available [feat. akon],4:24,1
52900,52900,5708,37683,r.o.o.t.s. (deluxe version),flo rida,__Ê 2009 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,30-Mar-09,ha (feat. brisco & 4 mill),3:54,r.o.o.t.s. (route of overcoming the struggle) (amended amazon exclusive) [clean],flo rida," (c) 2012 motown records, a division of umg recordings, inc."," March 30, 2009",shone [feat. pleasure p],4:13,0
52937,52937,5713,35091,"turn around (5,4,3,2,1) - deluxe single",flo rida,_Ê† 2010 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states.,16-Nov-10,"turn around (5,4,3,2,1) [dj bam bam radio remix]",3:35,only one flo (part 1) [deluxe] [+video] [+digital booklet],flo rida, 2010 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," November 26, 2010","turn around (5,4,3,2,1)",3:20,1
53000,53000,5727,4473,anything goes,florida georgia line,"_Ê† 2014 big machine label group, llc",14-Oct-14,anything goes,3:39,anything goes,florida georgia line," (c) 2014 republic records, a division of umg recordings, inc. (republic nashville)"," October 14, 2014",anything goes,3:38,1
53027,53027,5734,4468,anything goes,florida georgia line,"_Üã 2014 big machine label group, llc",14-Oct-14,bumpin' the night,3:42,anything goes,florida georgia line," (c) 2014 republic records, a division of umg recordings, inc. (republic nashville)"," October 14, 2014",bumpin' the night,3:41,1
53095,53095,5748,21534,here's to the good times...this is how we roll (deluxe version),florida georgia line,"__Ê 2013 big machine label group, llc",25-Nov-13,"dayum, baby (feat. sarah buxton)",3:26,here's to the good times...this is how we roll,florida georgia line," (c) 2013 big machine label group, llc"," November 25, 2013",this is how we roll [feat. luke bryan],3:40,0
53107,53107,5749,50446,here's to the good times...this is how we roll (deluxe version),florida georgia line,"__Ê 2013 big machine label group, llc",25-Nov-13,party people (feat. jaren johnston),3:40,this is how we roll (remix),florida georgia line," (c) 2014 big machine label group, llc"," June 4, 2014",this is how we roll (remix) [feat. luke bryan],3:27,0
53168,53168,5762,21543,here's to the good times,florida georgia line,"_Üã 2012 big machine label group, llc",4-Dec-12,here's to the good times,4:11,here's to the good times,florida georgia line," (c) 2012 big machine label group, llc"," December 4, 2012",here's to the good times,4:10,1
53243,53243,5807,6502,believe,justin bieber,__Ê 2012 the island def jam music group,19-Jun-12,take you,3:40,believe,justin bieber, (c) 2012 the island def jam music group," June 19, 2012",take you ,3:40,1
53374,53374,5828,6505,believe (deluxe edition),justin bieber,__Ê 2012 the island def jam music group,19-Jun-12,die in your arms,3:57,believe,justin bieber, (c) 2012 the island def jam music group," June 19, 2012",die in your arms ,3:57,1
